"method_group","slope_metric","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","bin_midpoint","stage","era","sampling_profile_dissim","slope_Northern","slope_Southern","k_median_Northern","k_median_Southern","k_cv_Northern","k_cv_Southern","k_sample_Northern","k_sample_Southern","interval_width_Northern","interval_width_Southern","slope_diff_abs","slope_diff_signed","k_cv_diff","k_cv_diff_signed","k_median_asym","k_median_diff","k_median_diff_signed","k_sample_asym","k_sample_diff_signed","interval_width_asym","interval_width_diff_signed","mean_interval_width"
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",0.00585,"Holocene","Cenozoic",0.5,-1.17884615320743,0.15512705786657,2,1,0.964682458064808,0.632455532033676,NA,NA,4.07023257379241,3.01137416602556,1.333973211074,-1.333973211074,0.332226926031132,0.332226926031132,0.405465108108164,1,1,NA,NA,0.234252821684003,1.05885840776685,3.54080336990899
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",1.29585,"Pleistocene","Cenozoic",0.5,-0.621816543825538,-0.402160963119601,7,2,0.579425639769385,0.547722557505166,NA,NA,1.53448238833282,1.29250286016375,0.219655580705937,-0.219655580705937,0.0317030822642186,0.0317030822642186,0.980829253011726,5,5,NA,NA,0.100345257366849,0.241979528169066,1.41349262424829
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",3.09,"Piacenzian","Cenozoic",0.5,-1.01918994323199,-0.885020307787437,1.5,1,1.03537432844358,0.894427190999916,NA,NA,2.38074422942652,5.44052783934753,0.134169635444554,-0.134169635444554,0.140947137443667,0.140947137443667,0.22314355131421,0.5,0.5,NA,NA,0.644514627910751,-3.05978360992101,3.91063603438702
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",4.4665,"Zanclean","Cenozoic",0.269230769230769,-0.666434329712922,-0.164749121929609,4,1,0.558950834602614,1.09544511501033,NA,NA,1.06416496466482,6.89605425468866,0.501685207783313,-0.501685207783313,0.536494280407718,-0.536494280407718,0.916290731874155,3,3,NA,NA,1.34163740410254,-5.83188929002384,3.98010960967674
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",9.438,"Tortonian","Cenozoic",0.0535714285714285,-0.602091672808434,-1.11724905907126,3,1,0.5,1.00203873810001,NA,NA,0.430219173242092,9.7719355780305,0.515157386262831,0.515157386262831,0.50203873810001,-0.50203873810001,0.693147180559945,2,2,NA,NA,2.01911649390035,-9.34171640478841,5.1010773756363
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",12.725,"Serravallian","Cenozoic",0.375,0.320526647926153,-0.602723899291526,4,1,0.474341649025257,1.12915897906362,NA,NA,2.70912936970855,6.10609514466037,0.923250547217679,0.923250547217679,0.654817330038365,-0.654817330038365,0.916290731874155,3,3,NA,NA,0.650155709008499,-3.39696577495182,4.40761225718446
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",18.215,"Burdigalian","Cenozoic",0.857142857142857,-0.0790774147498643,-0.104090622586237,5.5,1.5,0.685157749352816,0.964682458064808,NA,NA,3.69760351764496,2.35704710018543,0.0250132078363729,0.0250132078363729,0.279524708711991,-0.279524708711991,0.955511445027436,4,4,NA,NA,0.335990740476215,1.34055641745953,3.0273253089152
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",35.805,"Priabonian","Cenozoic",0.178571428571429,0.874692621240351,-0.284406544090956,3,1,0.85146931829632,1.26168012376112,NA,NA,1.34341087261061,4.46157253043697,1.15909916533131,1.15909916533131,0.410210805464801,-0.410210805464801,0.693147180559945,2,2,NA,NA,0.846129251613116,-3.11816165782636,2.90249170152379
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",44.55,"Lutetian","Cenozoic",0.36,-0.352551288371455,-0.00975972399014001,3.5,0.5,0.76524505878836,1.17983049630021,NA,NA,1.42491158720128,1.319850020001,0.342791564381315,-0.342791564381315,0.414585437511851,-0.414585437511851,1.09861228866811,3,3,NA,NA,0.0442925278014886,0.105061567200282,1.37238080360114
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",97.2,"Cenomanian","Mesozoic",0.115384615384615,0.0104061196085566,0.224629782356652,4,1,0.694867064039152,0.903327183250897,NA,NA,4.31128427323599,4.45439590290116,0.214223662748095,-0.214223662748095,0.208460119211745,-0.208460119211745,0.916290731874155,3,3,NA,NA,0.0265882058693396,-0.143111629665174,4.38284008806857
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",106.85,"Albian","Mesozoic",0.376518218623482,-0.316782064027174,0.00656297745692392,3,2.5,0.579425639769385,0.453780960115465,NA,NA,1.37722901330797,1.19013472609207,0.323345041484098,-0.323345041484098,0.125644679653919,0.125644679653919,0.133531392624523,0.5,0.5,NA,NA,0.0819724685603287,0.187094287215896,1.28368186970002
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",117.3,"Aptian","Mesozoic",0.1875,-0.26614160400924,0.00703995469088898,1.5,1.5,1.02469507659596,0.842736068785864,NA,NA,1.48397263353062,0.616101661015833,0.273181558700129,-0.273181558700129,0.181959007810096,0.181959007810096,0,0,0,NA,NA,0.429842279748708,0.867870972514792,1.05003714727323
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",123.585,"Barremian","Mesozoic",0.333333333333333,-0.242975493514754,-2.92865797639508,1,0.5,0.894427190999916,1.09544511501033,NA,NA,12.1932732031938,46.3759233298977,2.68568248288032,2.68568248288032,0.201017924010416,-0.201017924010416,0.287682072451781,0.5,0.5,NA,NA,1.27840705914532,-34.1826501267039,29.2845982665457
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",169.55,"Bajocian","Mesozoic",0.093984962406015,-0.384004466457735,-0.0537013783774521,2,1,1.30075622581742,1.00203873810001,NA,NA,1.82747951545031,1.73426119836655,0.330303088080283,-0.330303088080283,0.298717487717406,0.298717487717406,0.405465108108164,1,1,NA,NA,0.0335244134104923,0.0932183170837659,1.78087035690843
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",179.45,"Toarcian","Mesozoic",0.15,0.294408045490911,-0.926081631123407,2,1,0.797496081495075,0.774596669241484,NA,NA,1.14064295706659,1.53531945323383,1.22048967661432,1.22048967661432,0.0228994122535918,0.0228994122535918,0.405465108108164,1,1,NA,NA,0.169213415022522,-0.394676496167243,1.33798120515021
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",188.55,"Pliensbachian","Mesozoic",0.142857142857143,-0.205876982208937,-0.678658015393461,2,1,1.01820169606888,1.00203873810001,NA,NA,2.91938720415474,2.41620026484924,0.472781033184524,0.472781033184524,0.0161629579688731,0.0161629579688731,0.405465108108164,1,1,NA,NA,0.137406416362281,0.503186939305499,2.66779373450199
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",196.2,"Sinemurian","Mesozoic",0.5,-0.770294679237126,-0.0667541468772327,2,1,1.09544511501033,1.09544511501033,NA,NA,1.68641438432339,8.31994388904067,0.703540532359893,-0.703540532359893,2.22044604925031e-16,2.22044604925031e-16,0.405465108108164,1,1,NA,NA,1.24394924636539,-6.63352950471728,5.00317913668203
