"method_group","slope_metric","qc_name","climate_state","n","n_Northern","n_Southern","median_slope","iqr_slope"
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k2_tropical_temperate_polar","Hothouse",4,1,3,0.227074506535768,0.0901439751913904
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k3_tropical_temperate","Coldhouse",4,4,0,-0.506167290321202,0.0680376596584016
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k3_tropical_temperate","Coolhouse",8,3,5,-0.13264082253577,1.19339599128896
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k3_tropical_temperate","Transitional",9,6,3,-0.0877648304298302,0.376865773461235
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k3_tropical_temperate","Warmhouse",7,3,4,0.032032880241116,0.260461474033312
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k3_tropical_temperate","Hothouse",6,3,3,0.178942067335425,0.138891051169975
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k3_tropical_temperate_polar","Coldhouse",1,1,0,-0.486801489104825,0
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k3_tropical_temperate_polar","Coolhouse",1,0,1,-0.397998886765775,0
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k3_tropical_temperate_polar","Transitional",3,1,2,-0.121651632100776,0.0192148202232136
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k3_tropical_temperate_polar","Warmhouse",3,1,2,0.032032880241116,0.219472736854422
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k3_tropical_temperate_polar","Hothouse",3,0,3,0.227409762674204,0.0151383810902638
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate","Coldhouse",22,12,10,-0.352001919893796,0.31723378903493
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate","Coolhouse",32,15,17,-0.28671048183184,0.589769886247142
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate","Transitional",25,15,10,-0.159716218552854,0.275058524424353
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate","Warmhouse",24,12,12,0.0496141040138724,0.241852812224574
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate","Hothouse",20,10,10,-0.0690612175702278,0.54951703793238
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate_polar","Coldhouse",11,6,5,-0.441837744182127,0.297120488365025
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate_polar","Coolhouse",19,10,9,-0.231215580897832,0.410107472893228
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate_polar","Transitional",13,7,6,-0.159716218552854,0.21885856531758
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate_polar","Warmhouse",13,7,6,-0.0283233013211812,0.153942888036359
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate_polar","Hothouse",10,4,6,-0.0156164794471995,0.45780982287372
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k2_tropical_temperate","Coldhouse",12,7,5,-0.459526321610044,0.213209482510472
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k2_tropical_temperate","Coolhouse",22,10,12,-0.28671048183184,0.582838462717767
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k2_tropical_temperate","Transitional",16,11,5,-0.171175113785348,0.235829725419373
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k2_tropical_temperate","Warmhouse",13,8,5,0.010880743396011,0.167275236235874
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k2_tropical_temperate","Hothouse",11,5,6,-0.0152417251137713,0.441740827631016
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k2_tropical_temperate_polar","Coldhouse",4,4,0,-0.500468989072838,0.0640626393374575
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k2_tropical_temperate_polar","Coolhouse",11,6,5,-0.231215580897832,0.365109074071872
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k2_tropical_temperate_polar","Transitional",5,3,2,-0.159716218552854,0.143052631658242
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k2_tropical_temperate_polar","Warmhouse",9,5,4,-0.0283233013211812,0.143583879589365
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k2_tropical_temperate_polar","Hothouse",5,2,3,0.256531002856881,0.441865258200999
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k3_tropical_temperate","Coldhouse",6,5,1,-0.500468989072838,0.0799678536154481
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k3_tropical_temperate","Coolhouse",10,3,7,-0.205907020891655,0.918594698793312
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k3_tropical_temperate","Transitional",11,7,4,-0.0547185765605166,0.291776037317554
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k3_tropical_temperate","Warmhouse",7,3,4,0.0680068614879856,0.283924056954858
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k3_tropical_temperate","Hothouse",6,3,3,0.120644638871555,0.399342125643413
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k3_tropical_temperate_polar","Coldhouse",2,2,0,-0.542335260662618,0.0581358100582885
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k3_tropical_temperate_polar","Coolhouse",4,1,3,-0.28671048183184,0.139404432941807
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k3_tropical_temperate_polar","Transitional",3,1,2,-0.0547185765605166,0.0572689244494367
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k3_tropical_temperate_polar","Warmhouse",4,1,3,0.00935400860619312,0.18745775514466
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k3_tropical_temperate_polar","Hothouse",4,1,3,0.282993917191357,0.167784668221086
"percentile_latbin_OLS","q50","collection10_k1_tropical_temperate","Coldhouse",14,8,6,-0.515112409149893,0.837562530184765
"percentile_latbin_OLS","q50","collection10_k1_tropical_temperate","Coolhouse",24,12,12,-0.236601403591452,0.870223861320661
"percentile_latbin_OLS","q50","collection10_k1_tropical_temperate","Transitional",19,12,7,-0.0777623457463078,0.855632569189146
"percentile_latbin_OLS","q50","collection10_k1_tropical_temperate","Warmhouse",14,8,6,0.086671210024948,0.551831413215375
"percentile_latbin_OLS","q50","collection10_k1_tropical_temperate","Hothouse",12,6,6,0.191392691831928,0.332016601387279
"percentile_latbin_OLS","q50","collection10_k1_tropical_temperate_polar","Coldhouse",7,5,2,-0.315559914853395,0.411085788960608
"percentile_latbin_OLS","q50","collection10_k1_tropical_temperate_polar","Coolhouse",12,8,4,-0.38553633174704,0.477340948074807
"percentile_latbin_OLS","q50","collection10_k1_tropical_temperate_polar","Transitional",6,2,4,-0.135971907777002,0.132529456117308
"percentile_latbin_OLS","q50","collection10_k1_tropical_temperate_polar","Warmhouse",7,3,4,-0.143411401880301,0.470590018980834
"percentile_latbin_OLS","q50","collection10_k1_tropical_temperate_polar","Hothouse",5,2,3,0.0140179612808372,0.228144665816934
"percentile_latbin_OLS","q50","collection10_k2_tropical_temperate","Coldhouse",5,5,0,-0.542168341709131,0.223791161620202
"percentile_latbin_OLS","q50","collection10_k2_tropical_temperate","Coolhouse",10,5,5,-0.227155345331221,0.931231444241718
"percentile_latbin_OLS","q50","collection10_k2_tropical_temperate","Transitional",10,7,3,-0.0545371828385547,0.575721021504535
"percentile_latbin_OLS","q50","collection10_k2_tropical_temperate","Warmhouse",8,4,4,0.140133809505416,0.513615479551837
"percentile_latbin_OLS","q50","collection10_k2_tropical_temperate","Hothouse",6,3,3,0.126501873914535,0.243933928158608
"percentile_latbin_OLS","q50","collection10_k2_tropical_temperate_polar","Coldhouse",2,2,0,-0.470862508979976,0.15530259412658
"percentile_latbin_OLS","q50","collection10_k2_tropical_temperate_polar","Coolhouse",2,1,1,-0.567309704361373,0.242877266762959
"percentile_latbin_OLS","q50","collection10_k2_tropical_temperate_polar","Transitional",2,1,1,-0.0950121365014245,0.063700116570623
"percentile_latbin_OLS","q50","collection10_k2_tropical_temperate_polar","Warmhouse",3,1,2,0.056919528968556,0.326985047107067
"percentile_latbin_OLS","q50","collection10_k2_tropical_temperate_polar","Hothouse",3,0,3,0.238985786548232,0.12512798122784
"percentile_latbin_OLS","q50","collection10_k3_tropical_temperate","Coldhouse",3,3,0,-0.542168341709131,0.15530259412658
"percentile_latbin_OLS","q50","collection10_k3_tropical_temperate","Coolhouse",2,0,2,0.342881016889546,0.220071143266246
"percentile_latbin_OLS","q50","collection10_k3_tropical_temperate","Transitional",3,2,1,-0.368608382365731,0.820835229140146
"percentile_latbin_OLS","q50","collection10_k3_tropical_temperate","Warmhouse",6,2,4,0.140133809505416,0.382817137856125
"percentile_latbin_OLS","q50","collection10_k3_tropical_temperate","Hothouse",5,2,3,0.0140179612808372,0.228144665816934
"percentile_latbin_OLS","q50","collection10_k3_tropical_temperate_polar","Coldhouse",1,1,0,-0.626165103106556,0
"percentile_latbin_OLS","q50","collection10_k3_tropical_temperate_polar","Warmhouse",1,1,0,0.056919528968556,0
"percentile_latbin_OLS","q50","collection10_k3_tropical_temperate_polar","Hothouse",2,0,2,0.250041434867604,0.0110556483193727
"percentile_latbin_OLS","q50","collection5_k1_tropical_temperate","Coldhouse",19,11,8,-0.447151867681635,0.429271026407272
"percentile_latbin_OLS","q50","collection5_k1_tropical_temperate","Coolhouse",29,14,15,-0.180566836810436,0.565778876397669
"percentile_latbin_OLS","q50","collection5_k1_tropical_temperate","Transitional",23,13,10,-0.0979001426700744,0.336438489414436
"percentile_latbin_OLS","q50","collection5_k1_tropical_temperate","Warmhouse",20,11,9,-0.0538967971017434,0.215639382231495
"percentile_latbin_OLS","q50","collection5_k1_tropical_temperate","Hothouse",17,9,8,0.0324838386158218,0.283504476458532
"percentile_latbin_OLS","q50","collection5_k1_tropical_temperate_polar","Coldhouse",10,6,4,-0.367429600228976,0.403086317695338
"percentile_latbin_OLS","q50","collection5_k1_tropical_temperate_polar","Coolhouse",18,10,8,-0.236376288947871,0.479297786765587
"percentile_latbin_OLS","q50","collection5_k1_tropical_temperate_polar","Transitional",10,4,6,-0.169496363063757,0.223144111561462
"percentile_latbin_OLS","q50","collection5_k1_tropical_temperate_polar","Warmhouse",12,7,5,-0.0692727449600628,0.248671008021006
"percentile_latbin_OLS","q50","collection5_k1_tropical_temperate_polar","Hothouse",8,4,4,0.101618753306654,0.26365617327382
"percentile_latbin_OLS","q50","collection5_k2_tropical_temperate","Coldhouse",8,6,2,-0.51377064129492,0.218106888464819
"percentile_latbin_OLS","q50","collection5_k2_tropical_temperate","Coolhouse",16,8,8,-0.226557041089453,0.471790446628622
"percentile_latbin_OLS","q50","collection5_k2_tropical_temperate","Transitional",13,8,5,-0.0946478303584466,0.191986458193451
"percentile_latbin_OLS","q50","collection5_k2_tropical_temperate","Warmhouse",11,7,4,-0.0183320013743453,0.209802237493785
"percentile_latbin_OLS","q50","collection5_k2_tropical_temperate","Hothouse",8,4,4,0.101618753306654,0.26365617327382
"percentile_latbin_OLS","q50","collection5_k2_tropical_temperate_polar","Coldhouse",4,4,0,-0.512120615737474,0.190439483742412
"percentile_latbin_OLS","q50","collection5_k2_tropical_temperate_polar","Coolhouse",10,6,4,-0.325367426734964,0.316984180894747
"percentile_latbin_OLS","q50","collection5_k2_tropical_temperate_polar","Transitional",5,3,2,-0.0979001426700744,0.129758659072846
"percentile_latbin_OLS","q50","collection5_k2_tropical_temperate_polar","Warmhouse",7,5,2,-0.0681040149442691,0.0986140429747758
"percentile_latbin_OLS","q50","collection5_k2_tropical_temperate_polar","Hothouse",4,1,3,0.226147497040688,0.0998815544604696
"percentile_latbin_OLS","q50","collection5_k3_tropical_temperate","Coldhouse",5,5,0,-0.577089363793312,0.183589665054244
"percentile_latbin_OLS","q50","collection5_k3_tropical_temperate","Coolhouse",7,3,4,-0.292185741085307,0.278093022443664
"percentile_latbin_OLS","q50","collection5_k3_tropical_temperate","Transitional",7,5,2,-0.048620391613178,0.350331724069898
"percentile_latbin_OLS","q50","collection5_k3_tropical_temperate","Warmhouse",7,3,4,-0.00736609735928385,0.371181044868474
"percentile_latbin_OLS","q50","collection5_k3_tropical_temperate","Hothouse",6,3,3,0.128268593651304,0.26111998699274
"percentile_latbin_OLS","q50","collection5_k3_tropical_temperate_polar","Coldhouse",2,2,0,-0.605565473822042,0.0284761100287296
"percentile_latbin_OLS","q50","collection5_k3_tropical_temperate_polar","Coolhouse",2,0,2,-0.332553727315263,0.040367986229956
"percentile_latbin_OLS","q50","collection5_k3_tropical_temperate_polar","Transitional",2,1,1,-0.0175064920528755,0.0311138995603025
"percentile_latbin_OLS","q50","collection5_k3_tropical_temperate_polar","Warmhouse",3,1,2,-0.0183320013743453,0.156287853647747
"percentile_latbin_OLS","q50","collection5_k3_tropical_temperate_polar","Hothouse",4,1,3,0.226147497040688,0.0998815544604696
"percentile_latbin_OLS","q50","occurrence10_k1_tropical_temperate","Coldhouse",22,12,10,-0.279435141478182,0.438000366873802
"percentile_latbin_OLS","q50","occurrence10_k1_tropical_temperate","Coolhouse",31,14,17,-0.307698791061134,0.509618769201471
"percentile_latbin_OLS","q50","occurrence10_k1_tropical_temperate","Transitional",23,14,9,-0.173881031791114,0.293743052597123
"percentile_latbin_OLS","q50","occurrence10_k1_tropical_temperate","Warmhouse",22,11,11,-0.01170826675812,0.387208758995186
"percentile_latbin_OLS","q50","occurrence10_k1_tropical_temperate","Hothouse",19,9,10,0.0503000833888394,0.23449267430191
"percentile_latbin_OLS","q50","occurrence10_k1_tropical_temperate_polar","Coldhouse",10,6,4,-0.323132235609495,0.354001388458753
"percentile_latbin_OLS","q50","occurrence10_k1_tropical_temperate_polar","Coolhouse",18,9,9,-0.301050189086527,0.353521785753865
"percentile_latbin_OLS","q50","occurrence10_k1_tropical_temperate_polar","Transitional",11,6,5,-0.165910660920332,0.196013576193241
"percentile_latbin_OLS","q50","occurrence10_k1_tropical_temperate_polar","Warmhouse",12,6,6,-0.0472509509595973,0.254512060025226
"percentile_latbin_OLS","q50","occurrence10_k1_tropical_temperate_polar","Hothouse",8,3,5,0.0762566418197441,0.178546885206054
"percentile_latbin_OLS","q50","occurrence10_k2_tropical_temperate","Coldhouse",11,7,4,-0.445619329250947,0.283575515002672
"percentile_latbin_OLS","q50","occurrence10_k2_tropical_temperate","Coolhouse",17,8,9,-0.307698791061134,0.38879941423536
"percentile_latbin_OLS","q50","occurrence10_k2_tropical_temperate","Transitional",14,9,5,-0.153682995769232,0.202482472141246
"percentile_latbin_OLS","q50","occurrence10_k2_tropical_temperate","Warmhouse",11,7,4,-0.0105818972227723,0.357571924975195
"percentile_latbin_OLS","q50","occurrence10_k2_tropical_temperate","Hothouse",10,4,6,0.0762566418197441,0.203809903173422
"percentile_latbin_OLS","q50","occurrence10_k2_tropical_temperate_polar","Coldhouse",3,3,0,-0.445619329250947,0.0660075411012365
"percentile_latbin_OLS","q50","occurrence10_k2_tropical_temperate_polar","Coolhouse",8,3,5,-0.310301488651086,0.107823660634413
"percentile_latbin_OLS","q50","occurrence10_k2_tropical_temperate_polar","Transitional",4,2,2,-0.125714374282653,0.0934712044575906
"percentile_latbin_OLS","q50","occurrence10_k2_tropical_temperate_polar","Warmhouse",4,2,2,-0.0538024939603286,0.162020856229127
"percentile_latbin_OLS","q50","occurrence10_k2_tropical_temperate_polar","Hothouse",4,1,3,0.191985699059541,0.095557048208796
"percentile_latbin_OLS","q50","occurrence10_k3_tropical_temperate","Coldhouse",4,4,0,-0.502227403821518,0.120003471450858
"percentile_latbin_OLS","q50","occurrence10_k3_tropical_temperate","Coolhouse",8,3,5,-0.0963395070659603,1.31163865928322
"percentile_latbin_OLS","q50","occurrence10_k3_tropical_temperate","Transitional",9,6,3,-0.0855180876449738,0.369167490975089
"percentile_latbin_OLS","q50","occurrence10_k3_tropical_temperate","Warmhouse",7,3,4,0.0669588356206708,0.297870676818683
"percentile_latbin_OLS","q50","occurrence10_k3_tropical_temperate","Hothouse",6,3,3,0.115241044953506,0.194148740422299
"percentile_latbin_OLS","q50","occurrence10_k3_tropical_temperate_polar","Coldhouse",1,1,0,-0.426820396189617,0
"percentile_latbin_OLS","q50","occurrence10_k3_tropical_temperate_polar","Coolhouse",1,0,1,-0.318990742058213,0
"percentile_latbin_OLS","q50","occurrence10_k3_tropical_temperate_polar","Transitional",3,1,2,-0.0855180876449738,0.0479264048390624
"percentile_latbin_OLS","q50","occurrence10_k3_tropical_temperate_polar","Warmhouse",3,1,2,-0.0128346362934677,0.201138139457671
"percentile_latbin_OLS","q50","occurrence10_k3_tropical_temperate_polar","Hothouse",3,0,3,0.203789391600909,0.0537463165693017
"percentile_latbin_OLS","q50","occurrence5_k1_tropical_temperate","Coldhouse",22,12,10,-0.302420378505366,0.373593593079256
"percentile_latbin_OLS","q50","occurrence5_k1_tropical_temperate","Coolhouse",32,15,17,-0.249303455776855,0.558034181441853
"percentile_latbin_OLS","q50","occurrence5_k1_tropical_temperate","Transitional",25,15,10,-0.111852124704402,0.307519784726262
"percentile_latbin_OLS","q50","occurrence5_k1_tropical_temperate","Warmhouse",24,12,12,-0.0376442103567081,0.28159178084606
"percentile_latbin_OLS","q50","occurrence5_k1_tropical_temperate","Hothouse",20,10,10,-0.0358177818532228,0.520983685143677
"percentile_latbin_OLS","q50","occurrence5_k1_tropical_temperate_polar","Coldhouse",11,6,5,-0.292068974822191,0.293273097242339
"percentile_latbin_OLS","q50","occurrence5_k1_tropical_temperate_polar","Coolhouse",19,10,9,-0.223829579997666,0.40446352698022
"percentile_latbin_OLS","q50","occurrence5_k1_tropical_temperate_polar","Transitional",13,7,6,-0.111852124704402,0.124468599986108
"percentile_latbin_OLS","q50","occurrence5_k1_tropical_temperate_polar","Warmhouse",13,7,6,-0.0521568035555488,0.0497270254218623
"percentile_latbin_OLS","q50","occurrence5_k1_tropical_temperate_polar","Hothouse",10,4,6,-0.00783187643980251,0.338091586537412
"percentile_latbin_OLS","q50","occurrence5_k2_tropical_temperate","Coldhouse",12,7,5,-0.412315535940242,0.273621592591737
"percentile_latbin_OLS","q50","occurrence5_k2_tropical_temperate","Coolhouse",22,10,12,-0.249303455776855,0.523704256561355
"percentile_latbin_OLS","q50","occurrence5_k2_tropical_temperate","Transitional",16,11,5,-0.103974832942656,0.247610373312256
"percentile_latbin_OLS","q50","occurrence5_k2_tropical_temperate","Warmhouse",13,8,5,-0.0439591973451582,0.126280864226256
"percentile_latbin_OLS","q50","occurrence5_k2_tropical_temperate","Hothouse",11,5,6,-0.0336235089667428,0.343149374288222
"percentile_latbin_OLS","q50","occurrence5_k2_tropical_temperate_polar","Coldhouse",4,4,0,-0.412315535940242,0.0784201762571609
"percentile_latbin_OLS","q50","occurrence5_k2_tropical_temperate_polar","Coolhouse",11,6,5,-0.223829579997666,0.279225843978552
"percentile_latbin_OLS","q50","occurrence5_k2_tropical_temperate_polar","Transitional",5,3,2,-0.096097541180909,0.0172655401622086
"percentile_latbin_OLS","q50","occurrence5_k2_tropical_temperate_polar","Warmhouse",9,5,4,-0.0466839888543537,0.0328355996164288
"percentile_latbin_OLS","q50","occurrence5_k2_tropical_temperate_polar","Hothouse",5,2,3,0.1922266606872,0.269437889036412
"percentile_latbin_OLS","q50","occurrence5_k3_tropical_temperate","Coldhouse",6,5,1,-0.483142215120887,0.150879513417158
"percentile_latbin_OLS","q50","occurrence5_k3_tropical_temperate","Coolhouse",10,3,7,-0.190893012700553,0.926844683087413
"percentile_latbin_OLS","q50","occurrence5_k3_tropical_temperate","Transitional",11,7,4,-0.0945865845421937,0.263356650424043
"percentile_latbin_OLS","q50","occurrence5_k3_tropical_temperate","Warmhouse",7,3,4,0.0669588356206708,0.259812662835725
"percentile_latbin_OLS","q50","occurrence5_k3_tropical_temperate","Hothouse",6,3,3,0.0793015758602286,0.284068458149259
"percentile_latbin_OLS","q50","occurrence5_k3_tropical_temperate_polar","Coldhouse",2,2,0,-0.412315535940242,0.0064071170275179
"percentile_latbin_OLS","q50","occurrence5_k3_tropical_temperate_polar","Coolhouse",4,1,3,-0.28323911499677,0.145190218918501
"percentile_latbin_OLS","q50","occurrence5_k3_tropical_temperate_polar","Transitional",3,1,2,-0.0945865845421937,0.0260371464642793
"percentile_latbin_OLS","q50","occurrence5_k3_tropical_temperate_polar","Warmhouse",4,1,3,-0.045321593099756,0.0812397626527375
"percentile_latbin_OLS","q50","occurrence5_k3_tropical_temperate_polar","Hothouse",4,1,3,0.214020520378435,0.157002906880093
"percentile_latbin_OLS","q60","collection10_k1_tropical_temperate","Coldhouse",14,8,6,-0.589278189741638,0.76284514278165
"percentile_latbin_OLS","q60","collection10_k1_tropical_temperate","Coolhouse",24,12,12,-0.283327416354336,0.777642833186369
"percentile_latbin_OLS","q60","collection10_k1_tropical_temperate","Transitional",19,12,7,-0.0529210965424601,0.79416537337536
"percentile_latbin_OLS","q60","collection10_k1_tropical_temperate","Warmhouse",14,8,6,0.0958557928610692,0.702153811662305
"percentile_latbin_OLS","q60","collection10_k1_tropical_temperate","Hothouse",12,6,6,0.231033002095311,0.489107991539664
"percentile_latbin_OLS","q60","collection10_k1_tropical_temperate_polar","Coldhouse",7,5,2,-0.352297753753318,0.371379919622161
"percentile_latbin_OLS","q60","collection10_k1_tropical_temperate_polar","Coolhouse",12,8,4,-0.393468377386179,0.40161042914404
"percentile_latbin_OLS","q60","collection10_k1_tropical_temperate_polar","Transitional",6,2,4,-0.174537985102348,0.200899076415513
"percentile_latbin_OLS","q60","collection10_k1_tropical_temperate_polar","Warmhouse",7,3,4,-0.196321790879973,0.483065153574291
"percentile_latbin_OLS","q60","collection10_k1_tropical_temperate_polar","Hothouse",5,2,3,0.00807841573193111,0.373033379432293
"percentile_latbin_OLS","q60","collection10_k2_tropical_temperate","Coldhouse",5,5,0,-0.583573181820523,0.258819287658791
"percentile_latbin_OLS","q60","collection10_k2_tropical_temperate","Coolhouse",10,5,5,-0.32343931787407,0.852140251138227
"percentile_latbin_OLS","q60","collection10_k2_tropical_temperate","Transitional",10,7,3,-0.0173813809842387,0.501888504496648
"percentile_latbin_OLS","q60","collection10_k2_tropical_temperate","Warmhouse",8,4,4,0.25456694469653,0.625152068182619
"percentile_latbin_OLS","q60","collection10_k2_tropical_temperate","Hothouse",6,3,3,0.156986459867176,0.43236772053565
"percentile_latbin_OLS","q60","collection10_k2_tropical_temperate_polar","Coldhouse",2,2,0,-0.499260702278315,0.146962948524997
"percentile_latbin_OLS","q60","collection10_k2_tropical_temperate_polar","Coolhouse",2,1,1,-0.624603262827933,0.228022163071022
"percentile_latbin_OLS","q60","collection10_k2_tropical_temperate_polar","Transitional",2,1,1,-0.0173813809842387,0.0355397155582214
"percentile_latbin_OLS","q60","collection10_k2_tropical_temperate_polar","Warmhouse",3,1,2,0.0661237393882532,0.345946022166595
"percentile_latbin_OLS","q60","collection10_k2_tropical_temperate_polar","Hothouse",3,0,3,0.30589450400242,0.201000486731116
"percentile_latbin_OLS","q60","collection10_k3_tropical_temperate","Coldhouse",3,3,0,-0.583573181820523,0.146962948524997
"percentile_latbin_OLS","q60","collection10_k3_tropical_temperate","Coolhouse",2,0,2,0.535173899512649,0.457365679143758
"percentile_latbin_OLS","q60","collection10_k3_tropical_temperate","Transitional",3,2,1,-0.384212541511894,0.757339993643834
"percentile_latbin_OLS","q60","collection10_k3_tropical_temperate","Warmhouse",6,2,4,0.25456694469653,0.536330897026753
"percentile_latbin_OLS","q60","collection10_k3_tropical_temperate","Hothouse",5,2,3,0.00807841573193111,0.373033379432293
"percentile_latbin_OLS","q60","collection10_k3_tropical_temperate_polar","Coldhouse",1,1,0,-0.646223650803313,0
"percentile_latbin_OLS","q60","collection10_k3_tropical_temperate_polar","Warmhouse",1,1,0,0.0661237393882532,0
"percentile_latbin_OLS","q60","collection10_k3_tropical_temperate_polar","Hothouse",2,0,2,0.357986946598292,0.0520924425958719
"percentile_latbin_OLS","q60","collection5_k1_tropical_temperate","Coldhouse",19,11,8,-0.425490903774474,0.436017936735017
"percentile_latbin_OLS","q60","collection5_k1_tropical_temperate","Coolhouse",29,14,15,-0.261665683572515,0.600966269161852
"percentile_latbin_OLS","q60","collection5_k1_tropical_temperate","Transitional",23,13,10,-0.0984489008884359,0.371095569863306
"percentile_latbin_OLS","q60","collection5_k1_tropical_temperate","Warmhouse",20,11,9,-0.0156512558917489,0.278010728843384
"percentile_latbin_OLS","q60","collection5_k1_tropical_temperate","Hothouse",17,9,8,0.0467304696364362,0.301246366648798
"percentile_latbin_OLS","q60","collection5_k1_tropical_temperate_polar","Coldhouse",10,6,4,-0.395823991518777,0.413296031853994
"percentile_latbin_OLS","q60","collection5_k1_tropical_temperate_polar","Coolhouse",18,10,8,-0.279569989213097,0.524810656646796
"percentile_latbin_OLS","q60","collection5_k1_tropical_temperate_polar","Transitional",10,4,6,-0.191655582638684,0.24181268570165
"percentile_latbin_OLS","q60","collection5_k1_tropical_temperate_polar","Warmhouse",12,7,5,-0.0553163260463679,0.280050999229114
"percentile_latbin_OLS","q60","collection5_k1_tropical_temperate_polar","Hothouse",8,4,4,0.0625268184833371,0.301256657851874
"percentile_latbin_OLS","q60","collection5_k2_tropical_temperate","Coldhouse",8,6,2,-0.520265426800962,0.221987749319003
"percentile_latbin_OLS","q60","collection5_k2_tropical_temperate","Coolhouse",16,8,8,-0.279569989213097,0.57837718059605
"percentile_latbin_OLS","q60","collection5_k2_tropical_temperate","Transitional",13,8,5,-0.0984489008884359,0.177895967169446
"percentile_latbin_OLS","q60","collection5_k2_tropical_temperate","Warmhouse",11,7,4,-0.0327536907971307,0.233542801355757
"percentile_latbin_OLS","q60","collection5_k2_tropical_temperate","Hothouse",8,4,4,0.0625268184833371,0.301256657851874
"percentile_latbin_OLS","q60","collection5_k2_tropical_temperate_polar","Coldhouse",4,4,0,-0.520265426800962,0.206786666236517
"percentile_latbin_OLS","q60","collection5_k2_tropical_temperate_polar","Coolhouse",10,6,4,-0.324822228407734,0.410248695208779
"percentile_latbin_OLS","q60","collection5_k2_tropical_temperate_polar","Transitional",5,3,2,-0.184722898252894,0.151574819304487
"percentile_latbin_OLS","q60","collection5_k2_tropical_temperate_polar","Warmhouse",7,5,2,-0.0745752059942245,0.103832090463099
"percentile_latbin_OLS","q60","collection5_k2_tropical_temperate_polar","Hothouse",4,1,3,0.322025134825916,0.19759963996538
"percentile_latbin_OLS","q60","collection5_k3_tropical_temperate","Coldhouse",5,5,0,-0.608818460056443,0.224051661359773
"percentile_latbin_OLS","q60","collection5_k3_tropical_temperate","Coolhouse",7,3,4,-0.35217016196179,0.365948445763022
"percentile_latbin_OLS","q60","collection5_k3_tropical_temperate","Transitional",7,5,2,-0.0470134477199862,0.359533051621504
"percentile_latbin_OLS","q60","collection5_k3_tropical_temperate","Warmhouse",7,3,4,0.0317359926103813,0.391171931824204
"percentile_latbin_OLS","q60","collection5_k3_tropical_temperate","Hothouse",6,3,3,0.131012899593052,0.356651181769481
"percentile_latbin_OLS","q60","collection5_k3_tropical_temperate_polar","Coldhouse",2,2,0,-0.632291257480848,0.0234727974244053
"percentile_latbin_OLS","q60","collection5_k3_tropical_temperate_polar","Coolhouse",2,0,2,-0.389059238694507,0.036889076732717
"percentile_latbin_OLS","q60","collection5_k3_tropical_temperate_polar","Transitional",2,1,1,-0.0338528737875068,0.0131605739324795
