"method_group","slope_metric","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","bin_midpoint","stage","era","sampling_profile_dissim","slope_Northern","slope_Southern","k_median_Northern","k_median_Southern","k_cv_Northern","k_cv_Southern","k_sample_Northern","k_sample_Southern","interval_width_Northern","interval_width_Southern","slope_diff_abs","slope_diff_signed","k_cv_diff","k_cv_diff_signed","k_median_asym","k_median_diff","k_median_diff_signed","k_sample_asym","k_sample_diff_signed","interval_width_asym","interval_width_diff_signed","mean_interval_width"
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",0.00585,"Holocene","Cenozoic",0.916666666666667,-0.88473927337835,0.118493109464329,0.5,0,1.12911910974246,1.455213750218,NA,NA,1.0208620359089,1.59563288063509,1.00323238284268,-1.00323238284268,0.326094640475543,-0.326094640475543,0.405465108108164,0.5,0.5,NA,NA,0.250306200689637,-0.574770844726186,1.308247458272
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",1.29585,"Pleistocene","Cenozoic",0.708333333333333,-0.718932578681627,-0.315521760962166,2,0.5,0.626917784421778,1.26025207562521,NA,NA,0.806722149661186,0.930690398243642,0.40341081771946,-0.40341081771946,0.63333429120343,-0.63333429120343,0.693147180559945,1.5,1.5,NA,NA,0.066363421791258,-0.123968248582455,0.868706273952414
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",4.4665,"Zanclean","Cenozoic",0.269230769230769,-0.565415614716723,-0.0581518159907461,1,0,0.759210757689207,1.78226557735801,NA,NA,1.26809728465903,1.88393462851473,0.507263798725977,-0.507263798725977,1.02305481966881,-1.02305481966881,0.693147180559945,1,1,NA,NA,0.240214272799258,-0.615837343855702,1.57601595658688
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",9.438,"Tortonian","Cenozoic",0.3125,-0.651302702765248,-0.476033293099282,1,0,0.853194688491782,1.56261854292219,NA,NA,0.894764471256605,3.66141192167623,0.175269409665967,-0.175269409665967,0.70942385443041,-0.70942385443041,0.693147180559945,1,1,NA,NA,0.900223848494836,-2.76664745041963,2.27808819646642
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",12.725,"Serravallian","Cenozoic",0.8125,0.495795783490016,-0.499893640943553,2,0,0.813489216819961,1.76360259629177,NA,NA,1.31035493689528,1.83586299829486,0.99568942443357,0.99568942443357,0.950113379471806,-0.950113379471806,1.09861228866811,2,2,NA,NA,0.204945134360431,-0.525508061399575,1.57310896759507
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",18.215,"Burdigalian","Cenozoic",1.07142857142857,0.199397421692992,0.202278672059014,1.5,0.5,0.855267285191008,1.36321067239621,NA,NA,1.2926265356041,1.21937764149529,0.00288125036602233,-0.00288125036602233,0.507943387205205,-0.507943387205205,0.510825623765991,1,1,NA,NA,0.0324713041781977,0.0732488941088114,1.2560020885497
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",30.6,"Rupelian","Cenozoic",0.285714285714286,0.539820679695703,0.170023117608371,1,0,0.986097842803762,2.30089496654211,NA,NA,1.26983591434836,0.992907484246705,0.369797562087332,0.369797562087332,1.31479712373835,-1.31479712373835,0.693147180559945,1,1,NA,NA,0.130112924647294,0.27692843010165,1.13137169929753
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",44.55,"Lutetian","Cenozoic",1.12,0.132007133117844,-0.0343079781498487,1,0,0.928604265741301,1.65919895626492,NA,NA,1.12072754095357,0.506262851125266,0.166315111267692,0.166315111267692,0.730594690523615,-0.730594690523615,0.693147180559945,1,1,NA,NA,0.342127559418492,0.614464689828308,0.81349519603942
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",52.035,"Ypresian","Cenozoic",1.5,0.572930994887207,0.515217258235191,0.5,0,1.27331203144075,1.92506684375924,NA,NA,2.25641050350683,0.458605577140447,0.0577137366520158,0.0577137366520158,0.651754812318496,-0.651754812318496,0.405465108108164,0.5,0.5,NA,NA,0.803144621022607,1.79780492636639,1.35750804032364
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",77.9,"Campanian","Mesozoic",0.754573170731707,0.0168411829309701,0.0644299385719813,2,0,0.71911693055708,2.2129299183502,NA,NA,0.624102433660527,0.602598940939918,0.0475887556410112,-0.0475887556410112,1.49381298779312,-1.49381298779312,1.09861228866811,2,2,NA,NA,0.0133286651415385,0.0215034927206085,0.613350687300222
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",97.2,"Cenomanian","Mesozoic",0.230769230769231,0.285888802979143,0.393934304976055,1,0,1.01365545896441,1.65919895626492,NA,NA,1.47919992498803,1.76589197129787,0.108045501996912,-0.108045501996912,0.645543497300511,-0.645543497300511,0.693147180559945,1,1,NA,NA,0.109427279315074,-0.286692046309838,1.62254594814295
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",106.85,"Albian","Mesozoic",1.15384615384615,-0.308459046952724,0.0194369265040285,1,1,1.1475757474512,1.04109770979986,NA,NA,1.14051340657514,0.398475280506086,0.327895973456753,-0.327895973456753,0.106478037651343,0.106478037651343,0,0,0,NA,NA,0.425663152090582,0.742038126069057,0.769494343540615
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",117.3,"Aptian","Mesozoic",0.40625,-0.0376834118091504,0.021039262152432,1,0,1.3853222177742,1.56261854292219,NA,NA,1.92856544633849,0.29718812428031,0.0587226739615824,-0.0587226739615824,0.177296325147993,-0.177296325147993,0.693147180559945,1,1,NA,NA,0.814313753851369,1.63137732205818,1.1128767853094
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",196.2,"Sinemurian","Mesozoic",1,-0.565721437688263,0.123057473835878,1,0,1.23669388480168,1.78226557735801,NA,NA,1.78053699981317,2.85376136482629,0.688778911524142,-0.688778911524142,0.545571692556329,-0.545571692556329,0.693147180559945,1,1,NA,NA,0.326405574795443,-1.07322436501312,2.31714918231973
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",203.55,"Rhaetian","Mesozoic",0.5625,-0.386974653081653,-0.988265161641116,0,0,1.87323081335875,1.3853222177742,NA,NA,1.61920670528302,1.25992529238088,0.601290508559463,0.601290508559463,0.487908595584549,0.487908595584549,0,0,0,NA,NA,0.147539731412299,0.359281412902139,1.43956599883195
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",216.5,"Norian","Mesozoic",1,-0.257652762721529,-0.3291146046868,1,0,0.936396409270197,1.15044748327106,NA,NA,1.12236243610111,0.83946063017783,0.0714618419652713,0.0714618419652713,0.214051074000859,-0.214051074000859,0.693147180559945,1,1,NA,NA,0.143057432025608,0.282901805923279,0.98091153313947
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate",250.901,"Induan","Mesozoic",0.739130434782608,-0.115741488044625,0.295120382620914,1,0,0.749958299741426,1.455213750218,NA,NA,0.879496014772775,1.6877064022227,0.410861870665539,-0.410861870665539,0.705255450476572,-0.705255450476572,0.693147180559945,1,1,NA,NA,0.357684527677596,-0.808210387449929,1.28360120849774
