"method_group","slope_metric","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","bin_midpoint","stage","era","sampling_profile_dissim","slope_Northern","slope_Southern","k_median_Northern","k_median_Southern","k_cv_Northern","k_cv_Southern","k_sample_Northern","k_sample_Southern","interval_width_Northern","interval_width_Southern","slope_diff_abs","slope_diff_signed","k_cv_diff","k_cv_diff_signed","k_median_asym","k_median_diff","k_median_diff_signed","k_sample_asym","k_sample_diff_signed","interval_width_asym","interval_width_diff_signed","mean_interval_width"
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","collection",NA,10,1,"tropical_temperate",1.29585,"Pleistocene","Cenozoic",1.07142857142857,-0.770080806293946,-0.232587183561052,1,0,0.960881947820365,1.56261854292219,NA,NA,1.24605393098632,1.47783298505868,0.537493622732894,-0.537493622732894,0.601736595101827,-0.601736595101827,0.693147180559945,1,1,NA,NA,0.0982095138037724,-0.231779054072354,1.3619434580225
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","collection",NA,10,1,"tropical_temperate",9.438,"Tortonian","Cenozoic",0.342105263157895,-0.49537134158338,-0.703751093552494,1,0,0.945819166670041,2.06824733985651,NA,NA,1.64290137363711,15.2296282711756,0.208379751969114,0.208379751969114,1.12242817318647,-1.12242817318647,0.693147180559945,1,1,NA,NA,1.81496115859522,-13.5867268975385,8.43626482240635
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","collection",NA,10,1,"tropical_temperate",12.725,"Serravallian","Cenozoic",1,1.00943171134602,-0.142819392251439,1,0,1.08380457322396,1.78226557735801,NA,NA,2.49692759629381,4.94027919038252,1.15225110359746,1.15225110359746,0.698461004134051,-0.698461004134051,0.693147180559945,1,1,NA,NA,0.529871380670936,-2.44335159408871,3.71860339333817
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","collection",NA,10,1,"tropical_temperate",18.215,"Burdigalian","Cenozoic",0.777777777777778,0.423941769241875,0.50509653426295,1,0,1.06439709529413,1.57181049598675,NA,NA,1.93056665464425,1.9151404767425,0.0811547650210744,-0.0811547650210744,0.507413400692618,-0.507413400692618,0.693147180559945,1,1,NA,NA,0.00527779218600699,0.0154261779017442,1.92285356569337
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","collection",NA,10,1,"tropical_temperate",106.85,"Albian","Mesozoic",1.27272727272727,-0.412721610060665,-0.0666117043503969,1,0.5,1.0127859073455,1.14185837321546,NA,NA,1.64008033311991,0.691040041779843,0.346109905710268,-0.346109905710268,0.12907246586996,-0.12907246586996,0.287682072451781,0.5,0.5,NA,NA,0.445465596921855,0.949040291340062,1.16556018744987
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","collection",NA,10,1,"tropical_temperate",117.3,"Aptian","Mesozoic",0.366666666666667,-0.245955710054797,-0.0822356518981475,0.5,0,1.49823425483231,2.06824733985651,NA,NA,2.36479720002528,0.673003090495782,0.16372005815665,-0.16372005815665,0.570013085024195,-0.570013085024195,0.405465108108164,0.5,0.5,NA,NA,0.698747424548115,1.6917941095295,1.51890014526053
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","collection",NA,10,1,"tropical_temperate",196.2,"Sinemurian","Mesozoic",0.6,2.09624010213324,0.0191269706474486,0,0,1.95550902750048,1.65919895626492,NA,NA,24.2902947776869,4.50046531175907,2.0771131314858,2.0771131314858,0.296310071235565,0.296310071235565,0,0,0,NA,NA,1.52558802571511,19.7898294659278,14.395380044723
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","collection",NA,10,1,"tropical_temperate",216.5,"Norian","Mesozoic",0.9375,-0.370879038832942,-0.330351160481292,1,0,1.03943839301286,1.15044748327106,NA,NA,1.7503236412475,1.02679060186396,0.0405278783516502,-0.0405278783516502,0.1110090902582,-0.1110090902582,0.693147180559945,1,1,NA,NA,0.305265034804434,0.723533039383535,1.38855712155573
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","collection",NA,10,1,"tropical_temperate",250.901,"Induan","Mesozoic",0.394736842105263,-0.129870818675543,0.327532615854879,1,0,0.760136004914308,1.65919895626492,NA,NA,1.50280643939385,3.39863996527555,0.457403434530422,-0.457403434530422,0.899062951350608,-0.899062951350608,0.693147180559945,1,1,NA,NA,0.563882716327641,-1.8958335258817,2.4507232023347
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","collection",NA,10,1,"tropical_temperate",253.021,"Changhsingian","Palaeozoic",0.974025974025974,-0.555513607845036,0.308602504737177,0,0,1.49963534702269,1.56261854292219,NA,NA,2.57146591646771,1.65191747078959,0.864116112582213,-0.864116112582213,0.0629831958995017,-0.0629831958995017,0,0,0,NA,NA,0.297693180141552,0.919548445678116,2.11169169362865
"percentile_latbin_OLS","q75","collection10_k1_tropical_temperate","collection",NA,10,1,"tropical_temperate",256.825,"Wuchiapingian","Palaeozoic",0.487616099071207,-0.559729368844795,-0.461495759726429,1,0.5,1.1475757474512,1.28258465891605,NA,NA,1.23218108152016,1.25892437266207,0.098233609118366,-0.098233609118366,0.135008911464847,-0.135008911464847,0.287682072451781,0.5,0.5,NA,NA,0.0119095877466533,-0.0267432911419068,1.24555272709112
