"n_paired_good_stages","prop_both_reach_60","prop_both_reach_66_5","prop_both_reach_70","prop_both_reach_75","median_max_abs_lat_diff","mean_max_abs_lat_diff","median_prop_cells_ge_60_diff","median_prop_cells_ge_70_diff"
43,0.697674418604651,0.488372093023256,0.395348837209302,0.302325581395349,5.7598111862751,11.7185381595447,0.0658888126286891,0.0217391304347826
