"n_paired_good_stages","prop_both_reach_60","prop_both_reach_66_5","prop_both_reach_70","prop_both_reach_75","median_max_abs_lat_diff","mean_max_abs_lat_diff","median_prop_cells_ge_60_diff","median_prop_cells_ge_70_diff"
59,0.677966101694915,0.542372881355932,0.457627118644068,0.288135593220339,6.0957937700214,12.1686949944343,0.0540540540540541,0.028169014084507
