"n_good_stage_hemisphere","median_max_abs_lat","mean_max_abs_lat","q25_max_abs_lat","q75_max_abs_lat","n_reaches_60","n_reaches_66_5","n_reaches_70","n_reaches_75","prop_reaches_60","prop_reaches_66_5","prop_reaches_70","prop_reaches_75","median_prop_cells_ge_60","median_prop_cells_ge_66_5","median_prop_cells_ge_70","median_prop_cells_ge_75"
142,73.7550461547356,69.8920082527833,63.4811463407667,79.1899781201899,116,96,85,64,0.816901408450704,0.676056338028169,0.598591549295775,0.450704225352113,0.0824829931972789,0.0435606060606061,0.0268468468468469,0
