"n_paired_good_stages","prop_both_reach_60","prop_both_reach_66_5","prop_both_reach_70","prop_both_reach_75","median_max_abs_lat_diff","mean_max_abs_lat_diff","median_prop_cells_ge_60_diff","median_prop_cells_ge_70_diff"
62,0.67741935483871,0.532258064516129,0.419354838709677,0.274193548387097,6.6406352428451,11.9945896644935,0.0522970978848992,0.0278966617383861
