"bin_midpoint","stage","max_abs_lat_Northern","max_abs_lat_Southern","prop_cells_ge_60_Northern","prop_cells_ge_60_Southern","prop_cells_ge_66_5_Northern","prop_cells_ge_66_5_Southern","prop_cells_ge_70_Northern","prop_cells_ge_70_Southern","prop_cells_ge_75_Northern","prop_cells_ge_75_Southern","reaches_60_Northern","reaches_60_Southern","reaches_66_5_Northern","reaches_66_5_Southern","reaches_70_Northern","reaches_70_Southern","reaches_75_Northern","reaches_75_Southern","both_reach_60","both_reach_66_5","both_reach_70","both_reach_75","max_abs_lat_diff","prop_cells_ge_60_diff","prop_cells_ge_70_diff"
172.8,"Aalenian",74.4337706462861,77.9707827242962,0.104166666666667,0.25,0.0416666666666667,0.25,0.0208333333333333,0.25,0,0.1875,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3.53701207801009,0.145833333333333,0.229166666666667
179.45,"Toarcian",82.5700859446062,77.9707827242962,0.136363636363636,0.208333333333333,0.113636363636364,0.166666666666667,0.113636363636364,0.166666666666667,0.0795454545454545,0.125,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.59930322031001,0.071969696969697,0.053030303030303
188.55,"Pliensbachian",85.1626620248435,78.1351410891036,0.153846153846154,0.3,0.128205128205128,0.2,0.111111111111111,0.2,0.0769230769230769,0.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7.0275209357399,0.146153846153846,0.0888888888888889
196.2,"Sinemurian",71.7122568191163,72.9630881965803,0.0505050505050505,0.3,0.0303030303030303,0.25,0.0202020202020202,0.2,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1.250831377464,0.24949494949495,0.17979797979798
200.45,"Hettangian",75.390914939745,71.943585351903,0.0681818181818182,0.142857142857143,0.0454545454545455,0.142857142857143,0.0454545454545455,0.0714285714285714,0.0227272727272727,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3.44732958784201,0.0746753246753247,0.025974025974026
203.55,"Rhaetian",87.6553497909318,69.1665314065685,0.277777777777778,0.222222222222222,0.203703703703704,0.111111111111111,0.148148148148148,0,0.148148148148148,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,18.4888183843633,0.0555555555555556,0.148148148148148
216.5,"Norian",87.6553497909318,77.2909941664949,0.183673469387755,0.194444444444444,0.136054421768707,0.166666666666667,0.129251700680272,0.138888888888889,0.115646258503401,0.0277777777777778,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10.3643556244369,0.0107709750566893,0.00963718820861678
232.15,"Carnian",86.6306437506262,78.7886686489922,0.261682242990654,0.130434782608696,0.233644859813084,0.130434782608696,0.214953271028037,0.130434782608696,0.186915887850467,0.0434782608695652,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,7.84197510163401,0.131247460381959,0.0845184884193417
244.082,"Anisian",77.731778178463,74.6284046783259,0.166666666666667,0.115384615384615,0.0888888888888889,0.115384615384615,0.0666666666666667,0.115384615384615,0.0111111111111111,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3.10337350013711,0.0512820512820513,0.0487179487179487
248.3,"Olenekian",77.7317781764765,56.8198672927213,0.205128205128205,0,0.141025641025641,0,0.0769230769230769,0,0.0256410256410256,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20.9119108837552,0.205128205128205,0.0769230769230769
250.901,"Induan",77.7317781764765,54.1108365857735,0.114285714285714,0,0.1,0,0.0571428571428571,0,0.0142857142857143,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,23.620941590703,0.114285714285714,0.0571428571428571
253.021,"Changhsingian",80.068681647506,78.1351410875718,0.181818181818182,0.0833333333333333,0.163636363636364,0.0833333333333333,0.109090909090909,0.0833333333333333,0.0909090909090909,0.0833333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.9335405599342,0.0984848484848485,0.0257575757575758
256.825,"Wuchiapingian",78.1351410892087,79.8413809657861,0.123711340206186,0.220588235294118,0.0927835051546392,0.102941176470588,0.0515463917525773,0.102941176470588,0.0309278350515464,0.0882352941176471,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.7062398765774,0.0968768950879321,0.0513947847180109
261.895,"Capitanian",79.189978120788,74.4337706464465,0.238095238095238,0.0975609756097561,0.154761904761905,0.0975609756097561,0.107142857142857,0.0731707317073171,0.0595238095238095,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4.75620747434149,0.140534262485482,0.0339721254355401
265.59,"Wordian",79.189978120788,80.2978112503244,0.230769230769231,0.210526315789474,0.141025641025641,0.118421052631579,0.128205128205128,0.0789473684210526,0.0512820512820513,0.0526315789473684,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.1078331295364,0.0202429149797571,0.0492577597840756
270.65,"Roadian",76.8063644640993,80.2978112503244,0.141666666666667,0.125,0.0916666666666667,0.0795454545454545,0.0666666666666667,0.0454545454545455,0.0166666666666667,0.0340909090909091,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.4914467862251,0.0166666666666667,0.0212121212121212
278.85,"Kungurian",74.4337706487249,77.7317781764767,0.15,0.103896103896104,0.1,0.051948051948052,0.04,0.025974025974026,0,0.025974025974026,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,3.29800752775179,0.0461038961038961,0.014025974025974
286.7,"Artinskian",69.5648394782003,73.6605464112865,0.0694444444444444,0.132352941176471,0.0416666666666667,0.0588235294117647,0,0.0441176470588235,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4.09570693308621,0.0629084967320261,0.0441176470588235
291.81,"Sakmarian",67.4252297651366,71.712256819287,0.0985915492957746,0.140845070422535,0.028169014084507,0.0563380281690141,0,0.028169014084507,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4.2870270541504,0.0422535211267606,0.028169014084507
296.21,"Asselian",64.8793185992571,69.5648394782004,0.0857142857142857,0.107142857142857,0,0.0535714285714286,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4.68552087894329,0.0214285714285714,0
311.1,"Moscovian",58.9110347630528,59.8982374731534,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.987202710100604,0,0
319.3,"Bashkirian",58.9110347630528,65.8156701392495,0,0.0566037735849057,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.90463537619671,0.0566037735849057,0
326.85,"Serpukhovian",56.441327345032,59.8257090568242,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.3843817117922,0,0
338.5,"Visean",55.0270917668769,60.9283527781457,0,0.0119047619047619,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.9012610112688,0.0119047619047619,0
365.505,"Famennian",39.8465102795456,40.1198005389972,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.273290259451599,0,0
385.13,"Givetian",44.3199060823597,84.062544901178,0,0.100840336134454,0,0.0756302521008403,0,0.0588235294117647,0,0.0420168067226891,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,39.7426388188183,0.100840336134454,0.0588235294117647
402.045,"Emsian",44.1541501132132,83.9825140260036,0,0.194244604316547,0,0.122302158273381,0,0.107913669064748,0,0.0719424460431655,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,39.8283639127904,0.194244604316547,0.107913669064748
423.85,"Ludfordian",43.8010837345412,77.2909941660737,0,0.120689655172414,0,0.0862068965517241,0,0.0862068965517241,0,0.0344827586206897,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,33.4899104315325,0.120689655172414,0.0862068965517241
428.65,"Homerian",44.1848002753346,78.1351410891036,0,0.0508474576271186,0,0.0338983050847458,0,0.0338983050847458,0,0.0169491525423729,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,33.950340813769,0.0508474576271186,0.0338983050847458
435.75,"Telychian",38.4492058591456,85.1626620248604,0,0.0864197530864197,0,0.0740740740740741,0,0.0617283950617284,0,0.037037037037037,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,46.7134561657148,0.0864197530864197,0.0617283950617284
441.8,"Rhuddanian",33.2234450919662,84.625012237857,0,0.0526315789473684,0,0.0263157894736842,0,0.0263157894736842,0,0.0263157894736842,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,51.4015671458908,0.0526315789473684,0.0263157894736842
463.8,"Darriwilian",30.3887926704868,85.1626620248435,0,0.16,0,0.128,0,0.104,0,0.048,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,54.7738693543567,0.16,0.104
474.2,"Floian",32.71487218833,80.5813782295566,0,0.155555555555556,0,0.111111111111111,0,0.0777777777777778,0,0.0666666666666667,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,47.8665060412266,0.155555555555556,0.0777777777777778
