"n_good_stage_hemisphere","median_max_abs_lat","mean_max_abs_lat","q25_max_abs_lat","q75_max_abs_lat","n_reaches_60","n_reaches_66_5","n_reaches_70","n_reaches_75","prop_reaches_60","prop_reaches_66_5","prop_reaches_70","prop_reaches_75","median_prop_cells_ge_60","median_prop_cells_ge_66_5","median_prop_cells_ge_70","median_prop_cells_ge_75"
126,73.8495458949083,69.50051644942,62.2141685484562,79.1899781207881,98,88,72,52,0.777777777777778,0.698412698412698,0.571428571428571,0.412698412698413,0.0944940476190476,0.0708020050125313,0.0322916666666667,0
