"bin_midpoint","stage","max_abs_lat_Northern","max_abs_lat_Southern","prop_cells_ge_60_Northern","prop_cells_ge_60_Southern","prop_cells_ge_66_5_Northern","prop_cells_ge_66_5_Southern","prop_cells_ge_70_Northern","prop_cells_ge_70_Southern","prop_cells_ge_75_Northern","prop_cells_ge_75_Southern","reaches_60_Northern","reaches_60_Southern","reaches_66_5_Northern","reaches_66_5_Southern","reaches_70_Northern","reaches_70_Southern","reaches_75_Northern","reaches_75_Southern","both_reach_60","both_reach_66_5","both_reach_70","both_reach_75","max_abs_lat_diff","prop_cells_ge_60_diff","prop_cells_ge_70_diff"
44.55,"Lutetian",64.6893968211688,63.2969896070605,0.0512820512820513,0.0714285714285714,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.3924072141083,0.0201465201465201,0
69.1,"Maastrichtian",73.8495458980224,62.2141685486785,0.0112359550561798,0.0555555555555556,0.0112359550561798,0,0.0112359550561798,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11.6353773493439,0.0443196004993758,0.0112359550561798
77.9,"Campanian",79.945339667235,62.2141685486785,0.0882352941176471,0.103448275862069,0.0588235294117647,0,0.0588235294117647,0,0.00980392156862745,0,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17.7311711185565,0.0152129817444219,0.0588235294117647
97.2,"Cenomanian",62.2141685432899,73.8495458962554,0.032967032967033,0.136363636363636,0,0.136363636363636,0,0.0909090909090909,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11.6353773529655,0.103396603396603,0.0909090909090909
106.85,"Albian",79.9453396667681,78.1351410893815,0.123456790123457,0.162162162162162,0.0740740740740741,0.162162162162162,0.0493827160493827,0.135135135135135,0.037037037037037,0.108108108108108,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.8101985773866,0.0387053720387054,0.0857524190857524
117.3,"Aptian",70.8215419706025,78.1351410873991,0.0545454545454545,0.2,0.0545454545454545,0.15,0.0181818181818182,0.1,0,0.05,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,7.31359911679661,0.145454545454545,0.0818181818181818
172.8,"Aalenian",72.0740681024471,78.135141084859,0.107142857142857,0.181818181818182,0.0714285714285714,0.181818181818182,0.0357142857142857,0.181818181818182,0,0.181818181818182,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,6.0610729824119,0.0746753246753247,0.146103896103896
179.45,"Toarcian",75.5084172809494,75.5084172766522,0.161290322580645,0.133333333333333,0.129032258064516,0.0666666666666667,0.0806451612903226,0.0666666666666667,0.0483870967741935,0.0666666666666667,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.29720614647522e-09,0.0279569892473118,0.0139784946236559
188.55,"Pliensbachian",87.6553497909317,78.135141084859,0.152777777777778,0.416666666666667,0.138888888888889,0.25,0.138888888888889,0.25,0.0833333333333333,0.166666666666667,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9.52020870607269,0.263888888888889,0.111111111111111
200.45,"Hettangian",75.3909149397449,71.9435853461596,0.125,0.25,0.125,0.25,0.0833333333333333,0.125,0.0416666666666667,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3.44732959358531,0.125,0.0416666666666667
203.55,"Rhaetian",87.6553497909317,71.9435853461596,0.3,0.230769230769231,0.25,0.153846153846154,0.2,0.0769230769230769,0.15,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,15.7117644447721,0.0692307692307692,0.123076923076923
216.5,"Norian",86.38745577256,76.1048985207367,0.172043010752688,0.2,0.118279569892473,0.2,0.118279569892473,0.16,0.10752688172043,0.08,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10.2825572518233,0.0279569892473118,0.0417204301075269
232.15,"Carnian",86.38745577256,76.1048985224549,0.231884057971014,0.157894736842105,0.202898550724638,0.157894736842105,0.159420289855072,0.157894736842105,0.130434782608696,0.105263157894737,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10.2825572501051,0.0739893211289092,0.0015255530129672
244.082,"Anisian",79.1899781207881,75.5084172790334,0.191489361702128,0.222222222222222,0.127659574468085,0.222222222222222,0.0851063829787234,0.222222222222222,0.0425531914893617,0.0555555555555556,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.6815608417547,0.0307328605200946,0.137115839243499
250.901,"Induan",78.1351410875718,59.4708868266904,0.173076923076923,0,0.134615384615385,0,0.0961538461538462,0,0.0384615384615385,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18.6642542608814,0.173076923076923,0.0961538461538462
253.021,"Changhsingian",78.1351410892088,78.1351410873991,0.15625,0.0769230769230769,0.15625,0.0769230769230769,0.09375,0.0769230769230769,0.0625,0.0769230769230769,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.80969550456211e-09,0.0793269230769231,0.0168269230769231
256.825,"Wuchiapingian",78.1351410875718,79.8413809635514,0.127272727272727,0.184210526315789,0.0727272727272727,0.105263157894737,0.0363636363636364,0.0789473684210526,0.0181818181818182,0.0789473684210526,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.70623987597961,0.0569377990430622,0.0425837320574163
261.895,"Capitanian",79.1899781207881,75.3909149406189,0.208333333333333,0.103448275862069,0.145833333333333,0.103448275862069,0.125,0.103448275862069,0.0833333333333333,0.0344827586206897,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3.7990631801692,0.104885057471264,0.021551724137931
265.59,"Wordian",79.1899781207881,79.8413809635514,0.176470588235294,0.18,0.117647058823529,0.12,0.117647058823529,0.1,0.0588235294117647,0.08,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.651402842763304,0.00352941176470586,0.0176470588235294
270.65,"Roadian",75.390914939897,78.1351410873991,0.146666666666667,0.125,0.08,0.0625,0.0533333333333333,0.0416666666666667,0.0133333333333333,0.0208333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2.7442261475021,0.0216666666666667,0.0116666666666667
278.85,"Kungurian",75.390914939897,78.1351410873991,0.193548387096774,0.127659574468085,0.112903225806452,0.0638297872340425,0.0645161290322581,0.0212765957446809,0.0161290322580645,0.0212765957446809,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2.7442261475021,0.0658888126286891,0.0432395332875772
286.7,"Artinskian",69.631103754907,75.3909149411821,0.0952380952380952,0.204545454545455,0.0476190476190476,0.0909090909090909,0,0.0681818181818182,0,0.0227272727272727,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,5.7598111862751,0.109307359307359,0.0681818181818182
291.81,"Sakmarian",67.4252297651009,71.4055877338143,0.131578947368421,0.173913043478261,0.0263157894736842,0.0652173913043478,0,0.0217391304347826,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3.98035796871341,0.0423340961098398,0.0217391304347826
296.21,"Asselian",67.4252297651009,71.4055877338143,0.116279069767442,0.153846153846154,0.0232558139534884,0.102564102564103,0,0.0256410256410256,0,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3.98035796871341,0.037567084078712,0.0256410256410256
301.3,"Gzhelian",64.722393757434,48.5865921243166,0.133333333333333,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.1358016331174,0.133333333333333,0
311.1,"Moscovian",61.6455076360867,59.8982374673323,0.04,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.7472701687544,0.04,0
319.3,"Bashkirian",61.6455076360867,63.2969895959246,0.0588235294117647,0.032258064516129,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.6514819598379,0.0265654648956357,0
385.13,"Givetian",35.0207803927333,84.0625449041577,0,0.166666666666667,0,0.138888888888889,0,0.0972222222222222,0,0.0694444444444444,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,49.0417645114244,0.166666666666667,0.0972222222222222
402.045,"Emsian",39.9747255378545,82.3823402179922,0,0.2,0,0.122222222222222,0,0.111111111111111,0,0.0666666666666667,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,42.4076146801377,0.2,0.111111111111111
428.65,"Homerian",41.543504304041,78.135141084859,0,0.075,0,0.05,0,0.05,0,0.05,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,36.591636780818,0.075,0.05
435.75,"Telychian",38.4492058588849,82.9884517690208,0,0.15,0,0.133333333333333,0,0.133333333333333,0,0.1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,44.5392459101359,0.15,0.133333333333333
441.8,"Rhuddanian",35.9556358606973,59.8982374673323,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23.942601606635,0,0
474.2,"Floian",31.4736356557886,82.9884517580278,0,0.142857142857143,0,0.0793650793650794,0,0.0634920634920635,0,0.0476190476190476,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,51.5148161022392,0.142857142857143,0.0634920634920635
