"bin_midpoint","stage","max_abs_lat_Northern","max_abs_lat_Southern","prop_cells_ge_60_Northern","prop_cells_ge_60_Southern","prop_cells_ge_66_5_Northern","prop_cells_ge_66_5_Southern","prop_cells_ge_70_Northern","prop_cells_ge_70_Southern","prop_cells_ge_75_Northern","prop_cells_ge_75_Southern","reaches_60_Northern","reaches_60_Southern","reaches_66_5_Northern","reaches_66_5_Southern","reaches_70_Northern","reaches_70_Southern","reaches_75_Northern","reaches_75_Southern","both_reach_60","both_reach_66_5","both_reach_70","both_reach_75","max_abs_lat_diff","prop_cells_ge_60_diff","prop_cells_ge_70_diff"
0.00585,"Holocene",82.9884517635243,67.5278428576295,0.363636363636364,0.117647058823529,0.236363636363636,0.0588235294117647,0.181818181818182,0,0.109090909090909,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,15.4606089058948,0.245989304812834,0.181818181818182
1.29585,"Pleistocene",82.382340216189,78.1351410873991,0.115384615384615,0.0277777777777778,0.0673076923076923,0.0277777777777778,0.0480769230769231,0.0277777777777778,0.0288461538461538,0.0277777777777778,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.24719912878989,0.0876068376068376,0.0202991452991453
3.09,"Piacenzian",68.4282025836254,51.9932841051366,0.0476190476190476,0,0.0238095238095238,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.4349184784888,0.0476190476190476,0
4.4665,"Zanclean",64.6893968210742,67.5278428576295,0.0126582278481013,0.09375,0,0.03125,0,0,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2.8384460365553,0.0810917721518987,0
9.438,"Tortonian",69.6311037549499,51.9932841051366,0.0151515151515152,0,0.0151515151515152,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.6378196498133,0.0151515151515152,0
12.725,"Serravallian",64.6893968211688,48.4820559670364,0.0121951219512195,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.2073408541324,0.0121951219512195,0
18.215,"Burdigalian",64.7223937587375,63.2969896070605,0.010752688172043,0.025,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.42540415167699,0.014247311827957,0
30.6,"Rupelian",64.7223937587375,59.4708868266904,0.0526315789473684,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.25150693204709,0.0526315789473684,0
35.805,"Priabonian",64.7223937587375,63.2969896070605,0.0434782608695652,0.05,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1.42540415167699,0.00652173913043479,0
39.37,"Bartonian",62.4358517731045,63.2969896070605,0.0238095238095238,0.0909090909090909,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.861137833956,0.0670995670995671,0
