"bin_midpoint","stage","hemisphere","label","n_cells","n_lat_bins","min_abs_lat","max_abs_lat","min_abs_lat_bin_mid","max_abs_lat_bin_mid","n_cells_ge_60","n_cells_ge_66_5","n_cells_ge_70","n_cells_ge_75","prop_cells_ge_60","prop_cells_ge_66_5","prop_cells_ge_70","prop_cells_ge_75","reaches_60","reaches_66_5","reaches_70","reaches_75"
0.00585,"Holocene","Northern","bad",44,3,7.75528644499503,82.9884517635243,9.73561,65.905157,11,7,4,3,0.25,0.159090909090909,0.0909090909090909,0.0681818181818182,TRUE,TRUE,TRUE,TRUE
0.00585,"Holocene","Southern","bad",13,3,7.26849384056285,67.5278428689591,9.73561,65.905157,2,2,0,0,0.153846153846154,0.153846153846154,0,0,TRUE,TRUE,FALSE,FALSE
1.29585,"Pleistocene","Northern","bad",71,3,3.61254422601775,79.841380966896,9.73561,65.905157,8,6,4,2,0.112676056338028,0.0845070422535211,0.0563380281690141,0.028169014084507,TRUE,TRUE,TRUE,TRUE
1.29585,"Pleistocene","Southern","bad",27,3,3.61254423121571,73.8495458962554,9.73561,65.905157,1,1,1,0,0.037037037037037,0.037037037037037,0.037037037037037,0,TRUE,TRUE,TRUE,FALSE
3.09,"Piacenzian","Northern","bad",30,3,3.61254422601775,66.4175214325077,9.73561,65.905157,2,0,0,0,0.0666666666666667,0,0,0,TRUE,FALSE,FALSE,FALSE
3.09,"Piacenzian","Southern","bad",15,3,3.61254423121571,51.9932841051366,9.73561,65.905157,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4.4665,"Zanclean","Northern","bad",56,3,9.27928154252489e-10,66.4175214325077,9.73561,65.905157,1,0,0,0,0.0178571428571429,0,0,0,TRUE,FALSE,FALSE,FALSE
4.4665,"Zanclean","Southern","bad",24,3,3.61254423121571,67.5278428689591,9.73561,65.905157,2,2,0,0,0.0833333333333333,0.0833333333333333,0,0,TRUE,TRUE,FALSE,FALSE
6.2895,"Messinian","Northern","bad",23,3,9.27928154252489e-10,46.446619081476,9.73561,65.905157,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
6.2895,"Messinian","Southern","bad",9,3,14.3789486755807,67.5278428689591,9.73561,65.905157,1,1,0,0,0.111111111111111,0.111111111111111,0,0,TRUE,TRUE,FALSE,FALSE
9.438,"Tortonian","Northern","bad",50,3,9.27928154252489e-10,73.8495458966174,9.73561,65.905157,1,1,1,0,0.02,0.02,0.02,0,TRUE,TRUE,TRUE,FALSE
9.438,"Tortonian","Southern","bad",23,3,3.61254422825947,51.9932841051366,9.73561,65.905157,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
12.725,"Serravallian","Northern","bad",54,3,9.27928154252489e-10,59.866143480929,9.73561,65.905157,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
12.725,"Serravallian","Southern","bad",17,3,8.91702874982649e-10,49.729945142217,9.73561,65.905157,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
14.9,"Langhian","Northern","bad",21,3,4.08531505121876,59.7585569074557,9.73561,65.905157,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
14.9,"Langhian","Southern","bad",8,3,3.6522458208122,52.5676550151316,9.73561,65.905157,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
18.215,"Burdigalian","Northern","bad",63,3,9.27928154252489e-10,59.866143480929,9.73561,65.905157,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
18.215,"Burdigalian","Southern","bad",27,3,8.91702874982649e-10,59.7688858774627,9.73561,65.905157,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21.745,"Aquitanian","Northern","bad",20,3,3.65224582005127,47.8962635996979,9.73561,65.905157,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21.745,"Aquitanian","Southern","bad",5,2,14.3789486755807,50.7134130278551,9.73561,65.905157,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
25.17,"Chattian","Northern","bad",41,3,3.61254422601775,59.866143480929,9.73561,65.905157,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
25.17,"Chattian","Southern","bad",12,2,3.61254423121571,59.7688858774627,9.73561,65.905157,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
30.6,"Rupelian","Northern","bad",50,3,3.99517990899584,67.4252297663812,9.73561,65.905157,1,1,0,0,0.02,0.02,0,0,TRUE,TRUE,FALSE,FALSE
30.6,"Rupelian","Southern","bad",11,2,7.26849384315721,58.4975317610932,9.73561,65.905157,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
35.805,"Priabonian","Northern","bad",52,3,3.61254422601775,67.4252297663812,9.73561,65.905157,1,1,0,0,0.0192307692307692,0.0192307692307692,0,0,TRUE,TRUE,FALSE,FALSE
