"hemisphere","n_good_stage_hemisphere","n_reaches_60","n_reaches_66_5","n_reaches_70","n_reaches_75","prop_reaches_60","prop_reaches_66_5","prop_reaches_70","prop_reaches_75","median_max_abs_lat","mean_max_abs_lat","q25_max_abs_lat","q75_max_abs_lat","median_prop_cells_ge_60","median_prop_cells_ge_66_5","median_prop_cells_ge_70","median_prop_cells_ge_75"
"Northern",70,54,45,39,30,0.771428571428571,0.642857142857143,0.557142857142857,0.428571428571429,72.0088267281409,68.1672042473777,62.3684846694886,79.189978120788,0.0544444444444444,0.0293024585477416,0.0180311890838207,0
"Southern",77,67,54,49,37,0.87012987012987,0.701298701298701,0.636363636363636,0.48051948051948,74.4337706464465,72.0072039709243,64.562482167559,78.1351410891036,0.103896103896104,0.0588235294117647,0.04,0
