"hemisphere","n_good_stage_hemisphere","n_reaches_60","n_reaches_66_5","n_reaches_70","n_reaches_75","prop_reaches_60","prop_reaches_66_5","prop_reaches_70","prop_reaches_75","median_max_abs_lat","mean_max_abs_lat","q25_max_abs_lat","q75_max_abs_lat","median_prop_cells_ge_60","median_prop_cells_ge_66_5","median_prop_cells_ge_70","median_prop_cells_ge_75"
"Northern",64,48,44,36,28,0.75,0.6875,0.5625,0.4375,73.8495458966174,68.4968357609086,61.6271622776997,79.1899781207881,0.0741758241758242,0.0462577962577963,0.025708635464733,0
"Southern",56,44,37,30,20,0.785714285714286,0.660714285714286,0.535714285714286,0.357142857142857,71.9435853461596,69.7457940080935,62.2141685483821,79.1899781207528,0.0976190476190476,0.0727513227513227,0.0322916666666667,0
