"n_paired_good_stages","prop_both_reach_60","prop_both_reach_66_5","prop_both_reach_70","prop_both_reach_75","median_max_abs_lat_diff","mean_max_abs_lat_diff","median_prop_cells_ge_60_diff","median_prop_cells_ge_70_diff"
39,0.666666666666667,0.512820512820513,0.41025641025641,0.333333333333333,7.31359911679661,12.5524462060353,0.0588235294117647,0.0256410256410256
