"bin_midpoint","stage","hemisphere","slope","intercept","slope_se","slope_lower_95","slope_upper_95","p_value","r_squared","n_cells_model","resample_id","k_sample","slope_filter_id"
0.00585,"Holocene","Northern",-1.1473765797233,85.8543963744917,0.898844405670954,-2.90911161483837,0.614358455391775,0.29162794105287,0.351975845832113,5,1,1,"occurrence5"
0.00585,"Holocene","Northern",-1.36298497332524,106.040106070956,0.607108102622784,-2.55291685446589,-0.173053092184579,0.110443808567769,0.626876196095897,5,2,1,"occurrence5"
0.00585,"Holocene","Northern",-1.40335989013668,108.489259041535,0.471432489040173,-2.32736756865542,-0.479352211617939,0.0587472992523901,0.747077350326443,5,3,1,"occurrence5"
0.00585,"Holocene","Northern",-1.7309914699697,115.593713849685,0.684084656421283,-3.07179739655542,-0.390185543383988,0.0853959693764286,0.68094621124714,5,4,1,"occurrence5"
0.00585,"Holocene","Northern",-1.39208750140818,106.464719073139,0.526403255273314,-2.42383788174388,-0.360337121072488,0.0773553573644412,0.699805529444695,5,5,1,"occurrence5"
0.00585,"Holocene","Northern",-1.70911985186684,116.751400530376,0.595058381807708,-2.87543428020995,-0.542805423523736,0.0639357774141132,0.7333206959081,5,6,1,"occurrence5"
0.00585,"Holocene","Northern",-1.40630478548315,108.063198723932,0.488554642868339,-2.3638718855051,-0.448737685461207,0.0636068534289402,0.734178413205694,5,7,1,"occurrence5"
0.00585,"Holocene","Northern",-0.767554365856043,78.590668347875,0.709479457785495,-2.15813410311561,0.623025371403527,0.358520478126236,0.280646554658931,5,8,1,"occurrence5"
0.00585,"Holocene","Northern",-0.99655567858024,84.2185676117863,0.595260933318034,-2.16326710788359,0.170155750723107,0.192694783918019,0.483006055754103,5,9,1,"occurrence5"
0.00585,"Holocene","Northern",-1.39208750140818,106.464719073139,0.526403255273314,-2.42383788174388,-0.360337121072488,0.0773553573644412,0.699805529444695,5,10,1,"occurrence5"
0.00585,"Holocene","Northern",-1.292280332545,106.16497866032,0.593129305439892,-2.45481377120719,-0.129746893882812,0.117486772691987,0.612750850592113,5,11,1,"occurrence5"
0.00585,"Holocene","Northern",-1.16667435024975,86.4410379233607,0.89015813259923,-2.91138429014424,0.578035589644735,0.281286882355041,0.364106324486275,5,12,1,"occurrence5"
0.00585,"Holocene","Northern",-0.768547355496033,78.227839821857,0.726682028841134,-2.19284413202466,0.655749421032589,0.367859364427774,0.271586945570222,5,13,1,"occurrence5"
0.00585,"Holocene","Northern",-0.892265073745144,81.5645694319478,0.665151468174126,-2.19596195136643,0.411431803876144,0.272284211945455,0.374932098138713,5,14,1,"occurrence5"
0.00585,"Holocene","Northern",-1.07714160392073,84.3877004580675,0.844005652726817,-2.7313926832653,0.577109475423828,0.291713248917817,0.351877099090097,5,15,1,"occurrence5"
0.00585,"Holocene","Northern",-1.37447487465306,108.02690513932,0.53880683351801,-2.43053626834836,-0.318413480957764,0.0838725672392543,0.684456277229654,5,16,1,"occurrence5"
0.00585,"Holocene","Northern",-1.07714160392073,84.3877004580675,0.844005652726817,-2.7313926832653,0.577109475423828,0.291713248917817,0.351877099090097,5,17,1,"occurrence5"
0.00585,"Holocene","Northern",-1.40630478548315,108.063198723932,0.488554642868339,-2.3638718855051,-0.448737685461207,0.0636068534289402,0.734178413205694,5,18,1,"occurrence5"
0.00585,"Holocene","Northern",-1.7755667822149,116.368421572515,0.70857451299987,-3.16437282769465,-0.38676073673516,0.0872573244273862,0.676695588386703,5,19,1,"occurrence5"
0.00585,"Holocene","Northern",-1.2495340135682,103.164288346435,0.674561506232333,-2.57167456578357,0.0726065386471744,0.161045888952918,0.533528094560708,5,20,1,"occurrence5"
0.00585,"Holocene","Northern",-1.292280332545,106.16497866032,0.593129305439892,-2.45481377120719,-0.129746893882812,0.117486772691987,0.612750850592113,5,21,1,"occurrence5"
0.00585,"Holocene","Northern",-1.14602304021013,87.0591910070847,0.824007891608716,-2.76107850776321,0.469032427342956,0.258496665310471,0.392011093005964,5,22,1,"occurrence5"
