"bin_midpoint","stage","hemisphere","slope","intercept","slope_se","slope_lower_95","slope_upper_95","p_value","r_squared","n_cells_model","resample_id","k_sample","slope_filter_id"
0.00585,"Holocene","Northern",-0.788496853733907,61.9854268132958,0.54015193113576,-1.84719463876,0.270200931292183,0.175043158668703,0.175660519730464,12,1,4,"occurrence5"
0.00585,"Holocene","Northern",-0.515334484388834,55.5988122530053,0.433496820778546,-1.36498825311478,0.334319284337116,0.261987768892484,0.123822276290871,12,2,4,"occurrence5"
0.00585,"Holocene","Northern",-0.517396116996566,55.7322618333293,0.431743175780683,-1.3636127415267,0.328820507533572,0.258395200084724,0.12557872825769,12,3,4,"occurrence5"
0.00585,"Holocene","Northern",-0.754412730514925,61.6751627775292,0.484545889349473,-1.70412267363989,0.195297212610042,0.150538782309482,0.195111877606111,12,4,4,"occurrence5"
0.00585,"Holocene","Northern",-0.761187955530514,61.6337793372466,0.531281964136099,-1.80250060523727,0.28012469417624,0.182444300130434,0.170313050837381,12,5,4,"occurrence5"
0.00585,"Holocene","Northern",-0.660622858296926,59.0834771986895,0.481219687445501,-1.60381344569011,0.282567729096255,0.199811553147775,0.158575341441076,12,6,4,"occurrence5"
0.00585,"Holocene","Northern",-0.438328602335984,53.8354206987374,0.425973922293975,-1.27323749003217,0.396580285360206,0.327723996343624,0.0957466767772458,12,7,4,"occurrence5"
0.00585,"Holocene","Northern",-0.468381176129621,54.0077313654197,0.469480096985345,-1.3885621662209,0.451799813961655,0.341972819870176,0.0905224837166809,12,8,4,"occurrence5"
0.00585,"Holocene","Northern",-0.824401527383869,62.6914937219592,0.531221697190181,-1.86559605387662,0.216792999108886,0.151734155684544,0.19409336761887,12,9,4,"occurrence5"
0.00585,"Holocene","Northern",-0.626369656510252,58.797816419722,0.473037054095024,-1.5535222825365,0.300782969515995,0.214922089557132,0.14917946994659,12,10,4,"occurrence5"
0.00585,"Holocene","Northern",-0.799400367893018,62.235191451775,0.537060433900387,-1.85203881833778,0.253238082551739,0.167468129644017,0.181371563686576,12,11,4,"occurrence5"
0.00585,"Holocene","Northern",-0.707881757498872,59.5792680304229,0.523840769021719,-1.73460966478144,0.318846149783697,0.20636730426431,0.154412184395637,12,12,4,"occurrence5"
0.00585,"Holocene","Northern",-0.754412730514925,61.6751627775292,0.484545889349473,-1.70412267363989,0.195297212610042,0.150538782309482,0.195111877606111,12,13,4,"occurrence5"
0.00585,"Holocene","Northern",-0.710366088240824,59.8855499868389,0.508473032535835,-1.70697323201106,0.286241055529412,0.192622609162863,0.163303830910351,12,14,4,"occurrence5"
0.00585,"Holocene","Northern",-0.799400367893019,62.235191451775,0.537060433900387,-1.85203881833778,0.253238082551739,0.167468129644017,0.181371563686576,12,15,4,"occurrence5"
0.00585,"Holocene","Northern",-0.485653153772634,55.6408183946833,0.413217179462254,-1.29555882551865,0.324252517973383,0.267100279147079,0.121367634072642,12,16,4,"occurrence5"
0.00585,"Holocene","Northern",-0.626369656510252,58.7978164197219,0.473037054095024,-1.5535222825365,0.300782969515995,0.214922089557132,0.14917946994659,12,17,4,"occurrence5"
0.00585,"Holocene","Northern",-0.434197197009293,54.1870709032998,0.418490249286455,-1.25443808561075,0.386043691592159,0.323924746898667,0.0971855800583311,12,18,4,"occurrence5"
0.00585,"Holocene","Northern",-0.664240081798613,59.1150841972989,0.51203061954756,-1.66782009611183,0.339339932514604,0.223668620453844,0.144048133351037,12,19,4,"occurrence5"
0.00585,"Holocene","Northern",-0.823091884648336,62.7392924364799,0.527861974701527,-1.85770135506333,0.211517585766656,0.149986404149757,0.195585180857123,12,20,4,"occurrence5"
0.00585,"Holocene","Northern",-0.489171319809038,54.3716378949037,0.46915302264064,-1.40871124418469,0.430368604566616,0.321652695842165,0.09805566114414,12,21,4,"occurrence5"
