"hemisphere","n_good_stage_hemisphere","n_reaches_60","n_reaches_66_5","n_reaches_70","n_reaches_75","prop_reaches_60","prop_reaches_66_5","prop_reaches_70","prop_reaches_75","median_max_abs_lat","mean_max_abs_lat","q25_max_abs_lat","q75_max_abs_lat","median_prop_cells_ge_60","median_prop_cells_ge_66_5","median_prop_cells_ge_70","median_prop_cells_ge_75"
"Northern",61,52,41,33,27,0.852459016393443,0.672131147540984,0.540983606557377,0.442622950819672,71.8129569292033,69.1399757027932,64.722393757434,79.1899781207881,0.0694444444444444,0.0416666666666667,0.0172413793103448,0
"Southern",61,51,40,38,28,0.836065573770492,0.655737704918033,0.622950819672131,0.459016393442623,71.9435853461596,70.5314966525749,62.2141685486785,78.1351410873991,0.117647058823529,0.0652173913043478,0.0377358490566038,0
