"hemisphere","n_good_stage_hemisphere","n_reaches_60","n_reaches_66_5","n_reaches_70","n_reaches_75","prop_reaches_60","prop_reaches_66_5","prop_reaches_70","prop_reaches_75","median_max_abs_lat","mean_max_abs_lat","q25_max_abs_lat","q75_max_abs_lat","median_prop_cells_ge_60","median_prop_cells_ge_66_5","median_prop_cells_ge_70","median_prop_cells_ge_75"
"Northern",70,54,45,39,30,0.771428571428571,0.642857142857143,0.557142857142857,0.428571428571429,72.0088267281409,67.852985314972,62.3684846694886,79.189978120788,0.0544444444444444,0.0293024585477416,0.0180311890838207,0
"Southern",72,62,51,46,34,0.861111111111111,0.708333333333333,0.638888888888889,0.472222222222222,74.1416582715966,71.8743916645442,64.4302657655766,78.2985229790758,0.107919254658385,0.0618622448979592,0.03875,0
