"bin_midpoint","stage","hemisphere","slope","intercept","slope_se","slope_lower_95","slope_upper_95","p_value","r_squared","n_cells_model","resample_id","k_sample","slope_filter_id"
0.00585,"Holocene","Northern",-1.0559259046088,89.2033675319474,0.37228639079363,-1.78560723056432,-0.326244578653288,0.0251767888783061,0.534721423170993,9,1,1,"occurrence5"
0.00585,"Holocene","Northern",-1.04384039147106,88.9967059516886,0.369076238349968,-1.76722981863699,-0.320450964305118,0.0254699793068174,0.533302408008118,9,2,1,"occurrence5"
0.00585,"Holocene","Northern",-1.26946414244986,98.3913450462586,0.335295717869154,-1.9266437494734,-0.612284535426317,0.00683757905897242,0.671894117686313,9,3,1,"occurrence5"
0.00585,"Holocene","Northern",-0.711874056035174,70.1985643501521,0.391388508458642,-1.47899553261411,0.0552474205437644,0.111757915029604,0.320928183008456,9,4,1,"occurrence5"
0.00585,"Holocene","Northern",-1.0559259046088,89.2033675319474,0.37228639079363,-1.78560723056432,-0.326244578653288,0.0251767888783061,0.534721423170993,9,5,1,"occurrence5"
0.00585,"Holocene","Northern",-1.04384039147106,88.9967059516886,0.369076238349968,-1.76722981863699,-0.320450964305118,0.0254699793068174,0.533302408008118,9,6,1,"occurrence5"
0.00585,"Holocene","Northern",-1.25847992952175,97.2532505104738,0.350925404707195,-1.94629372274785,-0.57066613629565,0.00890246110319002,0.64754429063928,9,7,1,"occurrence5"
0.00585,"Holocene","Northern",-1.02497721629286,89.7945571158408,0.357875201362161,-1.72641261096269,-0.32354182162302,0.0241965479941785,0.539560270016449,9,8,1,"occurrence5"
0.00585,"Holocene","Northern",-1.27275887367359,97.5519394720815,0.352887277048521,-1.96441793668869,-0.581099810658486,0.00866214528154209,0.650145044041304,9,9,1,"occurrence5"
0.00585,"Holocene","Northern",-0.69996436630815,69.9995245270806,0.387681992046964,-1.4598210707202,0.0598923381038997,0.11396129715305,0.317730309000422,9,10,1,"occurrence5"
0.00585,"Holocene","Northern",-0.69996436630815,69.9995245270806,0.387681992046964,-1.4598210707202,0.0598923381038997,0.11396129715305,0.317730309000422,9,11,1,"occurrence5"
0.00585,"Holocene","Northern",-1.0559259046088,89.2033675319474,0.37228639079363,-1.78560723056432,-0.326244578653288,0.0251767888783061,0.534721423170993,9,12,1,"occurrence5"
0.00585,"Holocene","Northern",-1.25847992952175,97.2532505104738,0.350925404707195,-1.94629372274785,-0.57066613629565,0.00890246110319002,0.64754429063928,9,13,1,"occurrence5"
0.00585,"Holocene","Northern",-0.911793126064268,77.2937668207894,0.390970556286402,-1.67809541638562,-0.145490835742919,0.0524493544501434,0.437245562893601,9,14,1,"occurrence5"
0.00585,"Holocene","Northern",-0.926034618749881,77.5903947069738,0.393242598507985,-1.69679011182553,-0.155279125674231,0.0507227966552438,0.442026816610069,9,15,1,"occurrence5"
0.00585,"Holocene","Northern",-0.741973001551481,70.520014047476,0.389232527183612,-1.50486875483136,0.020922751728399,0.0982988656627212,0.341720091266127,9,16,1,"occurrence5"
0.00585,"Holocene","Northern",-0.71994740638358,69.3555334489305,0.394861306693859,-1.49387556750354,0.0539807547363841,0.111031679875555,0.321994052390907,9,17,1,"occurrence5"
0.00585,"Holocene","Northern",-0.921245220172327,78.272801145916,0.380426899854074,-1.66688194388631,-0.175608496458341,0.0459834213195122,0.455853822851228,9,18,1,"occurrence5"
0.00585,"Holocene","Northern",-0.935221892928314,78.5607574448845,0.382884644613162,-1.68567579637011,-0.184767989486517,0.0445906443595668,0.460132308340415,9,19,1,"occurrence5"
0.00585,"Holocene","Northern",-0.935221892928314,78.5607574448845,0.382884644613162,-1.68567579637011,-0.184767989486517,0.0445906443595668,0.460132308340415,9,20,1,"occurrence5"
0.00585,"Holocene","Northern",-0.741973001551481,70.520014047476,0.389232527183612,-1.50486875483136,0.020922751728399,0.0982988656627212,0.341720091266127,9,21,1,"occurrence5"
0.00585,"Holocene","Northern",-0.942406642734205,77.0501116738228,0.393537337332582,-1.71373982390607,-0.171073461562344,0.0478367462783294,0.450317407499642,9,22,1,"occurrence5"
0.00585,"Holocene","Northern",-1.27275887367359,97.5519394720815,0.352887277048521,-1.96441793668869,-0.581099810658486,0.00866214528154209,0.650145044041304,9,23,1,"occurrence5"
0.00585,"Holocene","Northern",-1.28347748552221,98.6813294699318,0.337514438102691,-1.94500578420349,-0.621949186840938,0.00669091334100697,0.67382363826979,9,24,1,"occurrence5"
0.00585,"Holocene","Northern",-0.911793126064268,77.2937668207894,0.390970556286402,-1.67809541638562,-0.145490835742919,0.0524493544501434,0.437245562893601,9,25,1,"occurrence5"
0.00585,"Holocene","Northern",-0.722781575572946,71.2035482581487,0.382079837031558,-1.4716580561548,0.0260949050089085,0.100423648552081,0.338282992697552,9,26,1,"occurrence5"
0.00585,"Holocene","Northern",-0.69996436630815,69.9995245270806,0.387681992046964,-1.4598210707202,0.0598923381038997,0.11396129715305,0.317730309000422,9,27,1,"occurrence5"
0.00585,"Holocene","Northern",-0.957117833383875,77.3635584361731,0.395125760771505,-1.73156432449602,-0.182671342271726,0.0459359989343626,0.455997797178085,9,28,1,"occurrence5"
0.00585,"Holocene","Northern",-0.935221892928314,78.5607574448845,0.382884644613162,-1.68567579637011,-0.184767989486517,0.0445906443595668,0.460132308340415,9,29,1,"occurrence5"
0.00585,"Holocene","Northern",-0.729913764929999,70.3148668542342,0.385927856671495,-1.48633236400613,0.0265048341461303,0.100479941903773,0.33819277050789,9,30,1,"occurrence5"
0.00585,"Holocene","Northern",-1.04384039147106,88.9967059516886,0.369076238349968,-1.76722981863699,-0.320450964305118,0.0254699793068174,0.533302408008118,9,31,1,"occurrence5"
0.00585,"Holocene","Northern",-1.28347748552221,98.6813294699318,0.337514438102691,-1.94500578420349,-0.621949186840938,0.00669091334100697,0.67382363826979,9,32,1,"occurrence5"
0.00585,"Holocene","Northern",-1.26946414244986,98.3913450462586,0.335295717869154,-1.9266437494734,-0.612284535426317,0.00683757905897242,0.671894117686313,9,33,1,"occurrence5"
0.00585,"Holocene","Northern",-0.711874056035174,70.1985643501521,0.391388508458642,-1.47899553261411,0.0552474205437644,0.111757915029604,0.320928183008456,9,34,1,"occurrence5"
0.00585,"Holocene","Northern",-0.926034618749881,77.5903947069738,0.393242598507985,-1.69679011182553,-0.155279125674231,0.0507227966552438,0.442026816610069,9,35,1,"occurrence5"
0.00585,"Holocene","Northern",-0.722781575572946,71.2035482581487,0.382079837031558,-1.4716580561548,0.0260949050089085,0.100423648552081,0.338282992697552,9,36,1,"occurrence5"
