"hemisphere","n_good_stage_hemisphere","n_reaches_60","n_reaches_66_5","n_reaches_70","n_reaches_75","prop_reaches_60","prop_reaches_66_5","prop_reaches_70","prop_reaches_75","median_max_abs_lat","mean_max_abs_lat","q25_max_abs_lat","q75_max_abs_lat","median_prop_cells_ge_60","median_prop_cells_ge_66_5","median_prop_cells_ge_70","median_prop_cells_ge_75"
"Northern",62,51,39,31,26,0.82258064516129,0.629032258064516,0.5,0.419354838709677,70.2263228633715,67.8980828019198,64.6893968210979,79.1899781207881,0.0577136514983352,0.025062656641604,0.00561797752808989,0
"Southern",56,47,38,37,28,0.839285714285714,0.678571428571429,0.660714285714286,0.5,74.6202304208487,71.5354642283818,63.2295416462802,78.7188053638445,0.123475609756098,0.0662280701754386,0.0397368421052632,0.00943396226415094
