"n_paired_good_stages","prop_both_reach_60","prop_both_reach_66_5","prop_both_reach_70","prop_both_reach_75","median_max_abs_lat_diff","mean_max_abs_lat_diff","median_prop_cells_ge_60_diff","median_prop_cells_ge_70_diff"
46,0.58695652173913,0.521739130434783,0.41304347826087,0.260869565217391,6.42431613115451,14.0976830523227,0.0597785285285285,0.0268756530825496
