"n_good_stage_hemisphere","median_max_abs_lat","mean_max_abs_lat","q25_max_abs_lat","q75_max_abs_lat","n_reaches_60","n_reaches_66_5","n_reaches_70","n_reaches_75","prop_reaches_60","prop_reaches_66_5","prop_reaches_70","prop_reaches_75","median_prop_cells_ge_60","median_prop_cells_ge_66_5","median_prop_cells_ge_70","median_prop_cells_ge_75"
147,73.8495458966174,70.1786326739973,63.6653030803877,79.1899781195918,121,99,88,67,0.82312925170068,0.673469387755102,0.598639455782313,0.45578231292517,0.0816326530612245,0.0416666666666667,0.027027027027027,0
