"bin_midpoint","stage","hemisphere","label","n_cells","n_lat_bins","min_abs_lat","max_abs_lat","min_abs_lat_bin_mid","max_abs_lat_bin_mid","n_cells_ge_60","n_cells_ge_66_5","n_cells_ge_70","n_cells_ge_75","prop_cells_ge_60","prop_cells_ge_66_5","prop_cells_ge_70","prop_cells_ge_75","reaches_60","reaches_66_5","reaches_70","reaches_75"
0.00585,"Holocene","Northern","good",44,16,7.75528644499503,82.9884517635243,7.986719,80.405932,11,7,4,3,0.25,0.159090909090909,0.0909090909090909,0.0681818181818182,TRUE,TRUE,TRUE,TRUE
0.00585,"Holocene","Southern","good",13,9,7.26849384056285,67.5278428689591,7.986719,66.77291,2,2,0,0,0.153846153846154,0.153846153846154,0,0,TRUE,TRUE,FALSE,FALSE
1.29585,"Pleistocene","Northern","good",71,17,3.61254422601775,79.841380966896,4.782054,80.405932,8,6,4,2,0.112676056338028,0.0845070422535211,0.0563380281690141,0.028169014084507,TRUE,TRUE,TRUE,TRUE
1.29585,"Pleistocene","Southern","good",27,12,3.61254423121571,73.8495458962554,4.782054,80.405932,1,1,1,0,0.037037037037037,0.037037037037037,0.037037037037037,0,TRUE,TRUE,TRUE,FALSE
3.09,"Piacenzian","Northern","good",30,15,3.61254422601775,66.4175214325077,4.782054,66.77291,2,0,0,0,0.0666666666666667,0,0,0,TRUE,FALSE,FALSE,FALSE
3.09,"Piacenzian","Southern","good",15,10,3.61254423121571,51.9932841051366,4.782054,53.750124,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
4.4665,"Zanclean","Northern","good",56,17,9.27928154252489e-10,66.4175214325077,1.592369,66.77291,1,0,0,0,0.0178571428571429,0,0,0,TRUE,FALSE,FALSE,FALSE
4.4665,"Zanclean","Southern","good",24,13,3.61254423121571,67.5278428689591,4.782054,66.77291,2,2,0,0,0.0833333333333333,0.0833333333333333,0,0,TRUE,TRUE,FALSE,FALSE
6.2895,"Messinian","Northern","good",23,11,9.27928154252489e-10,46.446619081476,1.592369,48.647908,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
6.2895,"Messinian","Southern","bad",9,6,14.3789486755807,67.5278428689591,14.483604,66.77291,1,1,0,0,0.111111111111111,0.111111111111111,0,0,TRUE,TRUE,FALSE,FALSE
9.438,"Tortonian","Northern","good",50,17,9.27928154252489e-10,73.8495458966174,1.592369,80.405932,1,1,1,0,0.02,0.02,0.02,0,TRUE,TRUE,TRUE,FALSE
9.438,"Tortonian","Southern","good",23,13,3.61254422825947,51.9932841051366,4.782054,53.750124,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
12.725,"Serravallian","Northern","good",54,16,9.27928154252489e-10,59.866143480929,1.592369,59.588323,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
12.725,"Serravallian","Southern","good",17,10,8.91702874982649e-10,49.729945142217,1.592369,48.647908,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
14.9,"Langhian","Northern","good",21,10,4.08531505121876,59.7585569074557,4.782054,59.588323,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
14.9,"Langhian","Southern","bad",8,5,3.6522458208122,52.5676550151316,4.782054,53.750124,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
18.215,"Burdigalian","Northern","good",63,16,9.27928154252489e-10,59.866143480929,1.592369,59.588323,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
18.215,"Burdigalian","Southern","good",27,13,8.91702874982649e-10,59.7688858774627,1.592369,59.588323,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21.745,"Aquitanian","Northern","good",20,9,3.65224582005127,47.8962635996979,4.782054,48.647908,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
21.745,"Aquitanian","Southern","bad",5,2,14.3789486755807,50.7134130278551,14.483604,48.647908,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
25.17,"Chattian","Northern","good",41,15,3.61254422601775,59.866143480929,4.782054,59.588323,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
25.17,"Chattian","Southern","good",12,7,3.61254423121571,59.7688858774627,4.782054,59.588323,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
30.6,"Rupelian","Northern","good",50,16,3.99517990899584,67.4252297663812,4.782054,66.77291,1,1,0,0,0.02,0.02,0,0,TRUE,TRUE,FALSE,FALSE
30.6,"Rupelian","Southern","good",11,7,7.26849384315721,58.4975317610932,7.986719,59.588323,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
35.805,"Priabonian","Northern","good",52,16,3.61254422601775,67.4252297663812,4.782054,66.77291,1,1,0,0,0.0192307692307692,0.0192307692307692,0,0,TRUE,TRUE,FALSE,FALSE
35.805,"Priabonian","Southern","bad",12,9,7.26849384315721,67.5278428689591,7.986719,66.77291,1,1,0,0,0.0833333333333333,0.0833333333333333,0,0,TRUE,TRUE,FALSE,FALSE
39.37,"Bartonian","Northern","good",30,12,7.26849383904668,59.8661434807237,7.986719,59.588323,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE
