"n_paired_good_stages","prop_both_reach_60","prop_both_reach_66_5","prop_both_reach_70","prop_both_reach_75","median_max_abs_lat_diff","mean_max_abs_lat_diff","median_prop_cells_ge_60_diff","median_prop_cells_ge_70_diff"
38,0.631578947368421,0.473684210526316,0.394736842105263,0.342105263157895,4.34206075944684,12.2452961218775,0.0488095238095238,0.0236900780379041
