"n_good_stage_hemisphere","median_max_abs_lat","mean_max_abs_lat","q25_max_abs_lat","q75_max_abs_lat","n_reaches_60","n_reaches_66_5","n_reaches_70","n_reaches_75","prop_reaches_60","prop_reaches_66_5","prop_reaches_70","prop_reaches_75","median_prop_cells_ge_60","median_prop_cells_ge_66_5","median_prop_cells_ge_70","median_prop_cells_ge_75"
140,73.8495458966821,70.2268905364925,64.4302657655766,79.3528288320375,114,95,85,65,0.814285714285714,0.678571428571429,0.607142857142857,0.464285714285714,0.0824829931972789,0.0435606060606061,0.027027027027027,0
