"bin_midpoint","stage","hemisphere","slope","intercept","slope_se","slope_lower_95","slope_upper_95","p_value","r_squared","n_cells_model","method_group","slope_metric","quantile","slope_filter_id","slope_qc_type","slope_occurrence_min","slope_collection_min","slope_mean","slope_sd","n_resamples_valid","prop_negative","prop_positive","k_sample"
0.00585,"Holocene","Northern",-0.639003219830319,71.056287442318,0.873394864880563,-11.7365371885264,10.4585307488657,0.597884677516544,0.348655005552725,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
0.00585,"Holocene","Southern",0.111435876608598,30.5337715443997,0.212483804021722,-2.58842684041262,2.81129859362981,0.692505575382457,0.215711870163342,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
1.29585,"Pleistocene","Northern",-0.48513184761125,43.1836756178962,0.0799018195136545,-1.50038072514462,0.530117029922123,0.10391911769275,0.973589912976483,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
1.29585,"Pleistocene","Southern",-0.327076684144677,25.0322145608598,0.125389996342797,-1.92030764954445,1.26615428125509,0.233056805338595,0.871862922186471,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
3.09,"Piacenzian","Northern",-0.373023452410079,54.2965598366203,0.179625164832278,-2.65537757253813,1.90933066771797,0.285695635601016,0.811767804561452,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
3.09,"Piacenzian","Southern",-0.560445444393697,40.6805176512157,0.059797134347334,-1.32024007604747,0.199349187260073,0.0676686052661218,0.988744158018699,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
4.4665,"Zanclean","Northern",-0.517761978928195,56.751747010698,0.44116890204526,-6.12334437154867,5.08782041369228,0.449258732348134,0.579367064438242,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
4.4665,"Zanclean","Southern",-0.394947444148984,29.0788960289329,0.217719091368793,-3.16133079405479,2.37143590575682,0.320735899078926,0.766936683565736,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
6.2895,"Messinian","Northern",-1.38996268521814,102.982555917856,0.518154626379963,-7.97374145299805,5.19381608256177,0.227162288942096,0.877988367133294,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
9.438,"Tortonian","Northern",-0.654915238940891,54.8882843503943,0.204187012131178,-3.24935721954743,1.93952674166565,0.192402643710998,0.911407188172227,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
9.438,"Tortonian","Southern",-0.123896746513562,19.2216840716535,0.432027611454935,-5.61332802934049,5.36553453631337,0.822202040105115,0.075992752272165,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
12.725,"Serravallian","Northern",0.543332953429752,7.48140431878196,0.266944524045571,-2.84851882229398,3.93518472915349,0.290725721566401,0.805551985411055,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
