"bin_midpoint","hemisphere","stage","n_cells","n_valid_lat_bins","min_abs_lat_bin_mid","max_abs_lat_bin_mid","lat_range_diagnostic","has_tropical","has_temperate","has_polar","sum_nT","mean_nT","median_nT","min_nT","max_nT","has_adjacent_tt","k_min","k_max","k_mean","k_median","k_cv","k_evenness","dominant_lat_bin_prop","pass_tropical","pass_temperate","pass_polar","pass_adjacent_tt","pass_n_lat_bins","label","color","slope_filter_id","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","require_tropical","require_temperate","require_polar","require_adjacent_tt","require_min_lat_bins"
0.00585,"Northern","Holocene",14,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,1078,77,40,16,424,FALSE,2,10,4.66666666666667,2,0.989743318610787,0.428571428571429,0.714285714285714,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
1.29585,"Northern","Pleistocene",50,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,18257,365.14,118.5,6,5746,FALSE,6,26,16.6666666666667,18,0.60398675482166,0.36,0.52,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
3.09,"Northern","Piacenzian",20,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,6763,338.15,245,5,1228,FALSE,3,12,6.66666666666667,5,0.708872343937891,0.45,0.6,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
4.4665,"Northern","Zanclean",34,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,7381,217.088235294118,114.5,5,961,FALSE,9,15,11.3333333333333,10,0.283636787088028,0.794117647058823,0.441176470588235,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
6.2895,"Northern","Messinian",10,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,4045,404.5,237,14,1873,FALSE,2,5,3.33333333333333,3,0.458257569495584,0.6,0.5,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
9.438,"Northern","Tortonian",29,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,10358,357.172413793103,110,5,4595,FALSE,8,12,9.66666666666667,9,0.215344758565462,0.827586206896552,0.413793103448276,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
12.725,"Northern","Serravallian",31,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,8048,259.612903225806,75,6,2628,FALSE,8,13,10.3333333333333,10,0.243543046299056,0.774193548387097,0.419354838709677,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
14.9,"Northern","Langhian",13,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,2273,174.846153846154,81,5,975,FALSE,2,7,4.33333333333333,4,0.580756495020827,0.461538461538462,0.538461538461538,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
18.215,"Northern","Burdigalian",40,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,9291,232.275,98.5,7,1618,FALSE,9,21,13.3333333333333,10,0.499374608885954,0.675,0.525,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
21.745,"Northern","Aquitanian",6,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,539,89.8333333333333,40,5,361,FALSE,1,3,2,2,0.5,0.5,0.5,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
25.17,"Northern","Chattian",24,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,3432,143,119,13,676,FALSE,3,11,8,10,0.544862367942584,0.375,0.458333333333333,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
30.6,"Northern","Rupelian",27,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,6830,252.962962962963,87,5,2738,FALSE,5,11,9,11,0.38490017945975,0.555555555555556,0.407407407407407,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
35.805,"Northern","Priabonian",24,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,4516,188.166666666667,144.5,6,702,FALSE,4,13,8,7,0.57282196186948,0.5,0.541666666666667,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
39.37,"Northern","Bartonian",26,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,10479,403.038461538462,81.5,5,3444,FALSE,1,15,8.66666666666667,10,0.818607563607414,0.115384615384615,0.576923076923077,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
44.55,"Northern","Lutetian",31,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,7720,249.032258064516,66,13,1622,FALSE,6,18,10.3333333333333,7,0.644354334046393,0.580645161290323,0.580645161290323,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
52.035,"Northern","Ypresian",20,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,5798,289.9,138.5,5,1152,FALSE,2,14,6.66666666666667,4,0.964365076099295,0.3,0.7,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
