"bin_midpoint","hemisphere","stage","n_cells","n_valid_lat_bins","min_abs_lat_bin_mid","max_abs_lat_bin_mid","lat_range_diagnostic","has_tropical","has_temperate","has_polar","sum_nT","mean_nT","median_nT","min_nT","max_nT","has_adjacent_tt","k_min","k_max","k_mean","k_median","k_cv","k_evenness","dominant_lat_bin_prop","pass_tropical","pass_temperate","pass_polar","pass_adjacent_tt","pass_n_lat_bins","label","color","slope_filter_id","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","require_tropical","require_temperate","require_polar","require_adjacent_tt","require_min_lat_bins"
25.17,"Northern","Chattian",30,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,3582,119.4,102.5,10,370,FALSE,4,13,10,13,0.519615242270663,0.4,0.433333333333333,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
30.6,"Northern","Rupelian",35,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,7300,208.571428571429,80,5,2478,FALSE,7,16,11.6666666666667,12,0.386507121670534,0.6,0.457142857142857,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
35.805,"Northern","Priabonian",37,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,3805,102.837837837838,58,5,551,FALSE,8,19,12.3333333333333,10,0.47509177922289,0.648648648648649,0.513513513513513,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
39.37,"Northern","Bartonian",34,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,10687,314.323529411765,81.5,5,2232,FALSE,2,22,11.3333333333333,10,0.888215815914206,0.176470588235294,0.647058823529412,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
44.55,"Northern","Lutetian",35,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,6901,197.171428571429,52,5,816,FALSE,7,19,11.6666666666667,9,0.551065757771026,0.6,0.542857142857143,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
52.035,"Northern","Ypresian",31,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,6548,211.225806451613,118,6,1098,FALSE,3,20,10.3333333333333,8,0.845505962714913,0.290322580645161,0.645161290322581,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
57.62,"Northern","Thanetian",18,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,2397,133.166666666667,42.5,5,695,FALSE,2,14,6,2,1.15470053837925,0.333333333333333,0.777777777777778,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
60.45,"Northern","Selandian",4,2,30.640768,65.905157,35.264389,FALSE,TRUE,TRUE,1355,338.75,362,96,535,FALSE,0,2,1.33333333333333,2,0.866025403784439,0,0.5,FALSE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
63.83,"Northern","Danian",20,2,30.640768,65.905157,35.264389,FALSE,TRUE,TRUE,2294,114.7,35.5,5,1202,FALSE,0,17,6.66666666666667,3,1.36106575888162,0,0.85,FALSE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
69.1,"Northern","Maastrichtian",59,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,16908,286.576271186441,49,5,3040,FALSE,11,27,19.6666666666667,21,0.41099510688075,0.559322033898305,0.457627118644068,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
77.9,"Northern","Campanian",74,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,8631,116.635135135135,58,5,852,FALSE,6,38,24.6666666666667,30,0.675134918745773,0.243243243243243,0.513513513513513,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
84.65,"Northern","Santonian",29,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,1858,64.0689655172414,43,7,250,FALSE,1,14,9.66666666666667,14,0.776436568910186,0.103448275862069,0.482758620689655,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
87.75,"Northern","Coniacian",38,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,1339,35.2368421052632,15,5,190,FALSE,2,22,12.6666666666667,14,0.794719414239026,0.157894736842105,0.578947368421053,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
91.85,"Northern","Turonian",70,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,4450,63.5714285714286,27,5,631,FALSE,10,36,23.3333333333333,24,0.557692037026947,0.428571428571429,0.514285714285714,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
97.2,"Northern","Cenomanian",79,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,7269,92.0126582278481,27,5,1260,FALSE,15,46,26.3333333333333,18,0.649281954594033,0.569620253164557,0.582278481012658,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
106.85,"Northern","Albian",45,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,4343,96.5111111111111,41,5,635,FALSE,6,23,15,16,0.569600249687835,0.4,0.511111111111111,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
117.3,"Northern","Aptian",38,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,3635,95.6578947368421,25,5,791,FALSE,4,24,12.6666666666667,10,0.810252858860034,0.315789473684211,0.631578947368421,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
123.585,"Northern","Barremian",29,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,2067,71.2758620689655,34,5,521,FALSE,3,18,9.66666666666667,8,0.790099257751007,0.310344827586207,0.620689655172414,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
129.185,"Northern","Hauterivian",27,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,2492,92.2962962962963,36,6,672,FALSE,1,16,9,10,0.838870492807861,0.111111111111111,0.592592592592593,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
134.825,"Northern","Valanginian",38,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,3908,102.842105263158,38.5,5,1472,FALSE,2,21,12.6666666666667,15,0.766779067596498,0.157894736842105,0.552631578947368,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
140.075,"Northern","Berriasian",37,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,1420,38.3783783783784,22,5,201,FALSE,2,22,12.3333333333333,13,0.812161037909012,0.162162162162162,0.594594594594595,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
146.15,"Northern","Tithonian",34,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,4104,120.705882352941,47.5,5,1189,FALSE,3,16,11.3333333333333,15,0.63830983571208,0.264705882352941,0.470588235294118,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
152,"Northern","Kimmeridgian",30,2,30.640768,65.905157,35.264389,FALSE,TRUE,TRUE,3750,125,29.5,7,1501,FALSE,0,15,10,15,0.866025403784439,0,0.5,FALSE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
158.15,"Northern","Oxfordian",41,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,6960,169.756097560976,36,5,951,FALSE,1,24,13.6666666666667,16,0.854355116494488,0.0731707317073171,0.585365853658537,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
163.4,"Northern","Callovian",27,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,2765,102.407407407407,55,5,452,FALSE,2,15,9,10,0.728604280478,0.222222222222222,0.555555555555556,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
166.75,"Northern","Bathonian",33,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,2825,85.6060606060606,40,5,739,FALSE,6,20,11,7,0.710022697809696,0.545454545454545,0.606060606060606,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
169.55,"Northern","Bajocian",33,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,1972,59.7575757575758,22,5,444,FALSE,2,22,11,9,0.922626505917474,0.181818181818182,0.666666666666667,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
172.8,"Northern","Aalenian",25,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,1974,78.96,31,7,411,FALSE,2,18,8.33333333333333,5,1.02058806577385,0.24,0.72,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
179.45,"Northern","Toarcian",50,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,9427,188.54,61,5,2833,FALSE,2,38,16.6666666666667,10,1.13419575030063,0.12,0.76,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
188.55,"Northern","Pliensbachian",65,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,8576,131.938461538462,43,6,1245,FALSE,6,45,21.6666666666667,14,0.950739357260331,0.276923076923077,0.692307692307692,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
196.2,"Northern","Sinemurian",46,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,2965,64.4565217391304,25,5,393,FALSE,6,33,15.3333333333333,7,0.99834456549609,0.391304347826087,0.717391304347826,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
200.45,"Northern","Hettangian",25,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,1300,52,27,8,182,FALSE,4,16,8.33333333333333,5,0.798999374217527,0.48,0.64,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
203.55,"Northern","Rhaetian",22,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,2160,98.1818181818182,22,5,1333,FALSE,2,12,7.33333333333333,8,0.686348585024614,0.272727272727273,0.545454545454545,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
216.5,"Northern","Norian",39,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,3314,84.974358974359,46,5,483,FALSE,8,16,13,15,0.335299918733898,0.615384615384615,0.41025641025641,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
232.15,"Northern","Carnian",29,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,4270,147.241379310345,15,5,2769,FALSE,8,13,9.66666666666667,8,0.298629449580841,0.827586206896552,0.448275862068966,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
239.232,"Northern","Ladinian",26,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,1682,64.6923076923077,26.5,5,631,FALSE,6,12,8.66666666666667,8,0.352505822688911,0.692307692307692,0.461538461538462,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
244.082,"Northern","Anisian",37,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,5604,151.459459459459,43,5,1370,FALSE,6,22,12.3333333333333,9,0.689586530928274,0.486486486486486,0.594594594594595,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
248.3,"Northern","Olenekian",37,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,4631,125.162162162162,60,5,864,FALSE,8,17,12.3333333333333,12,0.365614844823478,0.648648648648649,0.45945945945946,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
250.901,"Northern","Induan",39,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,3442,88.2564102564103,39,5,583,FALSE,4,25,13,10,0.832050294337844,0.307692307692308,0.641025641025641,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
253.021,"Northern","Changhsingian",28,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,6457,230.607142857143,79,6,1116,FALSE,2,22,9.33333333333333,4,1.18019368870416,0.214285714285714,0.785714285714286,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
256.825,"Northern","Wuchiapingian",46,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,5748,124.95652173913,59,5,718,FALSE,3,33,15.3333333333333,10,1.02358759712987,0.195652173913043,0.717391304347826,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
261.895,"Northern","Capitanian",24,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,3526,146.916666666667,29,5,2276,FALSE,5,11,8,8,0.375,0.625,0.458333333333333,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
265.59,"Northern","Wordian",23,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,2345,101.95652173913,25,6,726,FALSE,3,11,7.66666666666667,9,0.543043304208556,0.391304347826087,0.478260869565217,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
270.65,"Northern","Roadian",35,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,6652,190.057142857143,22,6,2859,FALSE,9,14,11.6666666666667,12,0.21570955529345,0.771428571428571,0.4,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
278.85,"Northern","Kungurian",37,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,4132,111.675675675676,40,5,1068,FALSE,8,15,12.3333333333333,14,0.306968018691907,0.648648648648649,0.405405405405405,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
286.7,"Northern","Artinskian",29,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,1866,64.3448275862069,51,6,180,FALSE,1,23,9.66666666666667,5,1.21230316077565,0.103448275862069,0.793103448275862,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
291.81,"Northern","Sakmarian",31,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,1604,51.741935483871,22,5,487,FALSE,7,17,10.3333333333333,7,0.558726066957702,0.67741935483871,0.548387096774194,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
296.21,"Northern","Asselian",20,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,796,39.8,23,5,173,FALSE,4,12,6.66666666666667,4,0.692820323027551,0.6,0.6,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
301.3,"Northern","Gzhelian",9,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,762,84.6666666666667,65,5,192,FALSE,1,5,3,3,0.666666666666667,0.333333333333333,0.555555555555556,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
305.35,"Northern","Kasimovian",3,2,9.73561,30.640768,20.905158,TRUE,TRUE,FALSE,21,7,7,6,8,FALSE,0,2,1,1,1,0,0.666666666666667,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
311.1,"Northern","Moscovian",9,2,9.73561,30.640768,20.905158,TRUE,TRUE,FALSE,605,67.2222222222222,44,8,185,FALSE,0,5,3,4,0.881917103688197,0,0.555555555555556,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
319.3,"Northern","Bashkirian",15,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,984,65.6,46,9,265,FALSE,1,10,5,4,0.916515138991168,0.2,0.666666666666667,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
326.85,"Northern","Serpukhovian",17,2,9.73561,30.640768,20.905158,TRUE,TRUE,FALSE,1276,75.0588235294118,37,5,573,FALSE,0,12,5.66666666666667,5,1.0637141952956,0,0.705882352941177,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
