"bin_midpoint","hemisphere","stage","n_cells","n_valid_lat_bins","min_abs_lat_bin_mid","max_abs_lat_bin_mid","lat_range_diagnostic","has_tropical","has_temperate","has_polar","sum_nT","mean_nT","median_nT","min_nT","max_nT","has_adjacent_tt","k_min","k_max","k_mean","k_median","k_cv","k_evenness","dominant_lat_bin_prop","pass_tropical","pass_temperate","pass_polar","pass_adjacent_tt","pass_n_lat_bins","label","color","slope_filter_id","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","require_tropical","require_temperate","require_polar","require_adjacent_tt","require_min_lat_bins"
0.00585,"Northern","Holocene",14,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,1167,83.3571428571429,42,20,424,FALSE,2,10,4.66666666666667,2,0.989743318610787,0.428571428571429,0.714285714285714,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
1.29585,"Northern","Pleistocene",40,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,19025,475.625,159,9,5829,FALSE,5,19,13.3333333333333,16,0.5528336096874,0.375,0.475,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
3.09,"Northern","Piacenzian",15,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,6898,459.866666666667,320,20,1834,FALSE,2,9,5,4,0.721110255092798,0.4,0.6,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
4.4665,"Northern","Zanclean",29,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,8018,276.48275862069,144,6,1167,FALSE,5,15,9.66666666666667,9,0.520678236915224,0.517241379310345,0.517241379310345,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
6.2895,"Northern","Messinian",10,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,4436,443.6,234.5,17,2132,FALSE,1,7,3.33333333333333,2,0.964365076099295,0.3,0.7,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
9.438,"Northern","Tortonian",25,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,10706,428.24,166,6,4744,FALSE,6,10,8.33333333333333,9,0.249799919935936,0.72,0.4,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
12.725,"Northern","Serravallian",26,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,8862,340.846153846154,104,5,2631,FALSE,8,10,8.66666666666667,8,0.133234677505298,0.923076923076923,0.384615384615385,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
14.9,"Northern","Langhian",12,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,2374,197.833333333333,148,5,975,FALSE,1,7,4,4,0.75,0.25,0.583333333333333,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
18.215,"Northern","Burdigalian",31,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,9872,318.451612903226,109,8,1948,FALSE,6,16,10.3333333333333,9,0.496606590914215,0.580645161290323,0.516129032258065,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
21.745,"Northern","Aquitanian",7,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,556,79.4285714285714,40,5,361,FALSE,2,3,2.33333333333333,2,0.247435829652697,0.857142857142857,0.428571428571429,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
25.17,"Northern","Chattian",19,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,3391,178.473684210526,143,19,839,FALSE,3,9,6.33333333333333,7,0.48237638894272,0.473684210526316,0.473684210526316,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
30.6,"Northern","Rupelian",23,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,7037,305.95652173913,114,5,1633,FALSE,7,8,7.66666666666667,8,0.0753065568508208,0.91304347826087,0.347826086956522,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
35.805,"Northern","Priabonian",25,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,4480,179.2,123,8,982,FALSE,4,14,8.33333333333333,7,0.615792172733626,0.48,0.56,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
39.37,"Northern","Bartonian",21,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,10523,501.095238095238,76,5,4277,FALSE,1,13,7,7,0.857142857142857,0.142857142857143,0.619047619047619,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
44.55,"Northern","Lutetian",25,3,9.73561,65.905157,56.169547,TRUE,TRUE,TRUE,7926,317.04,101,16,1675,FALSE,6,13,8.33333333333333,6,0.484974226119286,0.72,0.52,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
