"bin_midpoint","stage","hemisphere","slope","intercept","slope_se","slope_lower_95","slope_upper_95","p_value","r_squared","n_cells_model","method_group","slope_metric","quantile","slope_filter_id","slope_qc_type","slope_occurrence_min","slope_collection_min","slope_mean","slope_sd","n_resamples_valid","prop_negative","prop_positive","k_sample"
0.00585,"Holocene","Northern",-0.73637421313615,72.7893300038193,0.91195479751968,-12.3238585805579,10.8511101542856,0.567558211694832,0.394674731366128,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
0.00585,"Holocene","Southern",-0.200130493419316,40.524753668371,0.129251269560258,-1.84242358686246,1.44216260002383,0.365064308773097,0.705665108804671,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
1.29585,"Pleistocene","Northern",-0.628849563504018,50.7314945076011,0.0451433028327029,-1.20244961176348,-0.0552495152445596,0.0456228404202229,0.994873029828951,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
1.29585,"Pleistocene","Southern",-0.22151133023449,24.4203305226645,0.32101615543203,-4.30040832477354,3.85738566430456,0.615478813238172,0.322559213965447,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
3.09,"Piacenzian","Northern",-0.305902104660455,50.6235885297365,0.22724851997535,-3.19336832545994,2.58156411613903,0.406754604769289,0.644383655689794,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
3.09,"Piacenzian","Southern",-0.160816911203961,18.1425357111587,0.261970727008536,-3.48947060345894,3.16783678105102,0.649503722660989,0.273699610427837,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
4.4665,"Zanclean","Northern",-0.813168118536306,65.6613794210121,0.227453064468019,-3.70323332353729,2.07689708646468,0.173632841931268,0.927438226174729,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
4.4665,"Zanclean","Southern",-0.444949894279404,43.9806626575539,0.196243564111952,-2.93846079804249,2.04856100948368,0.264441183860717,0.837154975930448,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
6.2895,"Messinian","Northern",-1.51941739337056,111.671727560378,0.141761120286645,-3.32066321136216,0.281828424621037,0.0592249552925112,0.991370294255518,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
9.438,"Tortonian","Northern",-0.6303487072988,46.2792473046385,0.269575564579742,-4.05563102271888,2.79493360812128,0.257272301241169,0.84538432982,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
9.438,"Tortonian","Southern",-0.0886434861829847,36.907860262005,0.7500781598471,-9.6192901533334,9.44200318096743,0.925112257758845,0.0137739056642427,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
12.725,"Serravallian","Northern",0.810363443384191,-0.847556041543632,0.325473078530403,-3.32516412853618,4.94589101530456,0.243136546576224,0.861093994773326,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
12.725,"Serravallian","Southern",0.0355134281522038,17.8343382547032,0.144511504241567,-1.80067933147372,1.87170618777813,0.846591892116609,0.0569526393182799,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
14.9,"Langhian","Northern",-0.398480893280506,43.3371746678114,0.492752500281203,-6.65949504611545,5.86253325955444,0.567089978817414,0.395393840010273,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
18.215,"Burdigalian","Northern",-0.0831366034430754,19.198492436521,0.102220023940551,-1.38196515576839,1.21569194888224,0.565313168641195,0.398124698121816,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
18.215,"Burdigalian","Southern",-0.0598056131716928,24.1101485477944,0.117563557114659,-1.55359223938352,1.43398101304014,0.700412889750731,0.205582920569011,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
21.745,"Aquitanian","Northern",NA,NA,NA,NA,NA,NA,NA,2,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
21.745,"Aquitanian","Southern",NA,NA,NA,NA,NA,NA,NA,1,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
25.17,"Chattian","Northern",0.117201286711835,21.8523512788811,0.102609861271081,-1.186580618549,1.42098319197267,0.45780204213065,0.566090415394134,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
25.17,"Chattian","Southern",NA,NA,NA,NA,NA,NA,NA,1,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
30.6,"Rupelian","Northern",0.347689285932436,13.5214717954501,0.104821147559837,-0.984189675643634,1.67956824750851,0.18641084031138,0.916682866829749,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
30.6,"Rupelian","Southern",NA,NA,NA,NA,NA,NA,NA,2,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
35.805,"Priabonian","Northern",-0.244440435029551,30.2955045907562,0.202165212329821,-2.81319301342448,2.32431214336538,0.439917265956893,0.593818310538391,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
35.805,"Priabonian","Southern",NA,NA,NA,NA,NA,NA,NA,2,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
