"bin_midpoint","sampling_profile_dissim"
0.00585,0.75
1.29585,0.4725
3.09,0
4.4665,0.235294117647059
6.2895,0.6
9.438,0.407327586206897
12.725,0.444444444444445
14.9,0.230769230769231
18.215,0.7875
21.745,0.333333333333333
25.17,0.125
30.6,0.259259259259259
35.805,0.5
39.37,0.583333333333333
44.55,0.670967741935484
52.035,2.2
57.62,1
60.45,0.75
63.83,0.166666666666667
69.1,0.105263157894737
77.9,0.322552447552448
84.65,0.142857142857143
87.75,1.43181818181818
91.85,0.121621621621622
97.2,0.225
106.85,0.594827586206897
117.3,0.264705882352941
123.585,0.3
129.185,0.666666666666667
134.825,0.5
140.075,0.104166666666667
146.15,0.166666666666667
152,0.666666666666667
158.15,0.184090909090909
163.4,0.107142857142857
166.75,0.321428571428571
169.55,0.5
172.8,0.194444444444444
179.45,0.45
188.55,0.133333333333333
196.2,0.524137931034483
200.45,0.666666666666667
203.55,0.5
216.5,0.381962864721485
232.15,0.222222222222222
239.232,0.486111111111111
244.082,0.61764705882353
248.3,0.45
250.901,0.163306451612903
253.021,0.427777777777778
256.825,0.146853146853147
261.895,0.432692307692308
265.59,0.0786713286713288
270.65,0.7725
278.85,0.255252100840336
286.7,0.445652173913043
291.81,0.336134453781513
296.21,1.33333333333333
301.3,1.13636363636364
305.35,1.33333333333333
311.1,0.493589743589744
319.3,0.164835164835165
326.85,0.654761904761905
338.5,0.466666666666667
352.78,1.63636363636364
365.505,2.7
377.23,1.640625
385.13,1.63636363636364
390.71,3.375
402.045,2.35227272727273
411.82,3.2
416.32,1.0625
421.16,0.510416666666667
423.85,0.428571428571428
425.85,2
428.65,1.16666666666667
431.75,2.5
435.75,1.05
439.55,0.606060606060606
441.8,0.847058823529412
444.15,0.4375
449,0.277834008097166
455.5,0.582551594746717
463.8,0.41679748822606
470.35,0.857142857142857
474.2,0.0272727272727273
481.975,0.736933797909408
