"bin_midpoint","sampling_profile_dissim"
0.00585,0.106951871657754
1.29585,0.281868131868132
3.09,0.388888888888889
4.4665,0.313588850174216
6.2895,0.6
9.438,0.538461538461538
12.725,0.4
14.9,0.352941176470588
18.215,0.795865633074936
21.745,0.642857142857143
25.17,0.5
30.6,0.228571428571429
35.805,0.608108108108108
39.37,0.5625
44.55,1.24285714285714
52.035,1.74193548387097
57.62,1.75
60.45,0.75
63.83,0.428571428571428
69.1,0.479791395045632
77.9,0.19980694980695
84.65,0.120689655172414
87.75,1.56578947368421
91.85,0.781318681318681
97.2,0.954113924050633
106.85,0.02
117.3,0.118421052631579
123.585,0.155172413793103
129.185,0.12962962962963
134.825,0.466165413533835
140.075,0.108108108108108
146.15,0.117647058823529
152,0.692307692307692
158.15,0.565243902439024
163.4,0.782608695652174
166.75,1.03846153846154
169.55,0.9
172.8,1
179.45,0.615384615384615
188.55,0.0692307692307692
196.2,0.156521739130435
200.45,0.229090909090909
203.55,0.545454545454545
216.5,0.634615384615384
232.15,2.04545454545455
239.232,0.346153846153846
244.082,0.0347490347490347
248.3,0.3996138996139
250.901,0.205128205128205
253.021,0.25
256.825,0.280434782608696
261.895,0.253676470588235
265.59,0.512743628185907
270.65,0.578571428571429
278.85,0.773648648648649
286.7,0.744827586206896
291.81,0.334677419354839
296.21,1.025
301.3,1.73333333333333
305.35,0.733333333333333
311.1,0.372549019607843
319.3,1.05
326.85,1.14705882352941
338.5,0.432352941176471
352.78,0.768939393939394
365.505,0.65625
377.23,0.4375
385.13,0.321428571428571
390.71,3.51219512195122
402.045,1.58577127659574
411.82,3.09375
416.32,0.962962962962963
421.16,1.15151515151515
423.85,1.30718954248366
425.85,0.5
428.65,0.604545454545454
431.75,2
435.75,0.798717948717949
439.55,1.38888888888889
441.8,0.9
444.15,0.583333333333333
449,0.72
455.5,0.621794871794872
463.8,0.406578947368421
470.35,0.909090909090909
474.2,0.320433436532508
481.975,0.545454545454545
