"bin_midpoint","sampling_profile_dissim"
0.00585,0.714285714285714
1.29585,0.3825
3.09,0.9
4.4665,0.694444444444444
6.2895,0.35
9.438,0.678879310344828
12.725,0.833333333333334
14.9,0.307692307692308
18.215,1.13333333333333
21.745,0.416666666666667
25.17,0.229166666666667
30.6,0.240740740740741
35.805,0.541666666666667
39.37,0.916666666666667
44.55,1.09032258064516
52.035,2.4
57.62,1.5
60.45,0.5
63.83,0.666666666666667
69.1,0.184210526315789
77.9,0.573426573426573
84.65,0.261904761904762
87.75,1.25
91.85,0.22972972972973
97.2,0.225
106.85,0.472222222222222
117.3,0.470588235294118
123.585,0.4
129.185,1
134.825,0.666666666666667
140.075,0.1875
146.15,0.277777777777778
152,1
158.15,0.636363636363636
163.4,0.166666666666667
166.75,0.5
169.55,0.9375
172.8,0.305555555555556
179.45,0.65
188.55,0.216666666666667
196.2,1.5
200.45,1.08333333333333
203.55,0.6875
216.5,0.692307692307692
232.15,0.361111111111111
239.232,0.972222222222222
244.082,0.352941176470588
248.3,0.3
250.901,0.774193548387097
253.021,0.244444444444444
256.825,0.723193473193473
261.895,0.538461538461538
265.59,0.251748251748252
270.65,1.01333333333333
278.85,0.573529411764706
286.7,0.652173913043478
291.81,0.857142857142857
296.21,1
301.3,0.727272727272727
305.35,0.833333333333333
311.1,0.384615384615385
319.3,1.15384615384615
326.85,0.583333333333333
338.5,1.42857142857143
352.78,0.196969696969697
365.505,2.6
377.23,2.8125
385.13,1.625
390.71,1.66145833333333
402.045,2.83333333333333
411.82,2.4
416.32,0.104166666666667
421.16,1.125
423.85,0.5
425.85,2.5
428.65,0.541666666666667
431.75,3.5
435.75,1.8
439.55,0.848484848484848
441.8,0.370588235294118
444.15,0.75
449,0.106275303643725
455.5,0.653846153846154
463.8,1.23076923076923
470.35,1.14285714285714
474.2,0.6
481.975,1.27003484320558
