"bin_midpoint","stage","era","slope_Northern","slope_Southern","k_median_Northern","k_median_Southern","k_cv_Northern","k_cv_Southern","k_mean_Northern","k_mean_Southern","sampling_profile_dissim","slope_diff_abs","slope_diff_signed","k_cv_diff","k_cv_diff_signed","k_cv_asym","k_median_diff","k_median_asym","k_median_diff_signed","k_mean_diff","k_mean_asym","k_mean_diff_signed","method_group","slope_metric","qc_name"
0.00585,"Holocene","Cenozoic",-1.01742802239057,0.163368962542209,2,1,0.964682458064808,0.645233702322069,2.33333333333333,1.16666666666667,0.428571428571428,1.18079698493278,-1.18079698493278,0.319448755742739,0.319448755742739,0.177448190906015,1,0.405465108108164,1,1.16666666666666,0.430782916092452,1.16666666666666,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
1.29585,"Pleistocene","Cenozoic",-0.677270953982212,-0.296872323759516,7,2,0.604979338490167,0.748331477354788,6.66666666666667,2.5,0.4,0.380398630222696,-0.380398630222696,0.143352138864621,-0.143352138864621,0.0855510083251298,5,0.980829253011726,5,4.16666666666667,0.784118958765672,4.16666666666667,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
3.09,"Piacenzian","Cenozoic",-0.66418668608437,-1.13559324182764,1.5,1,1.03537432844358,1.12915897906362,2.5,1.33333333333333,0.375,0.47140655574327,0.47140655574327,0.0937846506200402,-0.0937846506200402,0.0450473090794442,0.5,0.22314355131421,0.5,1.16666666666667,0.405465108108166,1.16666666666667,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
4.4665,"Zanclean","Cenozoic",-0.790601166195941,-0.384192594434562,5,1,0.576594619753889,0.842736068785864,4.83333333333333,1.16666666666667,0.221674876847291,0.406408571761379,-0.406408571761379,0.266141449031975,-0.266141449031975,0.155984243970285,4,1.09861228866811,4,3.66666666666666,0.990398704027875,3.66666666666666,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
9.438,"Tortonian","Cenozoic",-0.564345318793429,-1.13570273003247,3.5,1,0.465789652096308,1.00203873810001,4.16666666666667,1.16666666666667,0.0514285714285715,0.571357411239041,0.571357411239041,0.536249086003702,-0.536249086003702,0.311771921481876,2.5,0.810930216216329,2.5,3,0.869037847023609,3,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
12.725,"Serravallian","Cenozoic",0.289129734320206,-0.385083614396465,4,1,0.453780960115465,1.12915897906362,4.33333333333333,1.33333333333333,0.403846153846154,0.674213348716671,0.674213348716671,0.675378018948155,-0.675378018948155,0.381559334889288,3,0.916290731874155,3,3,0.826678573184469,3,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
18.215,"Burdigalian","Cenozoic",-0.0696777960681056,-0.0130040082079772,5.5,1.5,0.748776317029892,0.964682458064808,5.16666666666667,2.33333333333333,0.857142857142857,0.0566737878601284,-0.0566737878601284,0.215906141034916,-0.215906141034916,0.116414337377064,4,0.955511445027436,4,2.83333333333334,0.615185639090235,2.83333333333334,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
35.805,"Priabonian","Cenozoic",0.491610980793472,-0.432421144980909,3,1,0.89048301499804,1.26168012376112,4.16666666666667,1.16666666666667,0.188571428571429,0.924032125774381,0.924032125774381,0.37119710876308,-0.37119710876308,0.179275594767839,2,0.693147180559945,2,3,0.869037847023609,3,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
44.55,"Lutetian","Cenozoic",-0.0574606886303452,0.0377943716671678,3.5,0.5,0.76524505878836,1.17983049630021,4.16666666666667,0.833333333333333,0.36,0.095255060297513,-0.095255060297513,0.41458543751185,-0.41458543751185,0.210957595533724,3,1.09861228866811,3,3.33333333333334,1.03609193168678,3.33333333333334,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
63.83,"Danian","Cenozoic",5.94997897783368,0.108642842810276,0.5,1,1.75356779167502,1.00203873810001,1.33333333333333,1.16666666666667,0.0357142857142857,5.8413361350234,5.8413361350234,0.75152905357501,0.75152905357501,0.318731419194607,0.5,0.287682072451781,-0.5,0.16666666666666,0.074107972153719,0.16666666666666,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
77.9,"Campanian","Mesozoic",-0.0536284557087457,0.160337494880258,8.5,1.5,0.531999993192579,0.979795897113271,7.83333333333333,1.66666666666667,0.772340425531915,0.213965950589004,-0.213965950589004,0.447795903920692,-0.447795903920692,0.256419690252164,7,1.33500106673234,7,6.16666666666666,1.19770319131234,6.16666666666666,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
