"bin_midpoint","stage","era","slope_Northern","slope_Southern","k_median_Northern","k_median_Southern","k_cv_Northern","k_cv_Southern","k_mean_Northern","k_mean_Southern","sampling_profile_dissim","slope_diff_abs","slope_diff_signed","k_cv_diff","k_cv_diff_signed","k_cv_asym","k_median_diff","k_median_asym","k_median_diff_signed","k_mean_diff","k_mean_asym","k_mean_diff_signed","method_group","slope_metric","qc_name"
97.2,"Cenomanian","Mesozoic",-0.381606827892238,-0.234602073544308,5,1,0.774596669241483,0.774596669241483,6.66666666666667,1.33333333333333,0.15,0.14700475434793,-0.14700475434793,0,0,0,4,1.09861228866811,4,5.33333333333334,1.18958406687384,5.33333333333334,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
106.85,"Albian","Mesozoic",-0.0313846279327547,0.00522761680956467,4.5,3.5,0.756423149417725,0.557773351022717,4.83333333333333,3,0.396551724137931,0.0366122447423194,-0.0366122447423194,0.198649798395008,0.198649798395008,0.120021977101325,1,0.200670695462151,1,1.83333333333333,0.377294231141468,1.83333333333333,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
117.3,"Aptian","Mesozoic",-0.292907511192491,0.0566853324631645,2.5,1,0.647593362095195,0.774596669241483,2.83333333333333,1.33333333333333,0.198529411764706,0.349592843655655,-0.349592843655655,0.127003307146288,-0.127003307146288,0.0742575137717591,1.5,0.559615787935423,1.5,1.5,0.496436886313892,1.5,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
123.585,"Barremian","Mesozoic",-0.284074721658155,-4.66459613908262,2,0.5,0.903327183250897,1.09544511501033,1.66666666666667,0.5,0.133333333333333,4.38052141742446,4.38052141742446,0.192117931759433,-0.192117931759433,0.096162492427353,1.5,0.693147180559945,1.5,1.16666666666667,0.575364144903563,1.16666666666667,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
169.55,"Bajocian","Mesozoic",-0.248146515052603,-0.731272078137964,2.5,1,1.12427754580442,1.02469507659596,5,1.33333333333333,0.275,0.483125563085361,0.483125563085361,0.0995824692084601,0.0995824692084601,0.0480126563641351,1.5,0.559615787935423,1.5,3.66666666666667,0.944461608840853,3.66666666666667,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
179.45,"Toarcian","Mesozoic",-0.29934865606165,-0.418325113422693,4,1,0.842736068785864,0.903327183250897,4.66666666666667,1.66666666666667,0.3,0.118976457361043,0.118976457361043,0.060591114465033,-0.060591114465033,0.0323520427323109,3,0.916290731874155,3,3,0.753771802376379,3,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
200.45,"Hettangian","Mesozoic",0.242581557929454,0.0617971373426963,1.5,1,0.895749330954439,1.09544511501033,2.16666666666667,1,0.5,0.180784420586758,0.180784420586758,0.199695784055891,-0.199695784055891,0.100151810525071,0.5,0.22314355131421,0.5,1.16666666666667,0.459532329378441,1.16666666666667,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
203.55,"Rhaetian","Mesozoic",0.0173774794966293,-1.15641612381176,1.5,1,1.16879851360186,1.12915897906362,2.83333333333333,1.33333333333333,0.165441176470588,1.17379360330839,1.17379360330839,0.0396395345382399,0.0396395345382399,0.0184462776077017,0.5,0.22314355131421,0.5,1.5,0.496436886313892,1.5,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
216.5,"Norian","Mesozoic",-0.0713518849190696,-0.367643694054789,4,1.5,0.356358915386588,0.739422451735256,4.83333333333333,2.16666666666667,0.151193633952255,0.296291809135719,0.296291809135719,0.383063536348668,-0.383063536348668,0.248749292479213,2.5,0.693147180559945,2.5,2.66666666666666,0.610909082322972,2.66666666666666,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
232.15,"Carnian","Mesozoic",-0.416281711773064,0.217771534482394,2,1,0.666666666666667,0.894427190999916,3,1,0.833333333333333,0.634053246255458,-0.634053246255458,0.227760524333249,-0.227760524333249,0.128090895195769,1,0.405465108108164,1,2,0.693147180559945,2,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
244.082,"Anisian","Mesozoic",-0.214348234584155,-1.10659709923509,2,1,0.93156860681549,1.12915897906362,2.83333333333333,1.33333333333333,1.02941176470588,0.892248864650935,0.892248864650935,0.19759037224813,-0.19759037224813,0.0973946337793015,1,0.405465108108164,1,1.5,0.496436886313892,1.5,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
250.901,"Induan","Mesozoic",-0.0359416346262713,0.608019988745765,4,1.5,0.79723768679132,0.908295106229247,5.16666666666667,1.33333333333333,0.0241935483870968,0.643961623372036,-0.643961623372036,0.111057419437927,-0.111057419437927,0.0599593611814249,2.5,0.693147180559945,2.5,3.83333333333334,0.971860583028968,3.83333333333334,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
253.021,"Changhsingian","Palaeozoic",-0.436819372407842,0.157940623173449,2,1.5,1.09544511501033,1.11713920350152,3,1.66666666666667,0.861111111111111,0.594759995581291,-0.594759995581291,0.02169408849119,-0.02169408849119,0.0102997488643659,0.5,0.182321556793955,0.5,1.33333333333333,0.405465108108163,1.33333333333333,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
256.825,"Wuchiapingian","Palaeozoic",-0.571501049685964,-0.293804457502544,4,4.5,0.794609941214988,0.739422451735256,5.5,4.33333333333333,0.0349650349650349,0.27769659218342,-0.27769659218342,0.055187489479732,0.055187489479732,0.031234561544945,0.5,0.0953101798043249,-0.5,1.16666666666667,0.19782574332992,1.16666666666667,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
261.895,"Capitanian","Palaeozoic",-0.361049842716102,-0.00162988742944086,3.5,2,0.797496081495075,0.53955932051539,3.33333333333333,2.16666666666667,0.0230769230769232,0.359419955286661,-0.359419955286661,0.257936760979685,0.257936760979685,0.154898410670014,1.5,0.405465108108164,1.5,1.16666666666666,0.31365755885504,1.16666666666666,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
265.59,"Wordian","Palaeozoic",-0.446638875066761,-0.225141549297062,3,3.5,0.536286589227368,0.613458524226981,3.66666666666667,4.33333333333333,0.125874125874126,0.221497325769699,-0.221497325769699,0.077171934999613,-0.077171934999613,0.0490118278616934,0.5,0.117783035656384,-0.5,0.66666666666666,0.133531392624521,-0.66666666666666,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
270.65,"Roadian","Palaeozoic",-0.505644633460978,-0.144515056877752,4,3.5,0.413376341848442,0.758287544405155,4.16666666666667,4,0.275,0.361129576583226,-0.361129576583226,0.344911202556713,-0.344911202556713,0.218358938592451,0.5,0.105360515657826,0.5,0.16666666666667,0.0327898228229914,0.16666666666667,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
278.85,"Kungurian","Palaeozoic",-0.288859704215783,-0.297850358092175,4.5,2.5,0.501019369050005,1.03301889028307,4.66666666666667,2.83333333333333,0.239495798319328,0.00899065387639203,0.00899065387639203,0.531999521233065,-0.531999521233065,0.3033773697641,2,0.451985123743057,2,1.83333333333334,0.390866308687013,1.83333333333334,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
286.7,"Artinskian","Palaeozoic",-0.715050475144419,-0.298172007267045,1,2,1.39642400437689,0.995642680797728,2.66666666666667,3.83333333333333,0.72554347826087,0.416878467877374,-0.416878467877374,0.400781323579162,0.400781323579162,0.183011483799148,1,0.405465108108164,-1,1.16666666666666,0.276253376628157,-1.16666666666666,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
291.81,"Sakmarian","Palaeozoic",-0.214015913715484,-0.112897157137102,3,5.5,0.607906385071238,0.853563956930837,2.83333333333333,4.66666666666667,0.182773109243697,0.101118756578382,-0.101118756578382,0.245657571859599,-0.245657571859599,0.142177298222867,2.5,0.485507815781701,-2.5,1.83333333333334,0.390866308687013,-1.83333333333334,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
296.21,"Asselian","Palaeozoic",-0.155807759510633,-0.640245654748038,2,1,0.986296641527668,1,2.16666666666667,2,0.833333333333333,0.484437895237405,0.484437895237405,0.013703358472332,-0.013703358472332,0.00687525976287277,1,0.405465108108164,1,0.16666666666667,0.0540672212702768,0.16666666666667,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
301.3,"Gzhelian","Palaeozoic",-0.819313148479344,-0.71263972057176,1,1,0.894427190999916,1.66936420816553,1,1.83333333333333,0.984848484848485,0.106673427907584,-0.106673427907584,0.774937017165614,-0.774937017165614,0.342923800811736,0,0,0,0.83333333333333,0.348306694268215,-0.83333333333333,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
311.1,"Moscovian","Palaeozoic",-0.134060475876498,-0.642225669704684,1,2,0.894427190999916,1.18271575961739,1,2.16666666666667,0.512820512820513,0.508165193828186,0.508165193828186,0.288288568617474,-0.288288568617474,0.141653343814859,1,0.405465108108164,-1,1.16666666666667,0.459532329378441,-1.16666666666667,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
402.045,"Emsian","Palaeozoic",-0.176064515656656,-0.252972115629154,0.5,4.5,1.44913767461894,0.616575453011388,2,5.5,1.47727272727273,0.076907599972498,0.076907599972498,0.832562221607552,0.832562221607552,0.415425999185658,4,1.29928298413026,-4,3.5,0.773189888233482,-3.5,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
428.65,"Homerian","Palaeozoic",-0.844443443538016,1.28765394957735,1,2,1.12915897906362,1.21449578014911,1.33333333333333,4,1.14583333333333,2.13209739311537,-2.13209739311537,0.08533680108549,-0.08533680108549,0.0392976825853148,1,0.405465108108164,-1,2.66666666666667,0.762140052046898,-2.66666666666667,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
435.75,"Telychian","Palaeozoic",-0.679945437225875,-0.143793499299103,1.5,3,0.979795897113271,1.11024909872717,1.66666666666667,3.5,0.642857142857143,0.536151937926772,-0.536151937926772,0.130453201613899,-0.130453201613899,0.063812239661606,1.5,0.470003629245736,-1.5,1.83333333333333,0.523248143764547,-1.83333333333333,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
441.8,"Rhuddanian","Palaeozoic",-0.848441173854196,0.328918254640199,0.5,2,1.40285423334001,1.32842232831014,0.833333333333333,2.83333333333333,0.847058823529412,1.1773594284944,-1.1773594284944,0.0744319050298701,0.0744319050298701,0.0314663687111586,1.5,0.693147180559945,-1.5,2,0.737598943130778,-2,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
470.35,"Dapingian","Palaeozoic",-2.85565946724061,-1.68518208365507,0.5,1,1.09544511501033,1.26168012376112,0.5,1.16666666666667,1.14285714285714,1.17047738358554,-1.17047738358554,0.16623500875079,-0.16623500875079,0.0763419584743795,0.5,0.287682072451781,-0.5,0.66666666666667,0.367724780125319,-0.66666666666667,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
474.2,"Floian","Palaeozoic",-1.88885331538534,0.530450302402837,2,4.5,1.09544511501033,0.627206847660376,2.5,5.5,0.145454545454545,2.41930361778818,-2.41930361778818,0.468238267349954,0.468238267349954,0.252901041654419,2.5,0.606135803570316,-2.5,3,0.619039208406224,-3,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
