"bin_midpoint","sampling_profile_dissim"
0.00585,0.5
1.29585,0.3
3.09,0.0333333333333333
4.4665,0.155172413793103
6.2895,0.25
9.438,0.18
12.725,0.4375
14.9,0.25
18.215,1.14285714285714
21.745,0.714285714285714
25.17,0.184210526315789
30.6,0.152173913043478
35.805,0.32
39.37,0.875
44.55,0.48
52.035,1.53125
57.62,0.3
60.45,0.75
63.83,0.214285714285714
69.1,0.148148148148148
77.9,0.354255319148936
84.65,0.3
87.75,1.575
91.85,0.5
97.2,0.155172413793103
106.85,0.784285714285714
117.3,0.360902255639098
123.585,0.208333333333333
129.185,0.666666666666667
134.825,0.6
140.075,0.138888888888889
146.15,0.176470588235294
152,0.5
158.15,0.473684210526316
163.4,0.225
166.75,0.214285714285714
169.55,0.166666666666667
172.8,0.230769230769231
179.45,0.195652173913043
188.55,0.28
196.2,0.571428571428571
200.45,0.7
203.55,0.375
216.5,0.0236842105263157
232.15,0.236842105263158
239.232,1.15
244.082,0.166666666666667
248.3,0.5625
250.901,0
253.021,0.428571428571429
256.825,0.0803571428571428
261.895,0.200892857142857
265.59,0.075
270.65,0.48375
278.85,0.133333333333333
286.7,0.0247252747252748
291.81,0.0256410256410256
296.21,0.368181818181818
301.3,0.685714285714286
305.35,1.2
311.1,0.7
319.3,0.291666666666667
326.85,0.3
338.5,0.329411764705882
352.78,0.28
365.505,2.64
377.23,1
385.13,0.52
390.71,3.53846153846154
402.045,1.41935483870968
411.82,1.21153846153846
416.32,0.441176470588235
421.16,0.363636363636364
423.85,0.375
425.85,0.4
428.65,0.672268907563025
431.75,1.71428571428571
435.75,0.544444444444445
439.55,1.5
441.8,1.5
444.15,0.5
449,0.823529411764706
455.5,0.286363636363636
463.8,0.0629370629370629
470.35,0.6
474.2,0.236013986013986
481.975,0.818181818181818
