"bin_midpoint","stage","era","slope_Northern","slope_Southern","k_median_Northern","k_median_Southern","k_cv_Northern","k_cv_Southern","k_mean_Northern","k_mean_Southern","sampling_profile_dissim","slope_diff_abs","slope_diff_signed","k_cv_diff","k_cv_diff_signed","k_cv_asym","k_median_diff","k_median_asym","k_median_diff_signed","k_mean_diff","k_mean_asym","k_mean_diff_signed","method_group","slope_metric","qc_name"
0.00585,"Holocene","Cenozoic",-1.00291507966284,-0.151066446314553,1,1,0.970219836229009,1.07142857142857,1.55555555555556,0.777777777777778,0.5,0.851848633348287,-0.851848633348287,0.101208735199561,-0.101208735199561,0.0500933718528205,0,0,0,0.777777777777782,0.36290549368937,0.777777777777782,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
1.29585,"Pleistocene","Cenozoic",-0.687995385156637,-0.325128177799168,4,1,0.585768725692999,0.948683298050514,4.44444444444444,1.66666666666667,0.3,0.362867207357469,-0.362867207357469,0.362914572357515,-0.362914572357515,0.206084622543275,3,0.916290731874155,3,2.77777777777777,0.713766467762679,2.77777777777777,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
3.09,"Piacenzian","Cenozoic",-0.732158997209104,-1.19186563974604,1,1,0.948683298050514,1.18585412256314,1.66666666666667,0.888888888888889,0.0333333333333333,0.459706642536936,0.459706642536936,0.237170824512626,-0.237170824512626,0.114852742204817,0,0,0,0.777777777777781,0.344840486291731,0.777777777777781,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
4.4665,"Zanclean","Cenozoic",-0.741187240743304,-0.384192594434562,3,1,0.596511858345041,1.24948969175256,3.22222222222222,0.777777777777778,0.155172413793103,0.356994646308742,-0.356994646308742,0.652977833407519,-0.652977833407519,0.34288222596807,2,0.693147180559945,2,2.44444444444444,0.864997437486604,2.44444444444444,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
9.438,"Tortonian","Cenozoic",-0.474108282228103,-0.0923488312224929,2,0,0.73729234364667,1.40516539806471,2.77777777777778,0.777777777777778,0.18,0.38175945100561,-0.38175945100561,0.66787305441804,-0.66787305441804,0.325290896910648,2,1.09861228866811,2,2,0.75377180237638,2,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
12.725,"Serravallian","Cenozoic",0.567584307295508,-0.85723266784217,4,1,0.801487153237489,1.42795745734948,2.88888888888889,0.888888888888889,0.4375,1.42481697513768,1.42481697513768,0.626470304111991,-0.626470304111991,0.298437831326094,3,0.916290731874155,3,2,0.722134717433198,2,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
18.215,"Burdigalian","Cenozoic",0.242410563824496,0.160260248679473,3,1,0.796552143539725,1.20743867888407,3.44444444444444,1.55555555555556,1.14285714285714,0.082150315145023,0.082150315145023,0.410886535344345,-0.410886535344345,0.205963522354149,2,0.693147180559945,2,1.88888888888888,0.553385238184784,1.88888888888888,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
35.805,"Priabonian","Cenozoic",0.826173842871204,-0.359730506276496,1,1,1.13525327570547,1.24948969175256,2.77777777777778,0.777777777777778,0.32,1.1859043491477,1.1859043491477,0.11423641604709,-0.11423641604709,0.0521181168753777,0,0,0,2,0.75377180237638,2,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
77.9,"Campanian","Mesozoic",-0.0393345508908409,0.146113693767208,5,1,0.572692290795522,1.22780291578087,5.22222222222222,1.11111111111111,0.354255319148936,0.185448244658049,-0.185448244658049,0.655110624985348,-0.655110624985348,0.34822687463315,4,1.09861228866811,4,4.11111111111111,1.08091271156871,4.11111111111111,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
97.2,"Cenomanian","Mesozoic",-0.00336802750392631,-0.106492237793734,3,1,0.690086072282396,1.07142857142857,3.22222222222222,0.777777777777778,0.155172413793103,0.103124210289808,0.103124210289808,0.381342499146174,-0.381342499146174,0.203459042388526,2,0.693147180559945,2,2.44444444444444,0.864997437486604,2.44444444444444,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
