"bin_midpoint","sampling_profile_dissim"
0.00585,0.428571428571428
1.29585,0.4
3.09,0.375
4.4665,0.221674876847291
6.2895,0.2
9.438,0.0514285714285715
12.725,0.403846153846154
14.9,0.166666666666667
18.215,0.857142857142857
21.745,0.571428571428571
25.17,0.230263157894737
30.6,0.260869565217391
35.805,0.188571428571429
39.37,0.75
44.55,0.36
52.035,1.125
57.62,0.25
60.45,0.75
63.83,0.0357142857142857
69.1,0.222222222222222
77.9,0.772340425531915
84.65,0.25
87.75,1.35
91.85,1.22988505747126
97.2,0.0147783251231527
106.85,0.282857142857143
117.3,0.157894736842105
123.585,0.416666666666667
129.185,0.666666666666667
134.825,0.5
140.075,0.111111111111111
146.15,0.147058823529412
152,0.166666666666667
158.15,0.350877192982456
163.4,0.0333333333333333
166.75,0.0714285714285714
169.55,0
172.8,0.692307692307692
179.45,0.130434782608696
188.55,0.12
196.2,0.428571428571428
200.45,0.5
203.55,0.25
216.5,0.28421052631579
232.15,0.631578947368421
239.232,0.0857142857142856
244.082,0.4375
248.3,0.25
250.901,0.125
253.021,0.0535714285714285
256.825,0.178571428571429
261.895,0.133928571428571
265.59,0.05
270.65,0.15
278.85,0.5
286.7,0.181318681318681
291.81,0.0865384615384616
296.21,0.518181818181818
301.3,1.02857142857143
305.35,1.5
311.1,0.375
319.3,0.416666666666667
326.85,0.15
338.5,0.176470588235294
352.78,0.5
365.505,1.76
377.23,1.55797101449275
385.13,1.02
390.71,2.53846153846154
402.045,0.849462365591398
411.82,2.30769230769231
416.32,1.36764705882353
421.16,2.72727272727273
423.85,0.5
425.85,0.4
428.65,0.777310924369748
431.75,2.14285714285714
435.75,0.5
439.55,2.22222222222222
441.8,1.30952380952381
444.15,1.26190476190476
449,1.08823529411765
455.5,1.25454545454545
463.8,1.48251748251748
470.35,0.8
474.2,0.587412587412587
481.975,0.454545454545455
