"bin_midpoint","stage","era","slope_Northern","slope_Southern","k_median_Northern","k_median_Southern","k_cv_Northern","k_cv_Southern","k_mean_Northern","k_mean_Southern","sampling_profile_dissim","slope_diff_abs","slope_diff_signed","k_cv_diff","k_cv_diff_signed","k_cv_asym","k_median_diff","k_median_asym","k_median_diff_signed","k_mean_diff","k_mean_asym","k_mean_diff_signed","method_group","slope_metric","qc_name"
0.00585,"Holocene","Cenozoic",-1.069244547222,-0.0272930309922811,0.5,0,1.21218305346265,1.79434887219572,0.777777777777778,0.388888888888889,0.714285714285714,1.04195151622972,-1.04195151622972,0.58216581873307,-0.58216581873307,0.233619282853901,0.5,0.405465108108164,0.5,0.388888888888889,0.246860077931526,0.388888888888889,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
1.29585,"Pleistocene","Cenozoic",-0.547951518435323,-0.208374770839459,2,1,0.795989949685296,0.936396409270197,2.77777777777778,0.888888888888889,0.3825,0.339576747595864,-0.339576747595864,0.140406459584901,-0.140406459584901,0.0752723508282509,1,0.405465108108164,1,1.88888888888889,0.693147180559946,1.88888888888889,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
3.09,"Piacenzian","Cenozoic",-0.752320700795576,-0.651646647255176,1,0,1.30564385739486,1.97394796999194,1.11111111111111,0.555555555555556,0.9,0.1006740535404,-0.1006740535404,0.66830411259708,-0.66830411259708,0.254530384725898,1,0.693147180559945,1,0.555555555555554,0.305381649551181,0.555555555555554,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
4.4665,"Zanclean","Cenozoic",-0.896105027034155,-0.47717174067265,1,0,0.849563770198344,1.4142135623731,1.88888888888889,0.5,0.694444444444444,0.418933286361505,-0.418933286361505,0.564649792174756,-0.564649792174756,0.266423775627264,1,0.693147180559945,1,1.38888888888889,0.655406852577099,1.38888888888889,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
9.438,"Tortonian","Cenozoic",-0.775439913924504,-0.82105601117269,1,0,0.855267285191008,1.58578241961277,1.61111111111111,0.444444444444444,0.678879310344828,0.045616097248186,0.045616097248186,0.730515134421762,-0.730515134421762,0.331999364264469,1,0.693147180559945,1,1.16666666666667,0.592051063688576,1.16666666666667,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
12.725,"Serravallian","Cenozoic",0.471268175632462,-0.304937999599405,1.5,0,0.908429035602514,1.71498585142509,1.72222222222222,0.5,0.833333333333334,0.776206175231867,0.776206175231867,0.806556815822576,-0.806556815822576,0.352506332935396,1.5,0.916290731874155,1.5,1.22222222222222,0.595983432106297,1.22222222222222,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
18.215,"Burdigalian","Cenozoic",0.441156541855416,-0.0401152669098644,2,0,0.716609664855775,1.60733612283328,2.22222222222222,0.833333333333333,1.13333333333333,0.48127180876528,0.48127180876528,0.890726457977505,-0.890726457977505,0.417977837013806,2,1.09861228866811,2,1.38888888888889,0.563935449079939,1.38888888888889,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
30.6,"Rupelian","Cenozoic",0.271041211684679,0.230738260997571,1,0,1.0032626514091,2.06824733985651,1.5,0.277777777777778,0.240740740740741,0.040302950687108,0.040302950687108,1.06498468844741,-1.06498468844741,0.426329322406584,1,0.693147180559945,1,1.22222222222222,0.67116827384117,1.22222222222222,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
35.805,"Priabonian","Cenozoic",0.0965792626029369,0.073086162769736,1,0,1.28623938856882,2.39042816577932,1.33333333333333,0.611111111111111,0.541666666666667,0.0234930998332009,0.0234930998332009,1.1041887772105,-1.1041887772105,0.394047936707771,1,0.693147180559945,1,0.722222222222219,0.370373788296893,0.722222222222219,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
39.37,"Bartonian","Cenozoic",-0.0826934725352839,-0.631707647365432,0.5,0,1.21597442587649,2.30089496654211,1.44444444444444,0.333333333333333,0.916666666666667,0.549014174830148,0.549014174830148,1.08492054066562,-1.08492054066562,0.398501405537293,0.5,0.405465108108164,0.5,1.11111111111111,0.606135803570314,1.11111111111111,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
