"bin_midpoint","stage","era","slope_Northern","slope_Southern","k_median_Northern","k_median_Southern","k_cv_Northern","k_cv_Southern","k_mean_Northern","k_mean_Southern","sampling_profile_dissim","slope_diff_abs","slope_diff_signed","k_cv_diff","k_cv_diff_signed","k_cv_asym","k_median_diff","k_median_asym","k_median_diff_signed","k_mean_diff","k_mean_asym","k_mean_diff_signed","method_group","slope_metric","qc_name"
0.00585,"Holocene","Cenozoic",-0.953756390978207,0.0192753274888601,0.5,0,1.12911910974246,1.28990912324027,0.777777777777778,0.388888888888889,0.857142857142857,0.973031718467067,-0.973031718467067,0.16079001349781,-0.16079001349781,0.072803801924985,0.5,0.405465108108164,0.5,0.388888888888889,0.246860077931526,0.388888888888889,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
1.29585,"Pleistocene","Cenozoic",-0.569042418303094,-0.261956084416473,2,1,0.682555750793425,1.18222123937253,2.22222222222222,0.833333333333333,0.566666666666667,0.307086333886621,-0.307086333886621,0.499665488579105,-0.499665488579105,0.26002935752583,1,0.405465108108164,1,1.38888888888889,0.563935449079939,1.38888888888889,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
3.09,"Piacenzian","Cenozoic",-0.705270944452469,-1.20166524637356,1,0,1.10825777421936,1.58578241961277,0.833333333333333,0.444444444444444,0.75,0.496394301921091,0.496394301921091,0.47752464539341,-0.47752464539341,0.204166232007456,1,0.693147180559945,1,0.388888888888889,0.238411023444998,0.388888888888889,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
4.4665,"Zanclean","Cenozoic",-0.689172882304354,-0.306170986984057,1,0,0.741744803534665,1.56261854292219,1.61111111111111,0.388888888888889,0.258620689655172,0.383001895320297,-0.383001895320297,0.820873739387525,-0.820873739387525,0.386142232597167,1,0.693147180559945,1,1.22222222222222,0.631271776841857,1.22222222222222,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
9.438,"Tortonian","Cenozoic",-0.428545151578349,-0.926491264956709,1,0,0.860423972100212,1.56261854292219,1.38888888888889,0.388888888888889,0.3,0.49794611337836,0.49794611337836,0.702194570821978,-0.702194570821978,0.320225200307454,1,0.693147180559945,1,1,0.542324290825362,1,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
12.725,"Serravallian","Cenozoic",0.496533292008434,-0.80631739653449,2,0,0.863459396947833,1.76360259629177,1.44444444444444,0.444444444444444,0.8125,1.30285068854292,1.30285068854292,0.900143199343937,-0.900143199343937,0.394100465990191,2,1.09861228866811,2,0.999999999999996,0.526093095896778,0.999999999999996,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
18.215,"Burdigalian","Cenozoic",0.301107548249976,0.136168028648728,1.5,0.5,0.908429035602515,1.36321067239621,1.72222222222222,0.777777777777778,1.07142857142857,0.164939519601248,0.164939519601248,0.454781636793695,-0.454781636793695,0.213740739687621,1,0.510825623765991,1,0.944444444444442,0.426084395310899,0.944444444444442,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
25.17,"Chattian","Cenozoic",0.352003470288801,1.04053717505762,1,0,0.945819166670041,2.46743496248992,1.05555555555556,0.222222222222222,0.31578947368421,0.688533704768819,-0.688533704768819,1.52161579581988,-1.52161579581988,0.577732062931243,1,0.693147180559945,1,0.833333333333338,0.519875459285911,0.833333333333338,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
30.6,"Rupelian","Cenozoic",0.643893925849677,0.170023117608371,1,0,0.997383433233078,2.30089496654211,1.27777777777778,0.166666666666667,0.260869565217391,0.473870808241306,0.473870808241306,1.30351153330903,-1.30351153330903,0.502355593059658,1,0.693147180559945,1,1.11111111111111,0.669049628980885,1.11111111111111,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
44.55,"Lutetian","Cenozoic",0.112573542946002,-0.0343079781498487,1,0,0.928604265741301,1.65919895626492,1.38888888888889,0.277777777777778,1.12,0.146881521095851,0.146881521095851,0.730594690523619,-0.730594690523619,0.321228370254468,1,0.693147180559945,1,1.11111111111111,0.625705899764413,1.11111111111111,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
52.035,"Ypresian","Cenozoic",0.602968836841743,0.515217258235191,0.5,0,1.27331203144075,1.92506684375924,0.888888888888889,0.222222222222222,1.5,0.0877515786065519,0.0877515786065519,0.65175481231849,-0.65175481231849,0.252079520180587,0.5,0.405465108108164,0.5,0.666666666666667,0.435318071257846,0.666666666666667,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
63.83,"Danian","Cenozoic",5.13218329076811,0.0365611548022254,0,0,2.2129299183502,1.99939966980488,0.444444444444444,0.388888888888889,0.0625,5.09562213596589,5.09562213596589,0.21353024854532,0.21353024854532,0.0687711094127595,0,0,0,0.055555555555555,0.0392207131532809,0.055555555555555,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
77.9,"Campanian","Mesozoic",-0.0324137527797217,0.196353751428339,2.5,0,0.671596997136272,1.87491176262966,2.61111111111111,0.555555555555556,0.590425531914893,0.228767504208061,-0.228767504208061,1.20331476549339,-1.20331476549339,0.542242527329959,2.5,1.25276296849537,2.5,2.05555555555555,0.842182759720433,2.05555555555555,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
97.2,"Cenomanian","Mesozoic",-0.176170324458157,-0.168102286604041,2,0,0.881366168516143,1.56261854292219,1.61111111111111,0.388888888888889,0.241379310344828,0.008068037854116,-0.008068037854116,0.681252374406047,-0.681252374406047,0.30903140573229,2,1.09861228866811,2,1.22222222222222,0.631271776841857,1.22222222222222,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
