"bin_midpoint","sampling_profile_dissim"
0.00585,0.214285714285714
1.29585,0.28875
3.09,0.225
4.4665,0.225490196078431
6.2895,0.45
9.438,0.336206896551724
12.725,0.279569892473118
14.9,0.230769230769231
18.215,0.125
21.745,0.5
25.17,0.1875
30.6,0.322222222222222
35.805,0.113636363636364
39.37,0.192307692307692
44.55,0.561290322580645
52.035,1.05
57.62,0.5
60.45,0.5
63.83,0.333333333333333
69.1,0.355263157894737
77.9,0.343531468531469
84.65,0.0714285714285714
87.75,0.613636363636364
91.85,0.797297297297297
97.2,0.45
106.85,0.511494252873563
117.3,0.198529411764706
123.585,0.0666666666666667
129.185,0.384615384615385
134.825,0.25
140.075,0.25
146.15,0.0833333333333333
152,1
158.15,0.743181818181818
163.4,0.5
166.75,0.464285714285714
169.55,0.0875
172.8,0.0833333333333333
179.45,0.192857142857143
188.55,0.1
196.2,0.144827586206897
200.45,0.134615384615385
203.55,0.099264705882353
216.5,0.0159151193633952
232.15,0.583333333333333
239.232,0
244.082,0.871323529411765
248.3,0.9
250.901,0.405241935483871
253.021,0.716666666666667
256.825,0.435314685314685
261.895,0.207692307692308
265.59,0.0996503496503497
270.65,0.0175
278.85,0.0945378151260504
286.7,0.334239130434783
291.81,0.00315126050420167
296.21,0.509615384615385
301.3,0.727272727272727
305.35,1
311.1,0.0576923076923077
319.3,0.0494505494505494
326.85,0.0595238095238095
338.5,0.1
352.78,0.681818181818182
365.505,0.533333333333333
377.23,0.515625
385.13,0.522727272727273
390.71,1.171875
402.045,0.772727272727273
411.82,1.17857142857143
416.32,0.645833333333333
421.16,0.84375
423.85,0.642857142857143
425.85,1
428.65,0.5
431.75,0.75
435.75,0.621428571428571
439.55,1.36363636363636
441.8,0.564705882352941
444.15,1.34210526315789
449,0.772773279352227
455.5,1.31707317073171
463.8,0.986656200941915
470.35,0.380952380952381
474.2,0.590909090909091
481.975,0.559233449477352
