"bin_midpoint","sampling_profile_dissim"
0.00585,0.240641711229947
1.29585,0.217582417582418
3.09,1.44444444444444
4.4665,0.195121951219512
6.2895,0.7
9.438,0.448717948717949
12.725,0.7
14.9,0.470588235294118
18.215,0.65891472868217
21.745,0.357142857142857
25.17,0.928571428571428
30.6,0.4
35.805,0.202702702702703
39.37,0.8125
44.55,1.93333333333333
52.035,2.05645161290323
57.62,2.25
60.45,0.5
63.83,0.642857142857143
69.1,0.576923076923077
77.9,0.333011583011583
84.65,0.189655172413793
87.75,2
91.85,0.257142857142857
97.2,1.23607594936709
106.85,0.151111111111111
117.3,0.197368421052632
123.585,0.224137931034483
129.185,0.185185185185185
134.825,0.757518796992481
140.075,0.189189189189189
146.15,0.191176470588235
152,0.615384615384615
158.15,1.275
163.4,0.978260869565217
166.75,1.61538461538462
169.55,1.5
172.8,1.625
179.45,1
188.55,0.130769230769231
196.2,0.480434782608696
200.45,0.727272727272727
203.55,0.727272727272727
216.5,0.230769230769231
232.15,2.18181818181818
239.232,0.269230769230769
244.082,0.666023166023166
248.3,0.607142857142857
250.901,0.769230769230769
253.021,0.107142857142857
256.825,0.278260869565218
261.895,0.698529411764706
265.59,0.419790104947526
270.65,1.09285714285714
278.85,0.647522522522522
286.7,1.05747126436782
291.81,0.594982078853047
296.21,1.25
301.3,1.55555555555556
305.35,0.166666666666667
311.1,0.0326797385620915
319.3,0.55
326.85,1.19327731092437
338.5,0.494117647058824
352.78,1.59090909090909
365.505,1.375
377.23,0.4375
385.13,0.803571428571429
390.71,5.25813008130081
402.045,1.41289893617021
411.82,1.21875
416.32,1.38888888888889
421.16,0.340909090909091
423.85,1.1437908496732
425.85,0.5
428.65,0.265909090909091
431.75,1.5
435.75,0.433333333333333
439.55,1.16666666666667
441.8,1.75
444.15,0.916666666666667
449,1.02
455.5,0.934472934472934
463.8,0.119298245614035
470.35,1.45454545454545
474.2,0.0526315789473684
481.975,0.818181818181818
