"bin_midpoint","stage","era","slope_Northern","slope_Southern","k_median_Northern","k_median_Southern","k_cv_Northern","k_cv_Southern","k_mean_Northern","k_mean_Southern","sampling_profile_dissim","slope_diff_abs","slope_diff_signed","k_cv_diff","k_cv_diff_signed","k_cv_asym","k_median_diff","k_median_asym","k_median_diff_signed","k_mean_diff","k_mean_asym","k_mean_diff_signed","method_group","slope_metric","qc_name"
0.00585,"Holocene","Cenozoic",-0.69964771203344,0.209329401652755,2,1,0.617647058823529,0.983332166035633,1.88888888888889,1.22222222222222,0.106951871657754,0.908977113686195,-0.908977113686195,0.365685107212104,-0.365685107212104,0.203805681719484,1,0.405465108108164,1,0.66666666666667,0.262364264467492,0.66666666666667,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
1.29585,"Pleistocene","Cenozoic",-0.43915130547583,-0.209843459483885,6,2,0.625846365707581,0.89003357426201,7.77777777777778,2.88888888888889,0.281868131868132,0.229307845991945,-0.229307845991945,0.264187208554429,-0.264187208554429,0.15056607244673,4,0.847297860387204,4,4.88888888888889,0.814099790977608,4.88888888888889,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
3.09,"Piacenzian","Cenozoic",-0.580598895161928,-0.716097998592056,1,1,1.1709371246997,1,2.66666666666667,1,0.388888888888889,0.135499103430128,0.135499103430128,0.1709371246997,0.1709371246997,0.0820117484703423,0,0,0,1.66666666666667,0.606135803570316,1.66666666666667,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
4.4665,"Zanclean","Cenozoic",-0.39731261611175,-0.658808217240268,3,1,0.668621959115746,1.07142857142857,4.55555555555556,0.777777777777778,0.313588850174216,0.261495601128518,0.261495601128518,0.402806612312824,-0.402806612312824,0.216240388768361,2,0.693147180559945,2,3.77777777777778,1.13943428318837,3.77777777777778,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
9.438,"Tortonian","Cenozoic",-0.585052441438238,-0.316763329989125,4,1,0.782576536514454,0.866025403784439,4.33333333333333,1,0.538461538461538,0.268289111449113,-0.268289111449113,0.083448867269985,-0.083448867269985,0.0457509062443369,3,0.916290731874155,3,3.33333333333333,0.980829253011726,3.33333333333333,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
12.725,"Serravallian","Cenozoic",0.0698122420090614,-0.0163484289576017,3,1,1.02556089430564,1.4543039572249,4.33333333333333,1.11111111111111,0.4,0.0861606709666631,0.0861606709666631,0.42874306291926,-0.42874306291926,0.191996553520724,2,0.693147180559945,2,3.22222222222222,0.92676203174145,3.22222222222222,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
18.215,"Burdigalian","Cenozoic",0.0462482487759472,-0.0447357729445218,5,1,0.738349203087793,1.80277563773199,4.77777777777778,2,0.795865633074936,0.090984021720469,0.090984021720469,1.0644264346442,-1.0644264346442,0.477674296322551,4,1.09861228866811,4,2.77777777777778,0.655406852577099,2.77777777777778,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
44.55,"Lutetian","Cenozoic",0.0954433366814355,0.00485950217404967,2,1,0.931095470674304,1.11803398874989,3.88888888888889,1,1.24285714285714,0.0905838345073858,0.0905838345073858,0.186938518075586,-0.186938518075586,0.0924008513411563,1,0.405465108108164,1,2.88888888888889,0.893817876022097,2.88888888888889,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
69.1,"Maastrichtian","Mesozoic",0.198565337064907,-0.0630100138541228,5,2,1.05163311253965,1.04485213132355,6.55555555555556,1.44444444444444,0.479791395045632,0.26157535091903,0.26157535091903,0.00678098121610016,0.00678098121610016,0.00331063680492072,3,0.693147180559945,3,5.11111111111112,1.12846525181779,5.11111111111112,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
77.9,"Campanian","Mesozoic",-0.179104972769886,0.254691862804105,5,1,0.915758675519718,1.16386933834288,8.22222222222222,1.55555555555556,0.19980694980695,0.433796835573991,-0.433796835573991,0.248110662823162,-0.248110662823162,0.121784260085577,4,1.09861228866811,4,6.66666666666666,1.28334639186745,6.66666666666666,"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate"
