"bin_midpoint","slope","intercept","quantile","hemisphere","label","color"
"481.975",0.106825073703569,27.2355134541187,"q50","Northern","bad","Bad hemisphere"
"474.2",-0.503232037111036,26.5227454135851,"q50","Northern","good","Northern"
"470.35",-2.36371183665094,96.4802945286418,"q50","Northern","good","Northern"
"463.8",-0.044613259103432,10.2405693500415,"q50","Northern","bad","Bad hemisphere"
"455.5",0.4124997039744,11.3760370990781,"q50","Northern","bad","Bad hemisphere"
"449",-0.458317819985129,23.1955421717238,"q50","Northern","bad","Bad hemisphere"
"444.15",-0.353543947139233,32.7691957255194,"q50","Northern","bad","Bad hemisphere"
"441.8",-0.236639308314899,42.6280508845847,"q50","Northern","good","Northern"
"435.75",-0.512351645874637,32.4392908752663,"q50","Northern","good","Northern"
"428.65",-0.442095051033004,33.3697709152756,"q50","Northern","good","Northern"
"416.32",-1.16673675904702,29.3845670670062,"q50","Northern","bad","Bad hemisphere"
"411.82",1.69325170518969,10.9773296876436,"q50","Northern","bad","Bad hemisphere"
"402.045",-0.173927330250078,26.7914896551037,"q50","Northern","good","Northern"
"385.13",0.346325318562139,5.05376799425343,"q50","Northern","good","Northern"
"338.5",0.0634471098502772,4.84925119737019,"q50","Northern","bad","Bad hemisphere"
"326.85",-1.74665613125468,46.5980916775168,"q50","Northern","bad","Bad hemisphere"
"319.3",-0.255415363362209,35.9513793802714,"q50","Northern","good","Northern"
"311.1",-0.125047780399091,9.2857289887805,"q50","Northern","good","Northern"
"301.3",-0.792691494843508,43.5004450386462,"q50","Northern","good","Northern"
"296.21",-0.418768439693827,39.0015488922702,"q50","Northern","good","Northern"
"291.81",0.06860887927144,30.7203140042775,"q50","Northern","good","Northern"
"286.7",-1.30642952214734,74.5424304485202,"q50","Northern","good","Northern"
"278.85",-0.0869912963442539,19.2231886583484,"q50","Northern","good","Northern"
"270.65",-0.460548389657504,31.4210050308561,"q50","Northern","good","Northern"
"265.59",-0.452489476162269,43.7099697830138,"q50","Northern","good","Northern"
"261.895",-0.26657276783465,33.7297605929048,"q50","Northern","good","Northern"
"256.825",-0.466094588210763,42.1791031493352,"q50","Northern","good","Northern"
"253.021",-0.423163952767657,35.1122056091153,"q50","Northern","good","Northern"
"250.901",-0.0616938657605061,31.4241000361076,"q50","Northern","good","Northern"
"248.3",0.0204214095536752,45.864846430204,"q50","Northern","good","Northern"
"244.082",-0.0357956265341283,22.6565905098969,"q50","Northern","good","Northern"
"239.232",0.0805243962004306,13.7900281674466,"q50","Northern","good","Northern"
"232.15",-0.162207161235834,14.7380129540837,"q50","Northern","good","Northern"
"216.5",-0.0189468840386629,17.0641620316137,"q50","Northern","good","Northern"
"203.55",-7.65276036412051e-05,22.6799261111494,"q50","Northern","good","Northern"
"200.45",0.150653803619194,9.57466016354436,"q50","Northern","good","Northern"
"196.2",-0.183541297587705,29.8503889226579,"q50","Northern","good","Northern"
"188.55",0.0600956704073346,19.4566062203379,"q50","Northern","good","Northern"
"179.45",-0.0648692776702067,21.3605054803551,"q50","Northern","good","Northern"
"172.8",-0.00888379883815643,14.707960074483,"q50","Northern","good","Northern"
"169.55",-0.584025049994813,35.0513780074989,"q50","Northern","good","Northern"
"166.75",-0.557216724295348,41.7452119731558,"q50","Northern","good","Northern"
"163.4",-1.47671744802126,71.4968432568476,"q50","Northern","good","Northern"
"158.15",-0.281624918717589,27.9662166003578,"q50","Northern","good","Northern"
"152",-1.34122252139753,102.758714606533,"q50","Northern","bad","Bad hemisphere"
"146.15",-0.205266032819643,37.086238539333,"q50","Northern","good","Northern"
"140.075",0.0260453951912961,24.9631362669719,"q50","Northern","good","Northern"
