"hemisphere","good_count","bad_count","total","greater_than_0","less_than_0","equal_to_0","na_count","reverse_LDG","normal_LDG","flat_LDG","na_LDG","good_stage","bad_stage"
"Northern",63,3,66,23,40,0,0,36.5079365079365,63.4920634920635,0,0,95.4545454545455,4.54545454545455
"Southern",69,9,78,25,44,0,0,36.231884057971,63.768115942029,0,0,88.4615384615385,11.5384615384615
