"bin_midpoint","slope","intercept","quantile","hemisphere","label","color"
"481.975",-0.961193432793174,40.3381220313975,"q50","Northern","bad","Bad hemisphere"
"474.2",-0.358520626376574,20.4895679840758,"q50","Northern","good","Northern"
"470.35",-2.65810310206507,109.569782334845,"q50","Northern","good","Northern"
"463.8",-0.755654553670761,17.4212104218376,"q50","Northern","bad","Bad hemisphere"
"455.5",0.640261910456837,8.92001741061665,"q50","Northern","bad","Bad hemisphere"
"449",0.0274155643739909,16.8874968265765,"q50","Northern","bad","Bad hemisphere"
"444.15",0.239870438853962,27.2022902292716,"q50","Northern","bad","Bad hemisphere"
"441.8",0.0106845221501425,38.7161128857703,"q50","Northern","good","Northern"
"435.75",0.0283271093062618,12.169400057333,"q50","Northern","good","Northern"
"428.65",-0.129454777748376,24.555830431671,"q50","Northern","good","Northern"
"416.32",-1.59929613864258,32.643622606771,"q50","Northern","bad","Bad hemisphere"
"402.045",-0.270806494442539,28.2592087975677,"q50","Northern","good","Northern"
"385.13",0.428455394223469,2.32821800558244,"q50","Northern","good","Northern"
"365.505",-0.285293342731074,9.86639476944964,"q50","Northern","bad","Bad hemisphere"
"338.5",0.13881352587865,3.99355864476147,"q50","Northern","bad","Bad hemisphere"
"326.85",-3.3732262901988,59.0687305066607,"q50","Northern","bad","Bad hemisphere"
"319.3",-0.276560658812582,36.1223066621504,"q50","Northern","good","Northern"
"311.1",-0.1010391094367,8.79187834527618,"q50","Northern","good","Northern"
"301.3",-0.749078680477779,43.520609982221,"q50","Northern","good","Northern"
"296.21",-0.0220789748986408,15.0266331537939,"q50","Northern","good","Northern"
"291.81",-0.203439751155828,35.7749237735539,"q50","Northern","good","Northern"
"286.7",-1.11855926112013,62.4963313400192,"q50","Northern","good","Northern"
"278.85",-0.216655838521554,23.1372747207227,"q50","Northern","good","Northern"
"270.65",-0.32022512259717,25.33382418414,"q50","Northern","good","Northern"
"265.59",-0.282084262311907,33.2552968067331,"q50","Northern","good","Northern"
"261.895",-0.14835850196398,29.0654615273402,"q50","Northern","good","Northern"
"256.825",-0.39037631834094,33.2225876657361,"q50","Northern","good","Northern"
"253.021",-0.358314581493418,31.3457546609689,"q50","Northern","good","Northern"
"250.901",-0.107237910130421,36.228717622208,"q50","Northern","good","Northern"
"248.3",-0.186692260828352,48.8133916017528,"q50","Northern","good","Northern"
"244.082",-0.0321568743979795,23.9793792466306,"q50","Northern","good","Northern"
"239.232",-0.00283863123870419,12.7534618392342,"q50","Northern","good","Northern"
"232.15",-0.0612145863546591,9.07773254764318,"q50","Northern","good","Northern"
"216.5",-0.00633728468342677,15.1010652868634,"q50","Northern","good","Northern"
"203.55",-0.191600927462868,38.1301065590195,"q50","Northern","good","Northern"
"200.45",0.0641483008427895,10.3232186320104,"q50","Northern","good","Northern"
"196.2",-0.27190567388611,30.4232898116646,"q50","Northern","good","Northern"
"188.55",-0.111157482245725,24.4121324151532,"q50","Northern","good","Northern"
"179.45",-0.121835010817043,19.2743893270062,"q50","Northern","good","Northern"
"172.8",0.0924927606031059,7.23441971912756,"q50","Northern","good","Northern"
"169.55",-0.414290912400993,27.6229044926181,"q50","Northern","good","Northern"
"166.75",-0.407910096977419,38.900717731325,"q50","Northern","good","Northern"
"163.4",-1.08819665497955,57.2005113963683,"q50","Northern","good","Northern"
"158.15",-0.385153153885232,28.5710212940717,"q50","Northern","good","Northern"
"152",-0.99623531764564,89.1729174197952,"q50","Northern","bad","Bad hemisphere"
"146.15",-0.341050433440062,33.5899586780996,"q50","Northern","good","Northern"
"140.075",0.415801387219891,7.71373378740116,"q50","Northern","good","Northern"
"134.825",0.0502876406502926,25.1623542086433,"q50","Northern","bad","Bad hemisphere"
"129.185",-1.50657045709929,89.3243254089156,"q50","Northern","bad","Bad hemisphere"
"123.585",-0.719298504942181,83.3533308239202,"q50","Northern","good","Northern"
"117.3",-0.174318818514943,24.0026320759296,"q50","Northern","good","Northern"
"106.85",-0.338842214218484,29.7524257104684,"q50","Northern","good","Northern"
"97.2",-0.545170032615861,36.5564203296378,"q50","Northern","good","Northern"
"91.85",-0.485989661001734,34.7723366283126,"q50","Northern","good","Northern"
"87.75",-0.404296659347039,26.3472131117716,"q50","Northern","good","Northern"
"84.65",-0.238921006111702,24.1737635629185,"q50","Northern","good","Northern"
"77.9",0.0586440897251024,14.3383187960061,"q50","Northern","good","Northern"
"69.1",0.366644232954159,5.0258436145546,"q50","Northern","good","Northern"
"63.83",0.991543669351837,-3.72122705943571,"q50","Northern","bad","Bad hemisphere"
"60.45",0.679161592816854,40.6765512361002,"q50","Northern","bad","Bad hemisphere"
"57.62",-0.305358773622391,36.9564130943677,"q50","Northern","bad","Bad hemisphere"
"52.035",0.390685901020462,11.6214629458357,"q50","Northern","good","Northern"
"44.55",0.157223554444056,6.88412760430966,"q50","Northern","good","Northern"
"39.37",-0.494401045892949,46.8103040925304,"q50","Northern","good","Northern"
"35.805",-0.0135754222486883,12.5304796757266,"q50","Northern","good","Northern"
"30.6",0.304932927995406,7.44681260510403,"q50","Northern","good","Northern"
"25.17",-0.0818907026165268,25.9536738682664,"q50","Northern","good","Northern"
"21.745",-0.676182267460876,47.6276537313591,"q50","Northern","good","Northern"
"18.215",-0.203235545607354,15.259015013203,"q50","Northern","good","Northern"
"14.9",-0.481485811817628,34.2591446515373,"q50","Northern","good","Northern"
"12.725",0.180158311192182,8.6483351005146,"q50","Northern","good","Northern"
"9.438",-0.979233111236082,65.1758246948977,"q50","Northern","good","Northern"
"6.2895",-1.36730483931933,85.1599515098146,"q50","Northern","good","Northern"
"4.4665",-0.509422650277608,39.3886336848272,"q50","Northern","good","Northern"
"3.09",-0.307028119253766,42.9844415988156,"q50","Northern","good","Northern"
"1.29585",-0.361267783009471,31.6026093113321,"q50","Northern","good","Northern"
"0.00585",-1.00140414358258,76.4286021370543,"q50","Northern","good","Northern"
"481.975",0.603164574244194,11.6552051426139,"q50","Southern","good","Southern"
