"bin_midpoint","slope","intercept","quantile","hemisphere","label","color","n_cells","sum_nT","mean_nT","median_nT","n_valid_lat_bins","min_abs_lat","max_abs_lat","lat_range","mean_t_over_nT","max_t_over_nT","prop_high_extrapolation","k_min","k_max","k_mean","k_median","k_cv","k_evenness","dominant_lat_bin_prop","sampling_profile_dissim"
402.045,0.0214288909424471,19.7400573021229,"q50","Northern","good","Northern",11,971,88.2727272727273,53,4,1.25e-09,37.83486706,37.83486705875,0.876956882680504,1.77180579130435,0.0909090909090909,1,7,2.75,1.5,1.04446593573419,0.363636363636364,0.636363636363636,0.5625
416.32,-1.64272817725237,32.5273650216638,"q50","Northern","bad","Bad hemisphere",11,518,47.0909090909091,37,2,5.56e-10,18.36362995,18.363629949444,0.913866289306236,1.87220779909091,0.181818181818182,2,9,5.5,5.5,0.899954085146515,0.363636363636364,0.818181818181818,1
428.65,-0.484360060634826,34.660250250239,"q50","Northern","good","Northern",8,600,75,63.5,4,2.34583737,35.4953297,33.14949233,0.858702471146775,1.72822710879121,0.125,1,5,2,1,1,0.5,0.625,0
435.75,-0.165289580915393,15.4237510775457,"q50","Northern","good","Northern",11,497,45.1818181818182,25,4,2.725738484,35.92014927,33.194410786,1.14904791958813,1.82094288210526,0.363636363636364,1,5,2.75,2.5,0.74965556829412,0.363636363636364,0.454545454545455,0.36
441.8,-0.887849609894725,65.4460081992483,"q50","Northern","good","Northern",6,410,68.3333333333333,47,3,9.28e-10,33.22344509,33.223445089072,0.444991751342183,0.723508004117647,0,1,4,2,1,0.866025403784439,0.5,0.666666666666667,0.45
444.15,0.246384594298574,27.2197271164424,"q50","Northern","bad","Bad hemisphere",8,311,38.875,32.5,2,5.377961062,13.92412653,8.546165468,0.934348360353746,1.60160470090909,0.125,3,5,4,4,0.353553390593274,0.75,0.625,0
449,-0.453076384930395,22.632981217925,"q50","Northern","good","Northern",24,1632,68,44,3,1.25e-09,27.40789451,27.40789450875,1.1306962918276,1.92666515866667,0.333333333333333,2,13,8,9,0.695970545353753,0.25,0.541666666666667,0.463235294117647
455.5,0.65764948493006,8.96655995116538,"q50","Northern","bad","Bad hemisphere",16,924,57.75,37.5,2,2.725738484,16.46543653,13.739698046,1.02717792602845,1.869993325,0.25,7,9,8,8,0.176776695296637,0.875,0.5625,0.509433962264151
463.8,-0.342959592086352,13.7715813596561,"q50","Northern","good","Northern",22,1069,48.5909090909091,31,3,2.42e-09,19.83993089,19.83993088758,0.889028957187114,1.77677604357143,0.227272727272727,1,11,7.33333333333333,10,0.751032347357196,0.136363636363636,0.5,0.76271186440678
470.35,-2.50602948222566,105.912800526472,"q50","Northern","good","Northern",3,129,43,33,3,12.12391042,31.56517556,19.44126514,0.675471481615763,1.06493821393939,0,1,1,1,1,0,1,0.333333333333333,3.375
474.2,-0.467000673677253,21.354015825335,"q50","Northern","good","Northern",19,1213,63.8421052631579,43,4,2.430801149,32.71487219,30.284071041,0.802989954332768,1.82065793534884,0.157894736842105,1,10,4.75,4,0.81309685798291,0.210526315789474,0.526315789473684,0.692307692307692
481.975,-0.572764276395978,36.3464028565665,"q50","Northern","good","Northern",16,712,44.5,33,3,1.38e-09,22.47357343,22.47357342862,0.912835191837523,1.6993112212,0.125,4,8,5.33333333333333,4,0.433012701892219,0.75,0.5,1
0.00585,0.107627098768233,23.5130453728685,"q50","Southern","good","Southern",6,421,70.1666666666667,36.5,3,5.389250306,55.65550965,50.266259344,0.68823808413791,1.06890809891304,0,2,2,2,2,0,1,0.333333333333333,1.5
1.29585,-0.174003515443871,19.6920418438408,"q50","Southern","good","Southern",19,1956,102.947368421053,90,6,4.652406731,78.13514109,73.482734359,0.908776938038357,1.87134043203883,0.0526315789473684,1,8,3.16666666666667,2,0.880065472255936,0.315789473684211,0.421052631578947,0.473684210526316
3.09,-0.598251584774521,32.1636891904746,"q50","Southern","good","Southern",9,767,85.2222222222222,100,4,7.257987316,43.78271467,36.524727354,0.860732523275945,1.73081931714286,0.111111111111111,1,4,2.25,2,0.559246995205241,0.444444444444444,0.444444444444444,1
4.4665,-0.233362753038423,24.1518172747995,"q50","Southern","good","Southern",9,927,103,78,6,7.268493841,64.93572784,57.667233999,0.859977973477462,1.68625906538462,0.111111111111111,1,3,1.5,1,0.557773351022717,0.666666666666667,0.333333333333333,1
9.438,-1.0055665359981,48.5194626032915,"q50","Southern","good","Southern",11,1020,92.7272727272727,21,4,2.42e-09,46.44661908,46.44661907758,1.23926116139116,1.869993325,0.181818181818182,2,3,2.75,3,0.181818181818182,0.727272727272727,0.272727272727273,1.22727272727273
12.725,-0.0573641441424737,10.7828340547967,"q50","Southern","good","Southern",10,891,89.1,82.5,4,2.417243936,48.48205597,46.064812034,0.887911335543554,1.57524418384615,0.2,1,5,2.5,2,0.76594168620507,0.4,0.5,1.35
18.215,-0.0298276812403241,13.1144902922816,"q50","Southern","good","Southern",19,2404,126.526315789474,108,5,1.363525139,62.35153207,60.988006931,0.919089151858013,1.59238944266667,0.210526315789474,1,11,3.8,1,1.15310012106351,0.263157894736842,0.578947368421053,1.18421052631579
25.17,0.463504295651754,-0.990409766591829,"q50","Southern","good","Southern",5,444,88.8,32,3,2.417243936,52.7418821,50.324638164,1.01159560139788,1.7684848140625,0.2,1,3,1.66666666666667,1,0.692820323027551,0.6,0.6,0.9
30.6,0.135196189011949,4.72610639392153,"q50","Southern","bad","Bad hemisphere",5,192,38.4,35,2,15.43563567,52.47602712,37.04039145,0.774520600803,1.11907096230769,0,1,4,2.5,2.5,0.848528137423857,0.4,0.8,0
35.805,0.0504159927284722,6.3014278887892,"q50","Southern","bad","Bad hemisphere",12,817,68.0833333333333,45,3,15.43563567,64.93572784,49.50009217,1.01876388897288,1.70090374769231,0.166666666666667,2,8,4,2,0.866025403784439,0.5,0.666666666666667,0
39.37,-1.02828738478644,71.2985318481665,"q50","Southern","bad","Bad hemisphere",5,595,119,23,3,8.459350748,56.83208278,48.372732032,0.877109546049955,1.49314503472222,0,1,3,1.66666666666667,1,0.692820323027551,0.6,0.6,0.9
44.55,-0.354212258017767,23.1040450229844,"q50","Southern","good","Southern",6,687,114.5,62,3,4.29e-09,52.18073129,52.18073128571,0.705896903922798,1.21001823127273,0,2,2,2,2,0,1,0.333333333333333,1.5
52.035,0.336144205853662,7.12930074063401,"q50","Southern","good","Southern",7,555,79.2857142857143,45,4,1.51e-09,64.03361657,64.03361656849,0.967614735135053,1.71174639166667,0.142857142857143,1,3,1.75,1.5,0.547101204432193,0.571428571428571,0.428571428571429,1.92857142857143
57.62,0.606748971392827,4.33173067209537,"q50","Southern","bad","Bad hemisphere",3,192,64,71,2,5.423991198,60.37322471,54.949233512,1.18461084197818,1.73081931714286,0.333333333333333,1,2,1.5,1.5,0.471404520791032,0.666666666666667,0.666666666666667,1.5
63.83,0.100987339839476,19.004286938803,"q50","Southern","good","Southern",8,1123,140.375,62.5,4,28.11693699,64.03361657,35.91667958,0.767608653945941,1.92666515866667,0.25,1,3,2,2,0.408248290463863,0.5,0.375,0
69.1,0.213441810314466,5.67576166310981,"q50","Southern","bad","Bad hemisphere",8,1255,156.875,141,3,30.41926784,62.21416855,31.79490071,0.379996119000785,0.869160171428571,0,1,5,2.66666666666667,2,0.7806247497998,0.375,0.625,0
77.9,0.219779446767454,0.636612903264233,"q50","Southern","good","Southern",10,218,21.8,20,5,1.335343626,62.21416855,60.878824924,0.819339569883169,1.28746112137931,0,1,4,2,1,0.707106781186548,0.5,0.4,1.35
84.65,-0.292067410968336,52.3598105119706,"q50","Southern","bad","Bad hemisphere",3,408,136,88,2,18.75322031,62.43585177,43.68263146,0.636805219640533,1.65283964590909,0.333333333333333,1,2,1.5,1.5,0.471404520791032,0.666666666666667,0.666666666666667,0
87.75,-0.898149890607642,66.7212964526537,"q50","Southern","bad","Bad hemisphere",4,144,36,13,3,9.512625916,67.51421302,58.001587104,0.925494750227848,1.6993112212,0.25,1,2,1.33333333333333,1,0.433012701892219,0.75,0.5,1.125
91.85,-0.523615665762023,45.0002266360692,"q50","Southern","bad","Bad hemisphere",9,688,76.4444444444444,53,3,4.699297745,69.15870367,64.459405925,0.974146671457603,1.76247951391304,0.222222222222222,2,4,3,3,0.333333333333333,0.666666666666667,0.444444444444444,1.5
97.2,-0.340949650782498,38.7852442594317,"q50","Southern","good","Southern",6,305,50.8333333333333,33,4,7.058615339,67.8950996,60.836484261,0.741561545481871,1.793654736,0.166666666666667,1,3,1.5,1,0.666666666666667,0.666666666666667,0.5,0.75
106.85,-0.0403626172192182,25.6083293189595,"q50","Southern","good","Southern",19,869,45.7368421052632,15,6,1.378811145,78.13514109,76.756329945,0.801130585856326,1.8267792325,0.0526315789473684,1,6,3.16666666666667,2.5,0.731560014900802,0.315789473684211,0.31578947368421,0.473684210526316
117.3,0.0116953794217325,8.46066948359772,"q50","Southern","good","Southern",8,313,39.125,20.5,5,8.095024433,80.06868165,71.973657217,0.70039082340162,1.57524418384615,0.125,1,3,1.6,1,0.559016994374947,0.625,0.375,0.5625
123.585,-1.0699368221927,80.4759036329995,"q50","Southern","good","Southern",3,56,18.6666666666667,15,3,28.98217984,44.31990608,15.33772624,0.830523276663736,1.50595327307692,0.333333333333333,1,1,1,1,0,1,0.333333333333333,0
