"bin_midpoint","slope","intercept","quantile","hemisphere","label","color","bin","stage","short","bottom","top","dur","climate_state","climate_color"
84.65,-0.245344684583106,29.9906741030027,"q60","Northern","good","Northern",76,"Santonian","San",85.7,83.6,2.1,"Hothouse","#95484b"
87.75,-0.422860185364046,28.2828196574576,"q60","Northern","good","Northern",75,"Coniacian","Con",89.8,85.7,4.1,"Hothouse","#95484b"
91.85,-0.0144435042542432,19.2051818856551,"q60","Northern","good","Northern",74,"Turonian","Tur",93.9,89.8,4.1,"Hothouse","#95484b"
97.2,-0.537718294307467,39.9905893465137,"q60","Northern","good","Northern",73,"Cenomanian","Cen",100.5,93.9,6.6,"Hothouse","#95484b"
106.85,-0.398453239346542,34.4903326317006,"q60","Northern","good","Northern",72,"Albian","Alb",113.2,100.5,12.7,"Warmhouse","#b57a51"
117.3,-0.178630994844286,34.2625193704632,"q60","Northern","good","Northern",71,"Aptian","Apt",121.4,113.2,8.2,"Hothouse","#95484b"
123.585,-0.505665242733548,60.0694426125735,"q60","Northern","good","Northern",70,"Barremian","Bar",125.77,121.4,4.37,"Hothouse","#95484b"
129.185,-2.12100128970583,123.230077696708,"q60","Northern","good","Northern",69,"Hauterivian","Hau",132.6,125.77,6.83,"Warmhouse","#b57a51"
134.825,-0.442048894001513,64.3709954755057,"q60","Northern","good","Northern",68,"Valanginian","Val",137.05,132.6,4.45,"Warmhouse","#b57a51"
140.075,0.0846175903131051,30.6865543375401,"q60","Northern","good","Northern",67,"Berriasian","Ber",143.1,137.05,6.05,"Warmhouse","#b57a51"
146.15,0.0151740392560939,20.5357340075827,"q60","Northern","good","Northern",66,"Tithonian","Tit",149.2,143.1,6.1,"Warmhouse","#b57a51"
152,-1.32037720990592,115.166314657721,"q60","Northern","bad","Bad hemisphere",65,"Kimmeridgian","Kim",154.8,149.2,5.6,"Transitional","#c8c7c7"
158.15,-0.357648771579571,31.7900855854301,"q60","Northern","good","Northern",64,"Oxfordian","Oxf",161.5,154.8,6.7,"Transitional","#c8c7c7"
163.4,-1.24976015121619,72.3263146962347,"q60","Northern","good","Northern",63,"Callovian","Cal",165.3,161.5,3.8,"Coolhouse","#007d65"
166.75,-0.561910213715318,43.7848645408959,"q60","Northern","good","Northern",62,"Bathonian","Bat",168.2,165.3,2.9,"Coldhouse","#005344"
169.55,-0.571417366311821,38.7999301632998,"q60","Northern","good","Northern",61,"Bajocian","Baj",170.9,168.2,2.7,"Coolhouse","#007d65"
172.8,0.0975029692323061,14.3469915353487,"q60","Northern","good","Northern",60,"Aalenian","Aal",174.7,170.9,3.8,"Transitional","#c8c7c7"
179.45,-0.0566425697318489,23.2529497152435,"q60","Northern","good","Northern",59,"Toarcian","Toa",184.2,174.7,9.5,"Warmhouse","#b57a51"
188.55,0.00388902683422209,21.5786246918393,"q60","Northern","good","Northern",58,"Pliensbachian","Plb",192.9,184.2,8.7,"Transitional","#c8c7c7"
196.2,-0.162894684981581,31.5829751347881,"q60","Northern","good","Northern",57,"Sinemurian","Sin",199.5,192.9,6.6,"Transitional","#c8c7c7"
200.45,0.084534481155,6.46050471507887,"q60","Northern","good","Northern",56,"Hettangian","Het",201.4,199.5,1.9,"Transitional","#c8c7c7"
203.55,0.0450588435533451,23.2539378990872,"q60","Northern","good","Northern",55,"Rhaetian","Rha",205.7,201.4,4.3,"Coolhouse","#007d65"
216.5,-0.0576941823765708,19.8120384639432,"q60","Northern","good","Northern",54,"Norian","Nor",227.3,205.7,21.6,"Transitional","#c8c7c7"
232.15,-0.214394073582292,16.9103445660976,"q60","Northern","good","Northern",53,"Carnian","Car",237,227.3,9.7,"Transitional","#c8c7c7"
239.232,0.0997113687906982,17.3335132296833,"q60","Northern","good","Northern",52,"Ladinian","Lad",241.464,237,4.464,"Coolhouse","#007d65"
244.082,-0.0678199188031356,23.4496828657505,"q60","Northern","good","Northern",51,"Anisian","Ani",246.7,241.464,5.236,"Warmhouse","#b57a51"
248.3,-0.108458605954469,52.0047952223089,"q60","Northern","good","Northern",50,"Olenekian","Ole",249.9,246.7,3.2,"Warmhouse","#b57a51"
250.901,-0.0410928071301527,36.9249602661628,"q60","Northern","good","Northern",49,"Induan","Ind",251.902,249.9,2.002,"Hothouse","#95484b"
253.021,-0.381376063096435,35.3764594323508,"q60","Northern","good","Northern",48,"Changhsingian","Chg",254.14,251.902,2.238,"Coldhouse","#005344"
256.825,-0.441890884161293,43.0503735834876,"q60","Northern","good","Northern",47,"Wuchiapingian","Wuc",259.51,254.14,5.37,"Coolhouse","#007d65"
261.895,-0.359862579354227,45.4207421274552,"q60","Northern","good","Northern",46,"Capitanian","Cap",264.28,259.51,4.77,"Coolhouse","#007d65"
265.59,-0.544511817433079,47.4750959785566,"q60","Northern","good","Northern",45,"Wordian","Wor",266.9,264.28,2.62,"Coolhouse","#007d65"
270.65,-0.537385073254723,37.0003768844446,"q60","Northern","good","Northern",44,"Roadian","Roa",274.4,266.9,7.5,"Coldhouse","#005344"
278.85,-0.240262886028169,25.1644046827833,"q60","Northern","good","Northern",43,"Kungurian","Kun",283.3,274.4,8.9,"Coolhouse","#007d65"
286.7,-1.1416743062276,71.2906928499753,"q60","Northern","good","Northern",42,"Artinskian","Art",290.1,283.3,6.8,"Coolhouse","#007d65"
291.81,-0.0631791619970102,36.52073507972,"q60","Northern","good","Northern",41,"Sakmarian","Sak",293.52,290.1,3.42,"Coolhouse","#007d65"
296.21,-0.115111068735956,24.0540450583753,"q60","Northern","good","Northern",40,"Asselian","Ass",298.9,293.52,5.38,"Coolhouse","#007d65"
301.3,-0.842838052012733,45.6878382996426,"q60","Northern","good","Northern",39,"Gzhelian","Gzh",303.7,298.9,4.8,"Coldhouse","#005344"
305.35,-0.404858327567448,18.6665810422162,"q60","Northern","bad","Bad hemisphere",38,"Kasimovian","Kas",307,303.7,3.3,"Coldhouse","#005344"
311.1,-0.0702702520498275,7.70489591139533,"q60","Northern","good","Northern",37,"Moscovian","Mos",315.2,307,8.2,"Coldhouse","#005344"
319.3,-0.364063375964858,39.7021744947138,"q60","Northern","good","Northern",36,"Bashkirian","Bas",323.4,315.2,8.2,"Coldhouse","#005344"
326.85,-1.81812644393835,51.6183972400455,"q60","Northern","good","Northern",35,"Serpukhovian","Ser",330.3,323.4,6.9,"Coldhouse","#005344"
338.5,0.063074359034342,4.79801882540001,"q60","Northern","good","Northern",34,"Visean","Vis",346.7,330.3,16.4,"Coldhouse","#005344"
352.78,-0.433283400951409,23.6397663000315,"q60","Northern","bad","Bad hemisphere",33,"Tournaisian","Tou",358.86,346.7,12.16,"Coolhouse","#007d65"
365.505,-0.498467635005128,13.6399409123128,"q60","Northern","bad","Bad hemisphere",32,"Famennian","Fam",372.15,358.86,13.29,"Transitional","#c8c7c7"
377.23,-0.815695000324453,77.1756847670687,"q60","Northern","bad","Bad hemisphere",31,"Frasnian","Fra",382.31,372.15,10.16,"Warmhouse","#b57a51"
385.13,0.295717783212819,6.03722940259376,"q60","Northern","good","Northern",30,"Givetian","Giv",387.95,382.31,5.64,"Warmhouse","#b57a51"
402.045,0.124091007641952,18.4566072874319,"q60","Northern","good","Northern",28,"Emsian","Ems",410.62,393.47,17.15,"Transitional","#c8c7c7"
411.82,1.84411062230752,9.01129323148905,"q60","Northern","bad","Bad hemisphere",27,"Pragian","Pra",413.02,410.62,2.4,"Hothouse","#95484b"
416.32,-1.19834143447345,31.6380626270841,"q60","Northern","good","Northern",26,"Lochkovian","Loc",419.62,413.02,6.6,"Hothouse","#95484b"
421.16,-0.455688521330828,32.1542315039714,"q60","Northern","bad","Bad hemisphere",25,"Pridoli","Pri",422.7,419.62,3.08,"Hothouse","#95484b"
428.65,-0.404561684367115,30.5493004016192,"q60","Northern","good","Northern",22,"Homerian","Hom",430.6,426.7,3.9,"Coolhouse","#007d65"
435.75,-0.333257976428466,25.1743554266614,"q60","Northern","good","Northern",20,"Telychian","Tel",438.6,432.9,5.7,"Transitional","#c8c7c7"
439.55,3.78465755883588,-4.73863028663065,"q60","Northern","bad","Bad hemisphere",19,"Aeronian","Aer",440.5,438.6,1.9,"Coolhouse","#007d65"
441.8,-0.775484415800903,49.9957482895247,"q60","Northern","good","Northern",18,"Rhuddanian","Rhu",443.1,440.5,2.6,"Coolhouse","#007d65"
444.15,-0.334208886730763,32.5303839555524,"q60","Northern","good","Northern",17,"Hirnantian","Hir",445.2,443.1,2.1,"Coolhouse","#007d65"
449,-0.470691702472603,25.4847494186354,"q60","Northern","good","Northern",16,"Katian","Kat",452.8,445.2,7.6,"Warmhouse","#b57a51"
455.5,0.552222391348129,10.2679429380472,"q60","Northern","good","Northern",15,"Sandbian","Sbd",458.2,452.8,5.4,"Warmhouse","#b57a51"
463.8,-0.390574579177476,15.3646131817189,"q60","Northern","good","Northern",14,"Darriwilian","Dar",469.4,458.2,11.2,"Hothouse","#95484b"
470.35,-2.38403144877838,92.8698621475546,"q60","Northern","good","Northern",13,"Dapingian","Dap",471.3,469.4,1.9,"Hothouse","#95484b"
474.2,-0.639529514965582,29.6468547950744,"q60","Northern","good","Northern",12,"Floian","Flo",477.1,471.3,5.8,"Hothouse","#95484b"
481.975,-0.36121943400942,37.8063982784977,"q60","Northern","good","Northern",11,"Tremadocian","Tre",486.85,477.1,9.75,"Hothouse","#95484b"
0.00585,0.220027829017352,21.0674745883793,"q60","Southern","good","Southern",97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#005344"
1.29585,-0.191703654006237,22.938424270459,"q60","Southern","good","Southern",96,"Pleistocene","Ple",2.58,0.0117,2.5683,"Coldhouse","#005344"
3.09,-0.613384195779605,33.1652318680195,"q60","Southern","good","Southern",95,"Piacenzian","Pia",3.6,2.58,1.02,"Coldhouse","#005344"
4.4665,-0.304143980727655,28.9705721114106,"q60","Southern","good","Southern",94,"Zanclean","Zan",5.333,3.6,1.733,"Coldhouse","#005344"
9.438,-0.836869727340866,57.87002467019,"q60","Southern","good","Southern",92,"Tortonian","Tor",11.63,7.246,4.384,"Coolhouse","#007d65"
12.725,-0.323558214869248,24.4179089183238,"q60","Southern","good","Southern",91,"Serravallian","Ser",13.82,11.63,2.19,"Transitional","#c8c7c7"
18.215,0.0126103125641606,14.6835910150842,"q60","Southern","good","Southern",89,"Burdigalian","Bur",20.45,15.98,4.47,"Transitional","#c8c7c7"
25.17,0.579640160193301,-0.256827109185192,"q60","Southern","bad","Bad hemisphere",87,"Chattian","Cht",27.3,23.04,4.26,"Transitional","#c8c7c7"
30.6,0.201561129008453,3.01479641787498,"q60","Southern","bad","Bad hemisphere",86,"Rupelian","Rup",33.9,27.3,6.6,"Transitional","#c8c7c7"
35.805,0.0489073071523732,9.81504371926109,"q60","Southern","bad","Bad hemisphere",85,"Priabonian","Prb",37.71,33.9,3.81,"Warmhouse","#b57a51"
39.37,-1.3448197228449,80.3765372310444,"q60","Southern","bad","Bad hemisphere",84,"Bartonian","Brt",41.03,37.71,3.32,"Warmhouse","#b57a51"
44.55,-0.217805122894893,18.6241353401764,"q60","Southern","good","Southern",83,"Lutetian","Lut",48.07,41.03,7.04,"Warmhouse","#b57a51"
52.035,0.337174598510615,7.32657416599753,"q60","Southern","bad","Bad hemisphere",82,"Ypresian","Ypr",56,48.07,7.93,"Hothouse","#95484b"
57.62,0.809732569371488,4.6595342712283,"q60","Southern","bad","Bad hemisphere",81,"Thanetian","Th",59.24,56,3.24,"Warmhouse","#b57a51"
63.83,0.0405098591287172,25.7129153226919,"q60","Southern","good","Southern",79,"Danian","Dan",66,61.66,4.34,"Hothouse","#95484b"
69.1,0.620912578568018,-11.7177961236918,"q60","Southern","good","Southern",78,"Maastrichtian","Maa",72.2,66,6.2,"Transitional","#c8c7c7"
77.9,0.177267594630292,4.26993710943854,"q60","Southern","good","Southern",77,"Campanian","Cam",83.6,72.2,11.4,"Warmhouse","#b57a51"
84.65,-0.335050940227188,53.52818215299,"q60","Southern","bad","Bad hemisphere",76,"Santonian","San",85.7,83.6,2.1,"Hothouse","#95484b"
87.75,-0.840841942141786,72.0186435574441,"q60","Southern","bad","Bad hemisphere",75,"Coniacian","Con",89.8,85.7,4.1,"Hothouse","#95484b"
91.85,-0.568351354740036,51.5631023776212,"q60","Southern","good","Southern",74,"Turonian","Tur",93.9,89.8,4.1,"Hothouse","#95484b"
97.2,-0.256948536968332,32.954805583753,"q60","Southern","good","Southern",73,"Cenomanian","Cen",100.5,93.9,6.6,"Hothouse","#95484b"
106.85,0.0617084745189257,20.5781689324975,"q60","Southern","good","Southern",72,"Albian","Alb",113.2,100.5,12.7,"Warmhouse","#b57a51"
117.3,0.0294067703643442,8.42118209505079,"q60","Southern","good","Southern",71,"Aptian","Apt",121.4,113.2,8.2,"Hothouse","#95484b"
123.585,-1.60873691376814,102.611103622975,"q60","Southern","good","Southern",70,"Barremian","Bar",125.77,121.4,4.37,"Hothouse","#95484b"
129.185,-4.44478831721537,222.763989520903,"q60","Southern","bad","Bad hemisphere",69,"Hauterivian","Hau",132.6,125.77,6.83,"Warmhouse","#b57a51"
134.825,0.362007398723644,11.1129503720067,"q60","Southern","good","Southern",68,"Valanginian","Val",137.05,132.6,4.45,"Warmhouse","#b57a51"
146.15,-1.2375395479848,102.944355023564,"q60","Southern","bad","Bad hemisphere",66,"Tithonian","Tit",149.2,143.1,6.1,"Warmhouse","#b57a51"
152,-0.469855326017658,55.7771115847415,"q60","Southern","good","Southern",65,"Kimmeridgian","Kim",154.8,149.2,5.6,"Transitional","#c8c7c7"
158.15,-0.300554142829945,40.5847738232259,"q60","Southern","good","Southern",64,"Oxfordian","Oxf",161.5,154.8,6.7,"Transitional","#c8c7c7"
163.4,0.00461442500894117,45.448428622966,"q60","Southern","good","Southern",63,"Callovian","Cal",165.3,161.5,3.8,"Coolhouse","#007d65"
166.75,-0.509479366254793,54.1164937181694,"q60","Southern","good","Southern",62,"Bathonian","Bat",168.2,165.3,2.9,"Coldhouse","#005344"
169.55,-0.496262528850847,45.4402168279595,"q60","Southern","good","Southern",61,"Bajocian","Baj",170.9,168.2,2.7,"Coolhouse","#007d65"
172.8,-5.31770150845533,161.606107422231,"q60","Southern","bad","Bad hemisphere",60,"Aalenian","Aal",174.7,170.9,3.8,"Transitional","#c8c7c7"
179.45,-0.346606974540517,52.2876062143595,"q60","Southern","good","Southern",59,"Toarcian","Toa",184.2,174.7,9.5,"Warmhouse","#b57a51"
188.55,-0.828162404008888,66.2361689656253,"q60","Southern","bad","Bad hemisphere",58,"Pliensbachian","Plb",192.9,184.2,8.7,"Transitional","#c8c7c7"
196.2,-0.153125998919624,36.6027730759802,"q60","Southern","good","Southern",57,"Sinemurian","Sin",199.5,192.9,6.6,"Transitional","#c8c7c7"
200.45,0.0291028161830725,5.0361764064779,"q60","Southern","bad","Bad hemisphere",56,"Hettangian","Het",201.4,199.5,1.9,"Transitional","#c8c7c7"
203.55,-0.921021170573145,77.7606886881878,"q60","Southern","good","Southern",55,"Rhaetian","Rha",205.7,201.4,4.3,"Coolhouse","#007d65"
216.5,-0.2714002681961,30.9885253297745,"q60","Southern","good","Southern",54,"Norian","Nor",227.3,205.7,21.6,"Transitional","#c8c7c7"
232.15,0.259908623612948,-4.21330053207389,"q60","Southern","bad","Bad hemisphere",53,"Carnian","Car",237,227.3,9.7,"Transitional","#c8c7c7"
239.232,-0.149218490099477,14.2672552677277,"q60","Southern","bad","Bad hemisphere",52,"Ladinian","Lad",241.464,237,4.464,"Coolhouse","#007d65"
244.082,-0.578910685398066,42.2483209294723,"q60","Southern","good","Southern",51,"Anisian","Ani",246.7,241.464,5.236,"Warmhouse","#b57a51"
248.3,0.106736836936867,25.6223665452706,"q60","Southern","good","Southern",50,"Olenekian","Ole",249.9,246.7,3.2,"Warmhouse","#b57a51"
250.901,0.318558172281035,5.94995456124756,"q60","Southern","good","Southern",49,"Induan","Ind",251.902,249.9,2.002,"Hothouse","#95484b"
253.021,0.406453690030352,21.118197299306,"q60","Southern","good","Southern",48,"Changhsingian","Chg",254.14,251.902,2.238,"Coldhouse","#005344"
256.825,-0.199595367652773,34.2568719557877,"q60","Southern","good","Southern",47,"Wuchiapingian","Wuc",259.51,254.14,5.37,"Coolhouse","#007d65"
261.895,0.0796549689081557,20.5653093562977,"q60","Southern","good","Southern",46,"Capitanian","Cap",264.28,259.51,4.77,"Coolhouse","#007d65"
265.59,-0.360106355130524,39.2306816335882,"q60","Southern","good","Southern",45,"Wordian","Wor",266.9,264.28,2.62,"Coolhouse","#007d65"
270.65,-0.211016312114633,26.3417553668728,"q60","Southern","good","Southern",44,"Roadian","Roa",274.4,266.9,7.5,"Coldhouse","#005344"
278.85,0.003221688685376,16.635848828567,"q60","Southern","good","Southern",43,"Kungurian","Kun",283.3,274.4,8.9,"Coolhouse","#007d65"
286.7,-0.0192744593731437,20.4055095371251,"q60","Southern","good","Southern",42,"Artinskian","Art",290.1,283.3,6.8,"Coolhouse","#007d65"
291.81,-0.437405072235779,60.6209789216843,"q60","Southern","good","Southern",41,"Sakmarian","Sak",293.52,290.1,3.42,"Coolhouse","#007d65"
296.21,-1.00740994051379,67.0050383274753,"q60","Southern","good","Southern",40,"Asselian","Ass",298.9,293.52,5.38,"Coolhouse","#007d65"
301.3,-1.08699021897308,37.8472288147202,"q60","Southern","bad","Bad hemisphere",39,"Gzhelian","Gzh",303.7,298.9,4.8,"Coldhouse","#005344"
305.35,-1.78087343332639,84.2203025368093,"q60","Southern","bad","Bad hemisphere",38,"Kasimovian","Kas",307,303.7,3.3,"Coldhouse","#005344"
311.1,-0.324761430025699,24.1459670888628,"q60","Southern","good","Southern",37,"Moscovian","Mos",315.2,307,8.2,"Coldhouse","#005344"
319.3,-0.239112778682768,38.3962253824734,"q60","Southern","good","Southern",36,"Bashkirian","Bas",323.4,315.2,8.2,"Coldhouse","#005344"
326.85,-0.740150802104448,51.9209818278484,"q60","Southern","good","Southern",35,"Serpukhovian","Ser",330.3,323.4,6.9,"Coldhouse","#005344"
338.5,-0.161073697771493,29.9042361613634,"q60","Southern","good","Southern",34,"Visean","Vis",346.7,330.3,16.4,"Coldhouse","#005344"
352.78,-0.0484662003902321,22.9849053534597,"q60","Southern","good","Southern",33,"Tournaisian","Tou",358.86,346.7,12.16,"Coolhouse","#007d65"
365.505,0.0363778672156699,16.8890298984507,"q60","Southern","good","Southern",32,"Famennian","Fam",372.15,358.86,13.29,"Transitional","#c8c7c7"
377.23,0.73183129103635,24.8351094723891,"q60","Southern","good","Southern",31,"Frasnian","Fra",382.31,372.15,10.16,"Warmhouse","#b57a51"
385.13,-0.0662112191930525,13.8675201594641,"q60","Southern","good","Southern",30,"Givetian","Giv",387.95,382.31,5.64,"Warmhouse","#b57a51"
390.71,-0.157606748045241,31.7424768485792,"q60","Southern","good","Southern",29,"Eifelian","Eif",393.47,387.95,5.52,"Transitional","#c8c7c7"
402.045,-0.141877404236306,36.5836172519704,"q60","Southern","good","Southern",28,"Emsian","Ems",410.62,393.47,17.15,"Transitional","#c8c7c7"
411.82,0.355452490254144,3.26044043279276,"q60","Southern","good","Southern",27,"Pragian","Pra",413.02,410.62,2.4,"Hothouse","#95484b"
416.32,-0.0697967092929936,46.5287633699192,"q60","Southern","good","Southern",26,"Lochkovian","Loc",419.62,413.02,6.6,"Hothouse","#95484b"
421.16,0.0469785022346102,28.6925088815142,"q60","Southern","good","Southern",25,"Pridoli","Pri",422.7,419.62,3.08,"Hothouse","#95484b"
423.85,0.541949605737022,35.8665371262965,"q60","Southern","good","Southern",24,"Ludfordian","Lud",425,422.7,2.3,"Hothouse","#95484b"
425.85,1.77817443538854,-7.27333068432103,"q60","Southern","good","Southern",23,"Gorstian","Gor",426.7,425,1.7,"Warmhouse","#b57a51"
428.65,1.27759978421197,2.58421723924492,"q60","Southern","good","Southern",22,"Homerian","Hom",430.6,426.7,3.9,"Coolhouse","#007d65"
431.75,0.24835039280666,29.7129492579547,"q60","Southern","good","Southern",21,"Sheinwoodian","She",432.9,430.6,2.3,"Coolhouse","#007d65"
435.75,-0.594622434946073,39.6055694306568,"q60","Southern","good","Southern",20,"Telychian","Tel",438.6,432.9,5.7,"Transitional","#c8c7c7"
439.55,1.58842503135604,2.17109508735668,"q60","Southern","good","Southern",19,"Aeronian","Aer",440.5,438.6,1.9,"Coolhouse","#007d65"
441.8,0.969658139544641,25.3406504633359,"q60","Southern","good","Southern",18,"Rhuddanian","Rhu",443.1,440.5,2.6,"Coolhouse","#007d65"
444.15,1.3359236810425,8.84835400274474,"q60","Southern","good","Southern",17,"Hirnantian","Hir",445.2,443.1,2.1,"Coolhouse","#007d65"
449,0.284783318424891,15.1730729882735,"q60","Southern","good","Southern",16,"Katian","Kat",452.8,445.2,7.6,"Warmhouse","#b57a51"
455.5,-0.0146042854442285,32.8836263818884,"q60","Southern","good","Southern",15,"Sandbian","Sbd",458.2,452.8,5.4,"Warmhouse","#b57a51"
463.8,0.195863426808284,14.4906926351869,"q60","Southern","good","Southern",14,"Darriwilian","Dar",469.4,458.2,11.2,"Hothouse","#95484b"
470.35,-0.937534561783613,51.4955008830053,"q60","Southern","bad","Bad hemisphere",13,"Dapingian","Dap",471.3,469.4,1.9,"Hothouse","#95484b"
474.2,0.230077374706754,12.5553129150391,"q60","Southern","good","Southern",12,"Floian","Flo",477.1,471.3,5.8,"Hothouse","#95484b"
481.975,0.441248056496285,26.575720938345,"q60","Southern","good","Southern",11,"Tremadocian","Tre",486.85,477.1,9.75,"Hothouse","#95484b"
0.00585,-0.948294017348321,80.9670965621978,"q75","Northern","good","Northern",97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#005344"
1.29585,-0.545332928064007,48.449641967543,"q75","Northern","good","Northern",96,"Pleistocene","Ple",2.58,0.0117,2.5683,"Coldhouse","#005344"
3.09,-0.765060556384241,74.9516676797547,"q75","Northern","good","Northern",95,"Piacenzian","Pia",3.6,2.58,1.02,"Coldhouse","#005344"
4.4665,-0.467920806151398,53.1866513880746,"q75","Northern","good","Northern",94,"Zanclean","Zan",5.333,3.6,1.733,"Coldhouse","#005344"
6.2895,-1.34006471716008,97.523278806484,"q75","Northern","good","Northern",93,"Messinian","Mes",7.246,5.333,1.913,"Coldhouse","#005344"
9.438,-0.747190704899527,66.8203793890576,"q75","Northern","good","Northern",92,"Tortonian","Tor",11.63,7.246,4.384,"Coolhouse","#007d65"
12.725,0.392736592795743,10.6338416109966,"q75","Northern","good","Northern",91,"Serravallian","Ser",13.82,11.63,2.19,"Transitional","#c8c7c7"
14.9,-0.198936069204896,38.7773098945968,"q75","Northern","good","Northern",90,"Langhian","Lan",15.98,13.82,2.16,"Transitional","#c8c7c7"
18.215,0.125739253792573,15.8083477016199,"q75","Northern","good","Northern",89,"Burdigalian","Bur",20.45,15.98,4.47,"Transitional","#c8c7c7"
21.745,-0.589514687275501,45.33649510221,"q75","Northern","good","Northern",88,"Aquitanian","Aqu",23.04,20.45,2.59,"Coolhouse","#007d65"
25.17,0.0546170286226005,32.7584801539518,"q75","Northern","good","Northern",87,"Chattian","Cht",27.3,23.04,4.26,"Transitional","#c8c7c7"
30.6,0.436011369809111,15.1830839498527,"q75","Northern","good","Northern",86,"Rupelian","Rup",33.9,27.3,6.6,"Transitional","#c8c7c7"
35.805,0.384362355772306,10.9541069409819,"q75","Northern","good","Northern",85,"Priabonian","Prb",37.71,33.9,3.81,"Warmhouse","#b57a51"
39.37,-0.0618021343368372,33.2718600343812,"q75","Northern","good","Northern",84,"Bartonian","Brt",41.03,37.71,3.32,"Warmhouse","#b57a51"
44.55,0.157394390944122,11.8674645591244,"q75","Northern","good","Northern",83,"Lutetian","Lut",48.07,41.03,7.04,"Warmhouse","#b57a51"
52.035,0.347500825742583,19.841964684752,"q75","Northern","good","Northern",82,"Ypresian","Ypr",56,48.07,7.93,"Hothouse","#95484b"
57.62,-0.313016433585379,50.0842922678912,"q75","Northern","good","Northern",81,"Thanetian","Th",59.24,56,3.24,"Warmhouse","#b57a51"
60.45,0.925215574359094,33.3283229450673,"q75","Northern","bad","Bad hemisphere",80,"Selandian","Se",61.66,59.24,2.42,"Hothouse","#95484b"
63.83,0.781342621406786,17.3945626767426,"q75","Northern","good","Northern",79,"Danian","Dan",66,61.66,4.34,"Hothouse","#95484b"
69.1,0.511083498302545,4.68171830297305,"q75","Northern","good","Northern",78,"Maastrichtian","Maa",72.2,66,6.2,"Transitional","#c8c7c7"
77.9,-0.0538207184155602,19.0977856524833,"q75","Northern","good","Northern",77,"Campanian","Cam",83.6,72.2,11.4,"Warmhouse","#b57a51"
84.65,-0.146421265962313,29.1932121752518,"q75","Northern","good","Northern",76,"Santonian","San",85.7,83.6,2.1,"Hothouse","#95484b"
87.75,-0.473815114917186,31.312971865513,"q75","Northern","good","Northern",75,"Coniacian","Con",89.8,85.7,4.1,"Hothouse","#95484b"
91.85,0.0875820080494257,21.5868464348668,"q75","Northern","good","Northern",74,"Turonian","Tur",93.9,89.8,4.1,"Hothouse","#95484b"
97.2,-0.357803924329994,41.4625464291903,"q75","Northern","good","Northern",73,"Cenomanian","Cen",100.5,93.9,6.6,"Hothouse","#95484b"
106.85,-0.332476357282814,37.605483944724,"q75","Northern","good","Northern",72,"Albian","Alb",113.2,100.5,12.7,"Warmhouse","#b57a51"
117.3,-0.131613027467812,34.7063273615525,"q75","Northern","good","Northern",71,"Aptian","Apt",121.4,113.2,8.2,"Hothouse","#95484b"
123.585,-0.679528386493055,72.4915389103512,"q75","Northern","good","Northern",70,"Barremian","Bar",125.77,121.4,4.37,"Hothouse","#95484b"
129.185,-2.25465842022029,132.247995734606,"q75","Northern","good","Northern",69,"Hauterivian","Hau",132.6,125.77,6.83,"Warmhouse","#b57a51"
134.825,-0.629952037685414,80.1636384709429,"q75","Northern","good","Northern",68,"Valanginian","Val",137.05,132.6,4.45,"Warmhouse","#b57a51"
140.075,0.465405528054935,18.7132707465538,"q75","Northern","good","Northern",67,"Berriasian","Ber",143.1,137.05,6.05,"Warmhouse","#b57a51"
146.15,0.15238251630523,19.3344025938135,"q75","Northern","good","Northern",66,"Tithonian","Tit",149.2,143.1,6.1,"Warmhouse","#b57a51"
152,-1.70484363987148,143.531370433872,"q75","Northern","bad","Bad hemisphere",65,"Kimmeridgian","Kim",154.8,149.2,5.6,"Transitional","#c8c7c7"
158.15,-0.342598557461548,38.1399156261595,"q75","Northern","good","Northern",64,"Oxfordian","Oxf",161.5,154.8,6.7,"Transitional","#c8c7c7"
163.4,-1.19894178790154,73.928780135212,"q75","Northern","good","Northern",63,"Callovian","Cal",165.3,161.5,3.8,"Coolhouse","#007d65"
166.75,-0.545298378904707,47.7368257518332,"q75","Northern","good","Northern",62,"Bathonian","Bat",168.2,165.3,2.9,"Coldhouse","#005344"
169.55,-0.568680428807401,44.8886918328097,"q75","Northern","good","Northern",61,"Bajocian","Baj",170.9,168.2,2.7,"Coolhouse","#007d65"
172.8,0.106059810091569,16.693519181947,"q75","Northern","good","Northern",60,"Aalenian","Aal",174.7,170.9,3.8,"Transitional","#c8c7c7"
179.45,0.0248004191121849,28.1183799080954,"q75","Northern","good","Northern",59,"Toarcian","Toa",184.2,174.7,9.5,"Warmhouse","#b57a51"
188.55,0.12904562570509,22.1272174374529,"q75","Northern","good","Northern",58,"Pliensbachian","Plb",192.9,184.2,8.7,"Transitional","#c8c7c7"
196.2,-0.170717870095942,33.2476509749409,"q75","Northern","good","Northern",57,"Sinemurian","Sin",199.5,192.9,6.6,"Transitional","#c8c7c7"
200.45,0.0536910655624043,9.64450583998773,"q75","Northern","good","Northern",56,"Hettangian","Het",201.4,199.5,1.9,"Transitional","#c8c7c7"
203.55,0.00877488807659282,28.227965361381,"q75","Northern","good","Northern",55,"Rhaetian","Rha",205.7,201.4,4.3,"Coolhouse","#007d65"
