"hemisphere","good_count","bad_count","total","greater_than_0","less_than_0","equal_to_0","na_count","reverse_LDG","normal_LDG","flat_LDG","na_LDG","good_stage","bad_stage"
"Northern",62,4,66,20,42,0,0,32.258064516129,67.741935483871,0,0,93.9393939393939,6.06060606060606
"Southern",71,8,79,29,42,0,0,40.8450704225352,59.1549295774648,0,0,89.873417721519,10.126582278481
