"bin_midpoint","stage","hemisphere","slope","intercept","slope_se","p_value","r_squared","n_cells_model","resample_id","k_sample"
402.045,"Emsian","Southern",-0.337576698627116,45.7377365470134,0.314032370634963,0.298330376841691,0.0673582735237612,18,12,3
402.045,"Emsian","Southern",-0.315606299686441,38.6244338028894,0.250168659408588,0.225185143191499,0.090473406643097,18,13,3
402.045,"Emsian","Southern",-0.358245547979722,45.9432525531624,0.284570974927874,0.226125864044959,0.0901244094749819,18,14,3
402.045,"Emsian","Southern",-0.4267582585019,43.0909628954837,0.236967718990055,0.0905937432167296,0.16854125225357,18,15,3
402.045,"Emsian","Southern",-0.329104327996673,41.0906507631445,0.255862115076282,0.216655597806726,0.0937132234836261,18,16,3
402.045,"Emsian","Southern",-0.268030498525606,40.7353497424715,0.320673166899876,0.415554839764489,0.0418371906269677,18,17,3
402.045,"Emsian","Southern",-0.452100947383883,44.3796669184177,0.333334762513721,0.193836704967235,0.10311596923306,18,18,3
402.045,"Emsian","Southern",-0.203865876276194,34.8437273520749,0.270601363015655,0.462163972276378,0.0342586283697587,18,19,3
402.045,"Emsian","Southern",-0.0786633219991073,42.0034182356767,0.375663740920835,0.836780269971315,0.00273298645666311,18,20,3
402.045,"Emsian","Southern",-0.224679607811465,37.4293923990906,0.270247421592475,0.417991448828868,0.04141108559562,18,21,3
402.045,"Emsian","Southern",-0.169283785889371,38.045619171693,0.339854250923041,0.625185584101121,0.0152701198847621,18,22,3
402.045,"Emsian","Southern",-0.228300608591641,37.9565551902943,0.315332248667019,0.47951870318453,0.031721779606702,18,23,3
402.045,"Emsian","Southern",-0.209373974432046,41.0881441915867,0.351169392630616,0.55937015348024,0.0217344599831859,18,24,3
402.045,"Emsian","Southern",-0.080999165701895,38.140083397271,0.353206335072994,0.821521816920897,0.00327611400103919,18,25,3
402.045,"Emsian","Southern",-0.202181594236725,38.6365863783439,0.340793951824768,0.561296309905233,0.0215243243285956,18,26,3
402.045,"Emsian","Southern",-0.287072011270442,43.2950524161675,0.351509339432034,0.426102381246315,0.0400176191473376,18,27,3
402.045,"Emsian","Southern",-0.232387947016933,37.7282620677628,0.31114246892816,0.465967022099285,0.0336903067233876,18,28,3
402.045,"Emsian","Southern",-0.00885370399643073,38.8761616210783,0.361518394046059,0.980764340417883,3.74846047599038e-05,18,29,3
402.045,"Emsian","Southern",-0.437786882120574,45.5750495577256,0.245919459412124,0.0940381460095789,0.165324551735211,18,30,3
402.045,"Emsian","Southern",-0.122761107506637,37.6198549274532,0.32997301581053,0.714749074975075,0.00857638013675105,18,31,3
402.045,"Emsian","Southern",-0.0690090485484379,36.9906411943479,0.327820342813732,0.835928098950468,0.00276197108796528,18,32,3
402.045,"Emsian","Southern",-0.371921187971621,45.2771988473614,0.328288981529689,0.273944943581186,0.0742605270234984,18,33,3
402.045,"Emsian","Southern",-0.344231912046656,46.563288654435,0.310593639393634,0.284113578857304,0.0712974196808303,18,34,3
402.045,"Emsian","Southern",-0.0198740357045664,37.1844209083738,0.356283366898457,0.956206476159122,0.000194435966199643,18,35,3
402.045,"Emsian","Southern",-0.352034684715029,44.6499567010281,0.299576193356772,0.257143012136233,0.0794482843449896,18,36,3
402.045,"Emsian","Southern",-0.0315855829187484,39.862003231156,0.368200819252185,0.932702770355982,0.000459714933192169,18,37,3
402.045,"Emsian","Southern",-0.255090574998644,41.9077906837123,0.308842579012853,0.420974679901297,0.0408941370230453,18,38,3
402.045,"Emsian","Southern",-0.313608809070013,43.5843553128254,0.292966489560302,0.300295511345448,0.0668314269045722,18,39,3
402.045,"Emsian","Southern",-0.225915628950616,34.3691368602671,0.256255761764953,0.391043943565526,0.046326043985061,18,40,3
402.045,"Emsian","Southern",-0.0239079151000795,35.7121509958524,0.37334577879213,0.949734059694966,0.000256229803195971,18,41,3
402.045,"Emsian","Southern",-0.0303522784650217,39.5128237581068,0.347938786378277,0.931567530359813,0.000475390409622,18,42,3
402.045,"Emsian","Southern",0.289253455117001,34.8634490604646,0.422955426327654,0.503832054043912,0.0284010859638499,18,43,3
402.045,"Emsian","Southern",-0.323788798903484,43.2284738759045,0.365523157525367,0.38883271877709,0.046749903983559,18,44,3
402.045,"Emsian","Southern",-0.0929040014951014,37.137336034063,0.355884462879519,0.797383481715407,0.00424116306368831,18,45,3
402.045,"Emsian","Southern",-0.118619107197147,39.6594473772781,0.34932848381051,0.738601842815122,0.00715488773076878,18,46,3
402.045,"Emsian","Southern",-0.351813686951364,42.5981203891977,0.314293274088554,0.279501455980437,0.0726257047148832,18,47,3
402.045,"Emsian","Southern",-0.0711030777612607,34.9911661813043,0.307510660347407,0.820073648566576,0.00333033334941928,18,48,3
402.045,"Emsian","Southern",-0.0181816354129117,30.3221593294715,0.333804316679252,0.957236671420722,0.000185387944594902,18,49,3
402.045,"Emsian","Southern",-0.136034622665758,38.8195363209857,0.324843594302694,0.680952048414487,0.0108416686221687,18,50,3
402.045,"Emsian","Southern",-0.448151014933106,45.921687500361,0.268236766335278,0.11421707184812,0.14854378795348,18,51,3
402.045,"Emsian","Southern",-0.355092595762225,44.9670201888796,0.2765017477097,0.217345261007936,0.0934460881241306,18,52,3
402.045,"Emsian","Southern",-0.295772859830652,45.0348770206935,0.301526454912833,0.341233626796901,0.0567261870727203,18,53,3
402.045,"Emsian","Southern",-0.274961585546131,34.5209838429315,0.244248829867345,0.276877273755333,0.0733930026911995,18,54,3
402.045,"Emsian","Southern",-0.0451305006696504,31.2631554460952,0.325318983469253,0.891396998948412,0.00120137735621894,18,55,3
402.045,"Emsian","Southern",-0.1976808450754,39.52391263935,0.25205063919464,0.444326957766224,0.0370211855082026,18,56,3
402.045,"Emsian","Southern",-0.394909753124072,46.1525702891504,0.300852280401465,0.207823188045806,0.0972190772019818,18,57,3
402.045,"Emsian","Southern",-0.119609412742187,44.2278059379059,0.358635297711285,0.743078102494273,0.00690392296272746,18,58,3
402.045,"Emsian","Southern",-0.130368329233069,43.6846188495743,0.292926378090724,0.662242187681122,0.0122282373611023,18,59,3
402.045,"Emsian","Southern",-0.193343444282558,33.8419271151774,0.290097791173727,0.51460258439943,0.0270120495170428,18,60,3
402.045,"Emsian","Southern",-0.251397260344623,41.9318317159891,0.29585406907128,0.408008517913332,0.0431793922509592,18,61,3
402.045,"Emsian","Southern",-0.254727023865919,42.0956032069324,0.331391643638805,0.453293295395752,0.0356121887840557,18,62,3
402.045,"Emsian","Southern",-0.39672287327551,37.0638456938425,0.216615544347499,0.0857158324428223,0.173308127454637,18,63,3
402.045,"Emsian","Southern",-0.237388602944564,43.4376466296794,0.291424861946355,0.427271834142591,0.0398198193144123,18,64,3
402.045,"Emsian","Southern",-0.0776484278148427,43.4064927633616,0.371572565192042,0.837107056881636,0.00272191366402638,18,65,3
402.045,"Emsian","Southern",-0.19088248913309,36.43602113588,0.30460570969499,0.53972482688661,0.0239555266921347,18,66,3
402.045,"Emsian","Southern",-0.202641696569845,42.616677562181,0.347021859519396,0.567399467943656,0.0208672657921965,18,67,3
402.045,"Emsian","Southern",-0.221362989757147,41.1002653928202,0.353740313899569,0.540285007376169,0.0238901900537325,18,68,3
402.045,"Emsian","Southern",-0.320523524332378,44.5575992744579,0.311797623446188,0.319247431583718,0.0619552069478238,18,69,3
402.045,"Emsian","Southern",0.087906808643439,32.4410295032507,0.3641523700048,0.812310665002803,0.00362894066873079,18,70,3
402.045,"Emsian","Southern",-0.465017397867404,39.5333190460525,0.251272053710275,0.0827713802460963,0.176315647913164,18,71,3
402.045,"Emsian","Southern",-0.366981437276401,42.3504858285244,0.311300997068998,0.255686877591275,0.0799161572439106,18,72,3
402.045,"Emsian","Southern",-0.322435000258378,37.2970131943015,0.253197949237788,0.221048782745771,0.0920273224453772,18,73,3
402.045,"Emsian","Southern",-0.217787014399967,43.9587009524444,0.260621931448399,0.415660567358546,0.0418186284800394,18,74,3
402.045,"Emsian","Southern",-0.210364130909382,40.8775743541252,0.328446093904638,0.530925164787893,0.0249977440003711,18,75,3
402.045,"Emsian","Southern",-0.223619212096746,34.5211941403164,0.278402624305589,0.433617146835019,0.0387599708422345,18,76,3
402.045,"Emsian","Southern",-0.0689864300207115,43.6033297808146,0.387749389196833,0.861022763968671,0.00197445287810468,18,77,3
402.045,"Emsian","Southern",-0.0166488200018984,31.4700721274894,0.346297590540071,0.962250180951268,0.000144439261713832,18,78,3
402.045,"Emsian","Southern",-0.290331045712992,44.9106962449999,0.338734399806799,0.404042304606642,0.0438987596239535,18,79,3
402.045,"Emsian","Southern",-0.257963289920501,42.7240385982976,0.348029898820503,0.469306054656532,0.0331971383320451,18,80,3
402.045,"Emsian","Southern",-0.223442124976806,34.9941545352275,0.271266308796791,0.422218762239498,0.0406800864476506,18,81,3
402.045,"Emsian","Southern",0.0128407594232762,38.4812979125073,0.377364480448436,0.973276135617611,7.23615680707727e-05,18,82,3
402.045,"Emsian","Southern",-0.119938763491388,38.6118613985422,0.359830841709726,0.743220901257683,0.00689599780109643,18,83,3
402.045,"Emsian","Southern",-0.213300465622691,43.5129304295539,0.354633483236075,0.555955624559838,0.0221102693990132,18,84,3
402.045,"Emsian","Southern",-0.0544003269513417,42.690535816065,0.357010328888428,0.880794205993095,0.00144907776271031,18,85,3
402.045,"Emsian","Southern",-0.13699232913513,33.7999198428883,0.331644727799037,0.685038453623063,0.0105516277071302,18,86,3
402.045,"Emsian","Southern",-0.134894141280746,40.0488078575174,0.371030901621366,0.720941463375602,0.0081935658973945,18,87,3
402.045,"Emsian","Southern",-0.262602300224893,35.021337185674,0.2395408942276,0.289186051176596,0.069865607433343,18,88,3
402.045,"Emsian","Southern",-0.0480260872718218,38.947108899079,0.301031542917588,0.875241310056739,0.00158825452435474,18,89,3
402.045,"Emsian","Southern",-0.226114141816301,44.7853898856825,0.344796537973495,0.521278466442589,0.0261752291306613,18,90,3
