"bin_midpoint","slope","intercept","quantile","hemisphere","label","color"
"481.975",-0.292020432285678,36.2171271818742,"q50","Northern","bad","Bad hemisphere"
"474.2",-0.479231709322799,33.9409810414866,"q50","Northern","good","Northern"
"470.35",-3.16092633363609,120.992525996885,"q50","Northern","good","Northern"
"463.8",-0.68039703603129,16.878899349564,"q50","Northern","bad","Bad hemisphere"
"455.5",0.58189726654449,18.9293799200404,"q50","Northern","bad","Bad hemisphere"
"449",-0.457931371386331,32.4069171082843,"q50","Northern","bad","Bad hemisphere"
"444.15",-0.195259975376993,20.6815356222752,"q50","Northern","bad","Bad hemisphere"
"441.8",-0.17622961437652,42.7800472427253,"q50","Northern","good","Northern"
"435.75",-1.16169662136051,48.2397952402148,"q50","Northern","good","Northern"
"428.65",-0.37391153491914,35.5015947463239,"q50","Northern","good","Northern"
"416.32",-0.372279270847477,31.4690162341495,"q50","Northern","bad","Bad hemisphere"
"402.045",-0.313878674845093,23.710212171309,"q50","Northern","good","Northern"
"385.13",0.0648228815660767,15.9700295134073,"q50","Northern","good","Northern"
"377.23",-0.0278614884347124,34.669669805653,"q50","Northern","good","Northern"
"338.5",0.178712471598188,1.21847146489182,"q50","Northern","bad","Bad hemisphere"
"326.85",-4.3956611953183,83.1845155455709,"q50","Northern","bad","Bad hemisphere"
"319.3",-0.743018214465384,49.163558656042,"q50","Northern","good","Northern"
"311.1",-0.790703707474109,28.2117590303997,"q50","Northern","good","Northern"
"301.3",-1.29653353630512,66.5989425397936,"q50","Northern","good","Northern"
"296.21",-0.605173470752739,60.4434998624899,"q50","Northern","good","Northern"
"291.81",0.130130919876429,32.1516869814474,"q50","Northern","good","Northern"
"286.7",-0.145515046843255,45.217183555937,"q50","Northern","good","Northern"
"278.85",-0.261853406071252,27.4025296630788,"q50","Northern","good","Northern"
"270.65",-0.20098404811274,25.0721627903366,"q50","Northern","good","Northern"
"265.59",-0.353058759328735,39.9816234816514,"q50","Northern","good","Northern"
"261.895",-0.510981010555695,45.6046611638423,"q50","Northern","good","Northern"
"256.825",-0.348548516807998,37.2966782675055,"q50","Northern","good","Northern"
"253.021",-0.274603316174953,28.6789123775323,"q50","Northern","good","Northern"
"250.901",0.00466190255430283,28.6744929873418,"q50","Northern","good","Northern"
"248.3",-0.112720979689622,48.1526886018868,"q50","Northern","good","Northern"
"244.082",-0.298183207330501,49.8854927874191,"q50","Northern","good","Northern"
"239.232",-0.114326415275541,19.2083285229526,"q50","Northern","good","Northern"
"232.15",-0.0616462227985517,10.8469534291722,"q50","Northern","good","Northern"
"216.5",-0.0285030193337626,20.3206318681118,"q50","Northern","good","Northern"
"203.55",-0.194346174494115,34.4867678962788,"q50","Northern","good","Northern"
"200.45",0.22309268666317,18.4450423579385,"q50","Northern","good","Northern"
"196.2",-0.648564737532832,53.0361309740639,"q50","Northern","good","Northern"
"188.55",-0.402074201845008,41.6705708492067,"q50","Northern","good","Northern"
"179.45",-0.0887332616005566,31.7005621358528,"q50","Northern","good","Northern"
"172.8",-0.0778373947210302,20.1339617941267,"q50","Northern","good","Northern"
"169.55",-0.165380903234479,14.6427371713004,"q50","Northern","good","Northern"
"166.75",-0.46065062507021,28.6533617348259,"q50","Northern","good","Northern"
"163.4",-1.02040706191043,56.1768260433391,"q50","Northern","good","Northern"
"158.15",-0.551353226931012,42.6271552963176,"q50","Northern","good","Northern"
"152",-0.140463132903669,25.9332884588024,"q50","Northern","good","Northern"
"146.15",-0.228320772662581,30.8978401074059,"q50","Northern","good","Northern"
"140.075",-0.579184275484442,70.0851379653844,"q50","Northern","good","Northern"
"134.825",-0.36172760056202,59.3848809663653,"q50","Northern","bad","Bad hemisphere"
"129.185",-1.45532745499393,92.9801021396336,"q50","Northern","bad","Bad hemisphere"
"123.585",-0.293005865501122,47.2552958550166,"q50","Northern","good","Northern"
"117.3",-0.483857190947987,40.7093663970537,"q50","Northern","good","Northern"
"106.85",-0.223319784090797,18.7980778248589,"q50","Northern","good","Northern"
"97.2",-0.119349550150509,36.5879498059633,"q50","Northern","good","Northern"
"91.85",-0.481773033550487,35.4598909439447,"q50","Northern","good","Northern"
"87.75",-0.398602989885393,28.8752803379134,"q50","Northern","good","Northern"
"84.65",-0.0453855973978489,14.4084690580152,"q50","Northern","good","Northern"
"77.9",-0.0602844310788881,14.9700268778223,"q50","Northern","good","Northern"
"69.1",0.530347740161487,7.50682166507273,"q50","Northern","good","Northern"
"63.83",4.96710739337058,-150.631479319207,"q50","Northern","good","Northern"
"60.45",0.643383412411499,45.4755397662628,"q50","Northern","bad","Bad hemisphere"
"57.62",0.0873961078778133,41.7942452258862,"q50","Northern","good","Northern"
"52.035",0.378595389316075,21.2625991119854,"q50","Northern","good","Northern"
"44.55",-0.120451129849364,21.4041418310577,"q50","Northern","good","Northern"
"39.37",0.00619940639944087,13.7423842888549,"q50","Northern","good","Northern"
"35.805",0.582665595219765,8.24769827380483,"q50","Northern","good","Northern"
"30.6",0.398727993084871,3.1028053395218,"q50","Northern","good","Northern"
"25.17",0.18132651934919,21.8718673563618,"q50","Northern","good","Northern"
"21.745",-1.08563386492515,69.9215773329209,"q50","Northern","good","Northern"
"18.215",-0.251654758393643,22.6382619228992,"q50","Northern","good","Northern"
"14.9",-0.869253727416432,53.4101088728668,"q50","Northern","good","Northern"
"12.725",0.624372957851915,6.1088270496583,"q50","Northern","good","Northern"
"9.438",-0.629756583367075,52.7612450540214,"q50","Northern","good","Northern"
"6.2895",-2.56402602613434,128.893649446894,"q50","Northern","good","Northern"
"4.4665",-0.813704677923829,54.5132861068489,"q50","Northern","good","Northern"
"3.09",-0.64810395844876,63.0826215079278,"q50","Northern","good","Northern"
"1.29585",-0.627356072455931,46.8261514193265,"q50","Northern","good","Northern"
"0.00585",-0.926590148039368,78.6694614899371,"q50","Northern","good","Northern"
"481.975",0.135062978310437,33.9736480461477,"q50","Southern","good","Southern"
"474.2",0.431058850733048,8.08457912822738,"q50","Southern","good","Southern"
"470.35",-1.09553890818825,66.4991403283353,"q50","Southern","good","Southern"
"463.8",0.38861729241249,16.5309528531586,"q50","Southern","good","Southern"
