"hemisphere","good_count","bad_count","total","greater_than_0","less_than_0","equal_to_0","na_count","reverse_LDG","normal_LDG","flat_LDG","na_LDG","good_stage","bad_stage"
"Northern",66,8,74,16,50,0,0,24.2424242424242,75.7575757575758,0,0,89.1891891891892,10.8108108108108
"Southern",59,19,78,27,32,0,0,45.7627118644068,54.2372881355932,0,0,75.6410256410256,24.3589743589744
