"n_stage_hemisphere","n_with_high_lat_cells","prop_with_high_lat_cells","median_prop_cells_high_lat","mean_prop_cells_high_lat","q25_prop_cells_high_lat","q75_prop_cells_high_lat","median_max_abs_lat","mean_max_abs_lat","prop_reaches_60","prop_reaches_66_5","prop_reaches_70","prop_reaches_75"
131,81,0.618320610687023,0.0555555555555556,0.0970856595637769,0,0.166666666666667,64.68939682,62.544532451145,0.618320610687023,0.458015267175573,0.396946564885496,0.267175572519084
