"bin_midpoint","stage.x","hemisphere","slope","slope_mean","slope_sd","slope_lower_95","slope_upper_95","intercept","slope_se","p_value","r_squared","n_cells_model","n_resamples_valid","prop_negative","prop_positive","k_sample","method","label","color","n_cells","sum_nT","mean_nT","median_nT","n_valid_lat_bins","min_abs_lat","max_abs_lat","lat_range","mean_t_over_nT","max_t_over_nT","prop_high_extrapolation","k_min","k_max","k_mean","k_median","k_cv","k_evenness","dominant_lat_bin_prop","sampling_profile_dissim","slope_direction","bin","stage.y","short","bottom","top","dur","climate_state","climate_color"
291.81,"Sakmarian","Southern",-0.202167508552914,NA,NA,NA,NA,49.0094560357812,0.224827370773564,0.376489628716609,0.0290767258846501,29,NA,1,0,NA,"grid_cell_all_cells_OLS","good","Southern",29,2181,75.2068965517241,40,4,5.29e-10,71.71225682,71.712256819471,0.734531154547253,1.80583103558824,0.172413793103448,5,10,7.25,7,0.362752502024356,0.689655172413793,0.344827586206897,0.775862068965517,"normal_LDG",41,"Sakmarian","Sak",293.52,290.1,3.42,"Coolhouse","#007d65"
296.21,"Asselian","Southern",-0.759339261041558,NA,NA,NA,NA,52.8343963117938,0.350145130620835,0.0465968351414108,0.23869484503135,17,NA,1,0,NA,"grid_cell_all_cells_OLS","good","Southern",17,2182,128.352941176471,40,6,5.29e-10,59.99392079,59.993920789471,0.630482797137974,1.911174108125,0.0588235294117647,1,5,2.83333333333333,2.5,0.647593362095195,0.352941176470588,0.294117647058824,1.32352941176471,"normal_LDG",40,"Asselian","Ass",298.9,293.52,5.38,"Coolhouse","#007d65"
301.3,"Gzhelian","Southern",-1.24767680295771,NA,NA,NA,NA,46.858846954574,0.87575099091083,0.197266458780371,0.224784890394998,9,NA,1,0,NA,"grid_cell_all_cells_OLS","good","Southern",9,2566,285.111111111111,117,3,7.06e-10,33.23106961,33.231069609294,0.595464978583357,1.86813544421053,0.111111111111111,1,7,3,1,1.15470053837925,0.333333333333333,0.777777777777778,3.5,"normal_LDG",39,"Gzhelian","Gzh",303.7,298.9,4.8,"Coldhouse","#005344"
305.35,"Kasimovian","Southern",4.19418936200921,NA,NA,NA,NA,45.8763912557433,3.4588877044773,0.259879377139457,0.155258983552678,10,NA,0,1,NA,"grid_cell_all_cells_OLS","bad","Bad hemisphere",10,1728,172.8,153,1,4.45e-10,6.813752997,6.813752996555,0.472750318906781,1.11371500066667,0,10,10,10,10,NA,1,1,4.5,"reverse_LDG",38,"Kasimovian","Kas",307,303.7,3.3,"Coldhouse","#005344"
311.1,"Moscovian","Southern",-0.58538107325298,NA,NA,NA,NA,32.6929650974742,0.345424086777852,0.109508603826675,0.152179468772222,18,NA,1,0,NA,"grid_cell_all_cells_OLS","good","Southern",18,2147,119.277777777778,95.5,4,7.06e-10,45.8181579,45.818157899294,0.753831704925614,1.84283321709677,0.0555555555555556,2,12,4.5,2,1.11111111111111,0.444444444444444,0.666666666666667,3,"normal_LDG",37,"Moscovian","Mos",315.2,307,8.2,"Coldhouse","#005344"
319.3,"Bashkirian","Southern",-0.270945881164895,NA,NA,NA,NA,36.9307584101738,0.24240803384069,0.287501008161165,0.101990418540465,13,NA,1,0,NA,"grid_cell_all_cells_OLS","good","Southern",13,706,54.3076923076923,47,5,2.2e-09,63.2969896,63.2969895978,0.824410413982355,1.869993325,0.0769230769230769,1,5,2.6,1,0.842650088469486,0.384615384615385,0.384615384615385,1.73076923076923,"normal_LDG",36,"Bashkirian","Bas",323.4,315.2,8.2,"Coldhouse","#005344"
326.85,"Serpukhovian","Southern",-0.677558626553376,NA,NA,NA,NA,51.1573778212071,0.901641580261842,0.46685138660807,0.0449441743904441,14,NA,1,0,NA,"grid_cell_all_cells_OLS","good","Southern",14,1583,113.071428571429,87,3,2.355331357,44.18480028,41.829468923,0.682934678405825,1.53007770829268,0.0714285714285714,1,9,4.66666666666667,4,0.866025403784439,0.214285714285714,0.642857142857143,1.28571428571429,"normal_LDG",35,"Serpukhovian","Ser",330.3,323.4,6.9,"Coldhouse","#005344"
338.5,"Visean","Southern",-0.465580607225905,NA,NA,NA,NA,38.0942878101643,0.479647690948699,0.342759796203768,0.0429402724521727,23,NA,1,0,NA,"grid_cell_all_cells_OLS","good","Southern",23,5316,231.130434782609,56,5,9.87e-10,44.18480028,44.184800279013,0.694249483945544,1.59851720684211,0.0434782608695652,1,11,4.6,2,1.00330267471429,0.217391304347826,0.478260869565217,2.15217391304348,"normal_LDG",34,"Visean","Vis",346.7,330.3,16.4,"Coldhouse","#005344"
352.78,"Tournaisian","Southern",0.0528898036101004,NA,NA,NA,NA,23.9258257501696,0.327154352488536,0.872554486247786,0.000791372107562253,35,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",35,2728,77.9428571428571,48,5,7.98e-10,49.07171152,49.071711519202,0.792006789895096,1.8290267928,0.0571428571428571,2,12,7,7,0.589015089373952,0.285714285714286,0.342857142857143,1.28571428571429,"reverse_LDG",33,"Tournaisian","Tou",358.86,346.7,12.16,"Coolhouse","#007d65"
365.505,"Famennian","Southern",-0.276712925167668,NA,NA,NA,NA,26.2717655931093,0.34894845453878,0.434010192201393,0.0205307994961729,32,NA,1,0,NA,"grid_cell_all_cells_OLS","good","Southern",32,2569,80.28125,34.5,4,1.204524048,40.11980054,38.915276492,0.71738623620234,1.6993112212,0.0625,4,11,8,8.5,0.395284707521047,0.5,0.34375,0.5625,"normal_LDG",32,"Famennian","Fam",372.15,358.86,13.29,"Transitional","#c8c7c7"
377.23,"Frasnian","Southern",0.232229016323886,NA,NA,NA,NA,35.4639570275285,0.419058838478218,0.582798029521996,0.00823173608651896,39,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",39,4476,114.769230769231,43,5,1.218463809,46.43339831,45.214934501,0.726269940147235,1.954963814,0.128205128205128,2,14,7.8,6,0.749753411139151,0.256410256410256,0.358974358974359,0.346153846153846,"reverse_LDG",31,"Frasnian","Fra",382.31,372.15,10.16,"Warmhouse","#b57a51"
385.13,"Givetian","Southern",-0.0666382634662438,NA,NA,NA,NA,18.7280164895089,0.147368517488682,0.653305912332985,0.00452331147141191,47,NA,1,0,NA,"grid_cell_all_cells_OLS","good","Southern",47,12027,255.893617021277,46,6,1.2220667,84.0625449,82.8404782,0.786398600070524,1.73081931714286,0.127659574468085,3,18,7.83333333333333,5.5,0.771962277745265,0.382978723404255,0.382978723404255,0.670212765957447,"normal_LDG",30,"Givetian","Giv",387.95,382.31,5.64,"Warmhouse","#b57a51"
390.71,"Eifelian","Southern",0.064526322118965,NA,NA,NA,NA,26.6102458180795,0.266598078661204,0.810206278119553,0.00172001897631951,36,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",36,4154,115.388888888889,45,6,2.722755376,68.86017193,66.137416554,0.727974400059803,1.86611853466667,0.0833333333333333,1,13,6,6,0.683130051063973,0.166666666666667,0.361111111111111,0.75,"reverse_LDG",29,"Eifelian","Eif",393.47,387.95,5.52,"Transitional","#c8c7c7"
402.045,"Emsian","Southern",-0.286487823806264,NA,NA,NA,NA,41.1649867101986,0.178550068436383,0.115443310642149,0.0530009907479981,48,NA,1,0,NA,"grid_cell_all_cells_OLS","good","Southern",48,3576,74.5,51,6,3.6e-09,82.38234022,82.3823402164,0.891847667364759,1.954963814,0.145833333333333,3,14,8,6,0.553398590529466,0.375,0.291666666666667,0.5625,"normal_LDG",28,"Emsian","Ems",410.62,393.47,17.15,"Transitional","#c8c7c7"
411.82,"Pragian","Southern",0.114777793106184,NA,NA,NA,NA,14.7219399309902,0.355890098282634,0.75219508267872,0.0079374251714828,15,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",15,1743,116.2,65,6,7.265914649,62.43585177,55.169937121,0.931142742585645,1.87441684142857,0.2,1,4,2.5,2.5,0.419523539268061,0.4,0.266666666666667,0.3,"reverse_LDG",27,"Pragian","Pra",413.02,410.62,2.4,"Hothouse","#95484b"
416.32,"Lochkovian","Southern",0.100984042473756,NA,NA,NA,NA,31.8711493815993,0.258449896506423,0.699306917047486,0.00606972047460856,27,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",27,2837,105.074074074074,64,6,1.335343625,62.33227921,60.996935585,0.9267565266596,1.82094288210526,0.222222222222222,1,7,4.5,4.5,0.460809807851727,0.222222222222222,0.259259259259259,1,"reverse_LDG",26,"Lochkovian","Loc",419.62,413.02,6.6,"Hothouse","#95484b"
421.16,"Pridoli","Southern",-0.0705667006618832,NA,NA,NA,NA,33.3759171002988,0.267670339311419,0.795057238159674,0.00384638662345623,20,NA,1,0,NA,"grid_cell_all_cells_OLS","good","Southern",20,1130,56.5,30,6,1.27e-10,66.92879738,66.928797379873,0.99260259703193,1.869993325,0.15,1,6,3.33333333333333,3.5,0.525357021462548,0.3,0.3,0.225,"normal_LDG",25,"Pridoli","Pri",422.7,419.62,3.08,"Hothouse","#95484b"
423.85,"Ludfordian","Southern",0.434977019813118,NA,NA,NA,NA,33.2594810263675,0.528297866572642,0.437453511216807,0.0882940915345633,9,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",9,1348,149.777777777778,52,4,3.96e-09,55.77959069,55.77959068604,0.972227374680483,1.65567698711538,0.111111111111111,1,4,2.25,2,0.666666666666667,0.444444444444444,0.444444444444444,0.5,"reverse_LDG",24,"Ludfordian","Lud",425,422.7,2.3,"Hothouse","#95484b"
425.85,"Gorstian","Southern",1.88340097324061,NA,NA,NA,NA,-7.34189007112371,0.352360281469751,0.0128061153365735,0.904973361669039,5,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",5,827,165.4,38,4,3.96e-09,52.5036487,52.50364869604,0.885173386342979,1.57102251789474,0.2,1,2,1.25,1,0.4,0.8,0.4,0.9,"reverse_LDG",23,"Gorstian","Gor",426.7,425,1.7,"Warmhouse","#b57a51"
428.65,"Homerian","Southern",1.16392470967318,NA,NA,NA,NA,8.88278878773842,0.534237936542518,0.0414905165338146,0.191807344096334,22,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",22,3399,154.5,91.5,4,14.29317888,54.19285767,39.89967879,0.91096365519043,1.95881428035714,0.227272727272727,2,12,5.5,4,0.859239204773201,0.363636363636364,0.545454545454545,0,"reverse_LDG",22,"Homerian","Hom",430.6,426.7,3.9,"Coolhouse","#007d65"
431.75,"Sheinwoodian","Southern",0.0432213801604508,NA,NA,NA,NA,38.1410616891331,0.628251788108282,0.947387237152824,0.000788199398198519,8,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",8,1213,151.625,54.5,4,9.565700708,59.89823747,50.332536762,0.942826011879171,1.64400170327869,0.125,1,3,2,2,0.408248290463863,0.5,0.375,0.5625,"reverse_LDG",21,"Sheinwoodian","She",432.9,430.6,2.3,"Coolhouse","#007d65"
435.75,"Telychian","Southern",-0.2382136062946,NA,NA,NA,NA,34.1871779896205,0.543731663323697,0.665394604787101,0.00827612066534761,25,NA,1,0,NA,"grid_cell_all_cells_OLS","good","Southern",25,4018,160.72,64,5,7.268493843,45.6719095,38.403415657,0.847889029529772,1.87807161578947,0.12,1,15,5,3,1.14017542509914,0.2,0.6,0.36,"normal_LDG",20,"Telychian","Tel",438.6,432.9,5.7,"Transitional","#c8c7c7"
439.55,"Aeronian","Southern",1.48762920387433,NA,NA,NA,NA,-1.03191433301964,0.301573393528504,0.00059339206120009,0.708738690887669,12,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",12,1254,104.5,59.5,5,6.052551568,59.89823747,53.845685902,0.808194481786713,1.92666515866667,0.0833333333333333,1,7,2.4,1,1.08653373420044,0.416666666666667,0.583333333333333,0.375,"reverse_LDG",19,"Aeronian","Aer",440.5,438.6,1.9,"Coolhouse","#007d65"
441.8,"Rhuddanian","Southern",0.839431350247403,NA,NA,NA,NA,21.187969576649,0.58340806576893,0.167358077705546,0.103150763969768,20,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",20,2549,127.45,36.5,4,2.9e-09,36.92314123,36.9231412271,0.641785337713801,1.57524418384615,0.05,1,12,5,3.5,0.993310961716756,0.2,0.6,0.45,"reverse_LDG",18,"Rhuddanian","Rhu",443.1,440.5,2.6,"Coolhouse","#007d65"
444.15,"Hirnantian","Southern",0.977256511589861,NA,NA,NA,NA,17.9095496164765,0.555198279524696,0.0929343249104037,0.128568578736183,23,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",23,1655,71.9565217391304,44,4,10.34652287,61.21236603,50.86584316,0.906012462180246,1.78446293521739,0.130434782608696,1,13,5.75,4.5,0.913388478642825,0.173913043478261,0.565217391304348,0,"reverse_LDG",17,"Hirnantian","Hir",445.2,443.1,2.1,"Coolhouse","#007d65"
449,"Katian","Southern",0.0651195104033471,NA,NA,NA,NA,21.2878656663161,0.142768444227872,0.649801218146842,0.00314229557358343,68,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",68,17230,253.382352941176,95.5,6,1.204524051,85.16266202,83.958137969,0.669641943158925,1.98323877066667,0.102941176470588,3,26,11.3333333333333,9,0.716102484401562,0.264705882352941,0.382352941176471,0.463235294117647,"reverse_LDG",16,"Katian","Kat",452.8,445.2,7.6,"Warmhouse","#b57a51"
455.5,"Sandbian","Southern",0.0146381059451805,NA,NA,NA,NA,31.3648760785677,0.187798502245586,0.938176173650865,0.000119114220706875,53,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",53,13186,248.792452830189,86,6,1.204524051,82.57008594,81.365561889,0.804063599515482,1.94055872941176,0.150943396226415,3,18,8.83333333333333,5.5,0.728116116692717,0.339622641509434,0.339622641509434,0.509433962264151,"reverse_LDG",15,"Sandbian","Sbd",458.2,452.8,5.4,"Warmhouse","#b57a51"
463.8,"Darriwilian","Southern",0.101247116353216,NA,NA,NA,NA,18.7754458516807,0.0982263616334453,0.307010621501535,0.0182984304503341,59,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",59,9182,155.627118644068,56,5,2.349398292,82.98845176,80.639053468,0.767212764066918,1.869993325,0.152542372881356,4,20,11.8,10,0.530592401440628,0.338983050847458,0.338983050847458,0.76271186440678,"reverse_LDG",14,"Darriwilian","Dar",469.4,458.2,11.2,"Hothouse","#95484b"
470.35,"Dapingian","Southern",-0.187569497384425,NA,NA,NA,NA,43.1454494454508,2.17816826158789,0.934178039034455,0.00123439429536386,8,NA,1,0,NA,"grid_cell_all_cells_OLS","bad","Bad hemisphere",8,451,56.375,23.5,2,2.417243931,18.55569842,16.138454489,0.9574971099645,1.6993112212,0.125,2,6,4,4,0.707106781186548,0.5,0.75,3.375,"normal_LDG",13,"Dapingian","Dap",471.3,469.4,1.9,"Hothouse","#95484b"
474.2,"Floian","Southern",0.300223215039202,NA,NA,NA,NA,12.0398134794477,0.153992645890151,0.0588341898370843,0.0931576744923304,39,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",39,2305,59.1025641025641,33,6,3.635611878,82.98845176,79.352839882,0.875709997881866,1.92666515866667,0.153846153846154,2,15,6.5,5.5,0.679366220486758,0.307692307692308,0.384615384615385,0.692307692307692,"reverse_LDG",12,"Floian","Flo",477.1,471.3,5.8,"Hothouse","#95484b"
481.975,"Tremadocian","Southern",0.266879406671284,NA,NA,NA,NA,26.7663565981654,0.171751796479804,0.127546262850736,0.0531658785598539,45,NA,0,1,NA,"grid_cell_all_cells_OLS","good","Southern",45,3572,79.3777777777778,38,6,2.2e-09,75.94987466,75.9498746578,0.727527961360643,1.66400772828571,0.0666666666666667,5,10,7.5,7,0.276485884711036,0.666666666666667,0.222222222222222,1,"reverse_LDG",11,"Tremadocian","Tre",486.85,477.1,9.75,"Hothouse","#95484b"
0.00585,"Holocene","Northern",-1.50089496929438,NA,NA,NA,NA,91.6896731053493,0.507109665669274,0.0181543973211624,0.52266884943762,10,NA,1,0,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",14,1057,75.5,42.5,5,9.608984116,79.94533967,70.336355554,0.842793373009884,1.934850555,0.214285714285714,1,5,2.8,2,0.586845597326964,0.357142857142857,0.357142857142857,1.5,"normal_LDG",97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#005344"
1.29585,"Pleistocene","Northern",-0.630864493721767,NA,NA,NA,NA,44.8450646600918,0.213282871611587,0.00455895379574961,0.137241857882646,57,NA,1,0,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",65,17555,270.076923076923,93,6,2.42e-09,82.32650977,82.32650976758,0.818811681212152,1.9537450031746,0.153846153846154,3,25,10.8333333333333,8,0.71838082234784,0.276923076923077,0.384615384615385,0.473684210526316,"normal_LDG",96,"Pleistocene","Ple",2.58,0.0117,2.5683,"Coldhouse","#005344"
3.09,"Piacenzian","Northern",-0.537564554941381,NA,NA,NA,NA,52.4008158412482,0.465662412401687,0.261301277532407,0.059673080421834,23,NA,1,0,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",24,6649,277.041666666667,166.5,5,9.64040354,64.68939682,55.04899328,0.894595444804805,1.98088569054054,0.166666666666667,1,13,4.8,3,1.00346621489936,0.208333333333333,0.541666666666667,1,"normal_LDG",95,"Piacenzian","Pia",3.6,2.58,1.02,"Coldhouse","#005344"
4.4665,"Zanclean","Northern",-0.428396692822737,NA,NA,NA,NA,41.0702631434853,0.255402413126642,0.101684309273569,0.0689348301951382,40,NA,1,0,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",42,7300,173.809523809524,94.5,6,1.204524046,66.94568801,65.741163964,0.859143697499428,1.66905428416667,0.0952380952380952,2,15,7,6.5,0.682133507789333,0.285714285714286,0.357142857142857,1,"normal_LDG",94,"Zanclean","Zan",5.333,3.6,1.733,"Coldhouse","#005344"
6.2895,"Messinian","Northern",-1.30594321997651,NA,NA,NA,NA,82.8844957808113,0.680122739761361,0.0837870471369261,0.269380093632456,12,NA,1,0,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",12,4083,340.25,105,3,9.64040354,46.08968767,36.44928413,0.827245349235165,1.749144415,0.25,3,6,4,3,0.433012701892219,0.75,0.5,0,"normal_LDG",93,"Messinian","Mes",7.246,5.333,1.913,"Coldhouse","#005344"
9.438,"Tortonian","Northern",-0.706148316579361,NA,NA,NA,NA,55.7751794091115,0.239417867125737,0.006363405668607,0.237040350204507,30,NA,1,0,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",31,10098,325.741935483871,94,6,1.219167232,71.71225682,70.493089588,0.764237691767902,1.92666515866667,0.129032258064516,1,13,5.16666666666667,4,0.806580634840361,0.193548387096774,0.419354838709677,1.22727272727273,"normal_LDG",92,"Tortonian","Tor",11.63,7.246,4.384,"Coolhouse","#007d65"
12.725,"Serravallian","Northern",0.312210429887044,NA,NA,NA,NA,6.38197435144813,0.219896011882388,0.164509506798897,0.0544593281037831,37,NA,0,1,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",37,7994,216.054054054054,70,6,8.417314652,56.73585976,48.318545108,0.919927127353343,1.85189031086957,0.162162162162162,1,12,6.16666666666667,4,0.756563681933674,0.162162162162162,0.324324324324324,1.35,"reverse_LDG",91,"Serravallian","Ser",13.82,11.63,2.19,"Transitional","#c8c7c7"
14.9,"Langhian","Northern",0.0213495058257128,NA,NA,NA,NA,26.7221991843037,0.659408753568942,0.974598500962764,6.98786698764142e-05,17,NA,0,1,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",17,2269,133.470588235294,75,4,10.83026067,52.58335897,41.7530983,0.949973919250148,1.71272657169811,0.235294117647059,1,9,4.25,3.5,0.800806974771064,0.235294117647059,0.529411764705882,0,"reverse_LDG",90,"Langhian","Lan",15.98,13.82,2.16,"Transitional","#c8c7c7"
18.215,"Burdigalian","Northern",0.0122946475205818,NA,NA,NA,NA,15.7354646501189,0.218398590349818,0.955356386757082,7.04189273513562e-05,47,NA,0,1,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",47,8929,189.978723404255,40,6,2.725738482,59.99392079,57.268182308,0.852697753273673,1.77677604357143,0.106382978723404,2,16,7.83333333333333,6,0.792792338616111,0.25531914893617,0.340425531914894,1.18421052631579,"reverse_LDG",89,"Burdigalian","Bur",20.45,15.98,4.47,"Transitional","#c8c7c7"
21.745,"Aquitanian","Northern",-0.6828571880194,NA,NA,NA,NA,49.0697907374499,0.77517439739488,0.41226012904801,0.114521657038399,8,NA,1,0,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",8,517,64.625,21,4,7.240276668,47.8962636,40.655986932,0.793476582240206,1.41437266833333,0,1,3,2,2,0.577350269189626,0.5,0.375,0,"normal_LDG",88,"Aquitanian","Aqu",23.04,20.45,2.59,"Coolhouse","#007d65"
25.17,"Chattian","Northern",0.306600480175762,NA,NA,NA,NA,19.3089629627927,0.412973618986116,0.464242467405445,0.0200060194296453,29,NA,0,1,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",30,3050,101.666666666667,102.5,6,7.240276668,62.36848467,55.128208002,0.935575404930413,1.92666515866667,0.166666666666667,1,12,5,3.5,0.839047078536121,0.2,0.4,0.9,"reverse_LDG",87,"Chattian","Cht",27.3,23.04,4.26,"Transitional","#c8c7c7"
30.6,"Rupelian","Northern",0.294216727794843,NA,NA,NA,NA,15.7167585809105,0.276888025619233,0.296449869856675,0.0362710415904387,32,NA,0,1,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",34,6689,196.735294117647,54,6,5.366891719,62.43585177,57.068960051,0.895743656286424,1.97934648763158,0.235294117647059,3,10,5.66666666666667,5,0.441764314247496,0.529411764705882,0.294117647058824,0,"reverse_LDG",86,"Rupelian","Rup",33.9,27.3,6.6,"Transitional","#c8c7c7"
35.805,"Priabonian","Northern",0.277826824826009,NA,NA,NA,NA,11.1671463242107,0.272574924091708,0.315274202196563,0.0296500892329928,36,NA,0,1,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",36,4230,117.5,70,5,4.070945924,50.63018432,46.559238396,0.968539540482135,1.90131441323529,0.111111111111111,2,17,7.2,5,0.847108371220939,0.277777777777778,0.472222222222222,0,"reverse_LDG",85,"Priabonian","Prb",37.71,33.9,3.81,"Warmhouse","#b57a51"
39.37,"Bartonian","Northern",-0.380577186798693,NA,NA,NA,NA,46.3633469635044,0.606323114769999,0.53512498276683,0.0134035184737091,31,NA,1,0,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",32,10055,314.21875,74.5,5,16.07518153,62.12641536,46.05123383,0.834629580453129,1.749144415,0.15625,1,18,6.4,3,1.09709310509637,0.15625,0.5625,0.9,"normal_LDG",84,"Bartonian","Brt",41.03,37.71,3.32,"Warmhouse","#b57a51"
44.55,"Lutetian","Northern",0.590068280577834,NA,NA,NA,NA,-1.80812944406923,0.283653036382945,0.0461428949328644,0.126063228078804,32,NA,0,1,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",33,7361,223.060606060606,67,6,8.131051737,62.43585177,54.304800033,0.73216107799511,1.80817574380952,0.0909090909090909,1,17,5.5,3,1.14848085071664,0.181818181818182,0.515151515151515,1.5,"reverse_LDG",83,"Lutetian","Lut",48.07,41.03,7.04,"Warmhouse","#b57a51"
52.035,"Ypresian","Northern",0.438820489985489,NA,NA,NA,NA,15.4169714720083,0.455547709873217,0.345012637869196,0.0372237553349901,26,NA,0,1,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",26,5364,206.307692307692,112,4,5.447282134,51.99328411,46.546001976,0.701830466941118,1.76764227468354,0.0384615384615385,2,15,6.5,4.5,0.944202699462665,0.307692307692308,0.576923076923077,1.92857142857143,"reverse_LDG",82,"Ypresian","Ypr",56,48.07,7.93,"Hothouse","#95484b"
57.62,"Thanetian","Northern",2.57627382678315,NA,NA,NA,NA,-64.6930460464618,1.65778160888068,0.148454628237361,0.180026534595572,13,NA,0,1,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","bad","Bad hemisphere",14,1913,136.642857142857,67,3,30.22505177,72.0740681,41.84901633,0.685923116629071,1.4715517396875,0,1,11,4.66666666666667,2,1.18019368870416,0.214285714285714,0.785714285714286,1.5,"reverse_LDG",81,"Thanetian","Th",59.24,56,3.24,"Warmhouse","#b57a51"
60.45,"Selandian","Northern",3.05226976894311,NA,NA,NA,NA,-53.9972712909527,0.892410875123066,0.181085120209014,0.921248193178227,3,NA,0,1,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","bad","Bad hemisphere",4,1146,286.5,271.5,3,33.9767838,61.7098756,27.7330918,0.807599764003136,1.49842938591549,0,1,2,1.33333333333333,1,0.433012701892219,0.75,0.5,0,"reverse_LDG",80,"Selandian","Se",61.66,59.24,2.42,"Hothouse","#95484b"
63.83,"Danian","Northern",-0.46382152706483,NA,NA,NA,NA,55.7423809750748,2.67012168315966,0.865939232247691,0.00334151607165195,11,NA,1,0,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","bad","Bad hemisphere",11,1952,177.454545454545,59,2,33.02985879,44.32775068,11.29789189,0.64451874014678,1.11339737758621,0,2,9,5.5,5.5,0.899954085146515,0.363636363636364,0.818181818181818,0,"normal_LDG",79,"Danian","Dan",66,61.66,4.34,"Hothouse","#95484b"
69.1,"Maastrichtian","Northern",0.642469809582657,NA,NA,NA,NA,1.25754047696256,0.265058443564128,0.0196353314637646,0.120208083666408,45,NA,0,1,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",45,15041,334.244444444444,65,5,4.739120661,56.24836738,51.509246719,0.681140802313973,1.8717747372,0.111111111111111,3,23,9,6,0.926296222251837,0.333333333333333,0.511111111111111,0,"reverse_LDG",78,"Maastrichtian","Maa",72.2,66,6.2,"Transitional","#c8c7c7"
77.9,"Campanian","Northern",0.234701540295296,NA,NA,NA,NA,9.62541002021243,0.175077274920054,0.18503481981045,0.0286175686065963,63,NA,0,1,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",67,6166,92.0298507462687,33,6,2.514673825,78.07096538,75.556291555,0.738905659893305,1.9531236037037,0.104477611940299,2,24,11.1666666666667,8.5,0.775372775199951,0.17910447761194,0.358208955223881,1.35,"reverse_LDG",77,"Campanian","Cam",83.6,72.2,11.4,"Warmhouse","#b57a51"
84.65,"Santonian","Northern",-0.050417323984615,NA,NA,NA,NA,22.7644856477687,0.466427143987298,0.91490201668997,0.000530809490201837,24,NA,1,0,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",24,1096,45.6666666666667,24.5,4,9.820804984,53.88599078,44.065185796,0.602508684150158,1.60722901555556,0.0416666666666667,1,11,6,6,0.871354841186562,0.166666666666667,0.458333333333333,0,"normal_LDG",76,"Santonian","San",85.7,83.6,2.1,"Hothouse","#95484b"
87.75,"Coniacian","Northern",-0.354301281454387,NA,NA,NA,NA,26.3043620943889,0.204515434796025,0.097866945466217,0.125043326806014,23,NA,1,0,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",23,539,23.4347826086957,13,4,11.95491105,54.46981084,42.51489979,0.651611460935927,1.6993112212,0.0434782608695652,2,10,5.75,5.5,0.756405121779704,0.347826086956522,0.434782608695652,1.125,"normal_LDG",75,"Coniacian","Con",89.8,85.7,4.1,"Hothouse","#95484b"
91.85,"Turonian","Northern",-0.0275923622762982,NA,NA,NA,NA,24.9605405967074,0.268500709145,0.91860641248037,0.000234624019783386,47,NA,1,0,NA,"grid_cell_all_cells_OLS_excluding_high_latitude","good","Northern",49,2577,52.5918367346939,19,6,4.104899675,64.03361656,59.928716885,0.817375426097385,1.86005035318182,0.122448979591837,1,18,8.16666666666667,8,0.810078127257833,0.122448979591837,0.36734693877551,1.5,"normal_LDG",74,"Turonian","Tur",93.9,89.8,4.1,"Hothouse","#95484b"
