"bin_midpoint","stage","hemisphere","slope","intercept","slope_se","slope_lower_95","slope_upper_95","p_value","r_squared","n_cells_model","method","label","color","n_cells","n_valid_lat_bins","min_abs_lat","max_abs_lat","lat_range","sum_nT","mean_nT","median_nT","mean_t_over_nT","max_t_over_nT","prop_high_extrapolation","slope_direction"
431.75,"Sheinwoodian","Northern",NA,NA,NA,NA,NA,NA,NA,1,"grid_cell_all_cells_OLS","bad","Bad hemisphere",1,1,5.389250307,5.389250307,0,308,308,308,0.355600709415584,0.355600709415584,0,NA
435.75,"Telychian","Northern",-0.13644385734155,22.7705593186524,0.692177749433075,-1.49311224623038,1.22022453154728,0.848111448120583,0.00429891816534653,11,"grid_cell_all_cells_OLS","good","Northern",11,8,2.725738484,35.92014927,33.194410786,497,45.1818181818182,25,1.14904791958813,1.82094288210526,0.363636363636364,"normal_LDG"
439.55,"Aeronian","Northern",6.46493586041357,-23.1871690363796,2.23745768618341,2.07951879549408,10.8503529253331,0.21211432035011,0.893033239201866,3,"grid_cell_all_cells_OLS","bad","Bad hemisphere",3,2,3.65224582,8.001772054,4.349526234,52,17.3333333333333,21,0.800068541948499,1.54943868428571,0.333333333333333,"reverse_LDG"
441.8,"Rhuddanian","Northern",0.039733817624174,36.742041257564,1.35802937124007,-2.62200375000637,2.70147138525471,0.978060084489843,0.000213968250560972,6,"grid_cell_all_cells_OLS","good","Northern",6,5,9.28e-10,33.22344509,33.223445089072,410,68.3333333333333,47,0.444991751342183,0.723508004117647,0,"reverse_LDG"
444.15,"Hirnantian","Northern",-0.486346032471155,33.7627025498706,0.785805687237317,-2.0265251794563,1.05383311451399,0.558723494389069,0.0600111398342,8,"grid_cell_all_cells_OLS","good","Northern",8,4,5.377961062,13.92412653,8.546165468,311,38.875,32.5,0.934348360353746,1.60160470090909,0.125,"normal_LDG"
449,"Katian","Northern",-0.239913279423211,21.9392038166693,0.443332623457124,-1.10884522139917,0.629018662552751,0.593836315198656,0.0131366172630149,24,"grid_cell_all_cells_OLS","good","Northern",24,8,1.25e-09,27.40789451,27.40789450875,1632,68,44,1.1306962918276,1.92666515866667,0.333333333333333,"normal_LDG"
455.5,"Sandbian","Northern",0.620098816617584,9.89464880681616,0.67993541277136,-0.712574592414282,1.95277222564945,0.377207440211726,0.05607824859232,16,"grid_cell_all_cells_OLS","good","Northern",16,6,2.725738484,16.46543653,13.739698046,924,57.75,37.5,1.02717792602845,1.869993325,0.25,"reverse_LDG"
463.8,"Darriwilian","Northern",-0.503189762922953,19.220239539472,0.507442914139998,-1.49777787463735,0.491398348791444,0.333230013997987,0.0468614012646223,22,"grid_cell_all_cells_OLS","good","Northern",22,7,2.42e-09,19.83993089,19.83993088758,1069,48.5909090909091,31,0.889028957187114,1.77677604357143,0.227272727272727,"normal_LDG"
470.35,"Dapingian","Northern",-2.46785580338944,99.7715406425241,1.34527992932976,-5.10460446487576,0.168892858096891,0.317730302804087,0.7709167861342,3,"grid_cell_all_cells_OLS","bad","Bad hemisphere",3,3,12.12391042,31.56517556,19.44126514,129,43,33,0.675471481615763,1.06493821393939,0,"normal_LDG"
474.2,"Floian","Northern",-0.456526317497994,29.046117859885,0.590263946592884,-1.61344365282005,0.700391017824058,0.449891218948889,0.0339915619267978,19,"grid_cell_all_cells_OLS","good","Northern",19,9,2.430801149,32.71487219,30.284071041,1213,63.8421052631579,43,0.802989954332768,1.82065793534884,0.157894736842105,"normal_LDG"
481.975,"Tremadocian","Northern",-0.227363673226552,33.6947241572341,0.611444626595343,-1.42579514135343,0.971067794900321,0.715574679918377,0.00977983703473524,16,"grid_cell_all_cells_OLS","good","Northern",16,7,1.38e-09,22.47357343,22.47357342862,712,44.5,33,0.912835191837523,1.6993112212,0.125,"normal_LDG"
0.00585,"Holocene","Southern",0.20979871687049,20.5848044273743,0.367335864458434,-0.51017957746804,0.92977701120902,0.598465533850163,0.0754002476452197,6,"grid_cell_all_cells_OLS","good","Southern",6,5,5.389250306,55.65550965,50.266259344,421,70.1666666666667,36.5,0.68823808413791,1.06890809891304,0,"reverse_LDG"
1.29585,"Pleistocene","Southern",-0.129165101747106,21.7511453756458,0.204398854875155,-0.52978685730241,0.271456653808198,0.535841252890272,0.0229509625274398,19,"grid_cell_all_cells_OLS","good","Southern",19,10,4.652406731,78.13514109,73.482734359,1956,102.947368421053,90,0.908776938038357,1.87134043203883,0.0526315789473684,"normal_LDG"
3.09,"Piacenzian","Southern",-0.794068256334304,39.0560556871568,0.295338470382614,-1.37293165828423,-0.215204854384382,0.0311455787683442,0.508045451685324,9,"grid_cell_all_cells_OLS","good","Southern",9,5,7.257987316,43.78271467,36.524727354,767,85.2222222222222,100,0.860732523275945,1.73081931714286,0.111111111111111,"normal_LDG"
4.4665,"Zanclean","Southern",-0.358114505417265,30.8059254775672,0.240312913091079,-0.82912781507578,0.112898804241249,0.179788808148439,0.240838428611431,9,"grid_cell_all_cells_OLS","good","Southern",9,8,7.268493841,64.93572784,57.667233999,927,103,78,0.859977973477462,1.68625906538462,0.111111111111111,"normal_LDG"
6.2895,"Messinian","Southern",NA,NA,NA,NA,NA,NA,NA,1,"grid_cell_all_cells_OLS","bad","Bad hemisphere",1,1,29.57796961,29.57796961,0,6,6,6,0.333329971,0.333329971,0,NA
9.438,"Tortonian","Southern",-0.473094508037847,43.1940919364905,0.656426834675313,-1.75969110400146,0.813502087925767,0.489382575774954,0.054564782218988,11,"grid_cell_all_cells_OLS","good","Southern",11,8,2.42e-09,46.44661908,46.44661907758,1020,92.7272727272727,21,1.23926116139116,1.869993325,0.181818181818182,"normal_LDG"
12.725,"Serravallian","Southern",-0.367411849854163,27.2858478067236,0.343904726464627,-1.04146511372483,0.306641414016505,0.316535198026395,0.124858552310948,10,"grid_cell_all_cells_OLS","good","Southern",10,6,2.417243936,48.48205597,46.064812034,891,89.1,82.5,0.887911335543554,1.57524418384615,0.2,"normal_LDG"
18.215,"Burdigalian","Southern",0.0434427462672339,16.9567580597748,0.169143255651377,-0.288078034809465,0.374963527343933,0.800384981953065,0.00386539852658137,19,"grid_cell_all_cells_OLS","good","Southern",19,7,1.363525139,62.35153207,60.988006931,2404,126.526315789474,108,0.919089151858013,1.59238944266667,0.210526315789474,"reverse_LDG"
21.745,"Aquitanian","Southern",NA,NA,NA,NA,NA,NA,NA,2,"grid_cell_all_cells_OLS","bad","Bad hemisphere",2,1,44.32775068,44.86394344,0.536192759999999,193,96.5,96.5,0.371500360288444,0.672223029416667,0,NA
25.17,"Chattian","Southern",0.698685770755304,-2.88909399253815,0.385867311051775,-0.0576141589061739,1.45498570041678,0.167874865123303,0.522186121596458,5,"grid_cell_all_cells_OLS","good","Southern",5,4,2.417243936,52.7418821,50.324638164,444,88.8,32,1.01159560139788,1.7684848140625,0.2,"reverse_LDG"
30.6,"Rupelian","Southern",0.180887530698557,3.73847190381292,0.108372860391996,-0.0315232756697539,0.393298337066869,0.19368541503142,0.481504255360324,5,"grid_cell_all_cells_OLS","good","Southern",5,3,15.43563567,52.47602712,37.04039145,192,38.4,35,0.774520600803,1.11907096230769,0,"reverse_LDG"
35.805,"Priabonian","Southern",0.183114039980955,7.55373891545013,0.509256166307393,-0.815028045981536,1.18125612594344,0.726644745738719,0.0127641417209221,12,"grid_cell_all_cells_OLS","good","Southern",12,6,15.43563567,64.93572784,49.50009217,817,68.0833333333333,45,1.01876388897288,1.70090374769231,0.166666666666667,"reverse_LDG"
39.37,"Bartonian","Southern",-1.23449358166697,81.8994987183256,0.529144746934366,-2.27161728565833,-0.197369877675614,0.101869097629898,0.644670978484216,5,"grid_cell_all_cells_OLS","good","Southern",5,4,8.459350748,56.83208278,48.372732032,595,119,23,0.877109546049955,1.49314503472222,0,"normal_LDG"
44.55,"Lutetian","Southern",-0.316009552625877,21.8976748140395,0.316978644024081,-0.937287694913077,0.305268589661322,0.375215538997101,0.199021972779668,6,"grid_cell_all_cells_OLS","good","Southern",6,5,4.29e-09,52.18073129,52.18073128571,687,114.5,62,0.705896903922798,1.21001823127273,0,"normal_LDG"
52.035,"Ypresian","Southern",0.346943620176871,7.46611761108639,0.144113533088405,0.0644810953235966,0.629406145030146,0.0610573860357911,0.536854000352481,7,"grid_cell_all_cells_OLS","bad","Bad hemisphere",7,4,1.51e-09,64.03361657,64.03361656849,555,79.2857142857143,45,0.967614735135053,1.71174639166667,0.142857142857143,"reverse_LDG"
57.62,"Thanetian","Southern",0.759683189297054,3.89114049161964,0.366341389726899,0.041654065432332,1.47771231316178,0.286052450646961,0.811329425398502,3,"grid_cell_all_cells_OLS","bad","Bad hemisphere",3,2,5.423991198,60.37322471,54.949233512,192,64,71,1.18461084197818,1.73081931714286,0.333333333333333,"reverse_LDG"
63.83,"Danian","Southern",0.144764328468594,21.4604699429209,0.843512012250422,-1.50851921554223,1.79804787247942,0.86937749687076,0.00488497796184557,8,"grid_cell_all_cells_OLS","good","Southern",8,6,28.11693699,64.03361657,35.91667958,1123,140.375,62.5,0.767608653945941,1.92666515866667,0.25,"reverse_LDG"
69.1,"Maastrichtian","Southern",0.638246738080774,-13.2639109752735,0.314903308427828,0.0210362535622319,1.25545722259932,0.0890573439421632,0.406406501038431,8,"grid_cell_all_cells_OLS","good","Southern",8,6,30.41926784,62.21416855,31.79490071,1255,156.875,141,0.379996119000785,0.869160171428571,0,"reverse_LDG"
77.9,"Campanian","Southern",0.141251525933406,5.52539342806691,0.103962899793081,-0.0625157576610334,0.345018809527846,0.211317469040654,0.18748654349918,10,"grid_cell_all_cells_OLS","good","Southern",10,6,1.335343626,62.21416855,60.878824924,218,21.8,20,0.819339569883169,1.28746112137931,0,"reverse_LDG"
84.65,"Santonian","Southern",-0.350452535382989,53.0161473497764,0.751976383277733,-1.82432624660735,1.12342117584137,0.72236118250743,0.178439014904887,3,"grid_cell_all_cells_OLS","bad","Bad hemisphere",3,2,18.75322031,62.43585177,43.68263146,408,136,88,0.636805219640533,1.65283964590909,0.333333333333333,"normal_LDG"
87.75,"Coniacian","Southern",-0.84883675662767,63.6355863211691,0.788489080230347,-2.39427535387915,0.696601840623809,0.394298662394625,0.366874110376941,4,"grid_cell_all_cells_OLS","bad","Bad hemisphere",4,3,9.512625916,67.51421302,58.001587104,144,36,13,0.925494750227848,1.6993112212,0.25,"normal_LDG"
91.85,"Turonian","Southern",-0.701745731148846,55.0081581631484,0.477301287376904,-1.63725625440758,0.233764792109886,0.184961051008559,0.235940911703219,9,"grid_cell_all_cells_OLS","good","Southern",9,6,4.699297745,69.15870367,64.459405925,688,76.4444444444444,53,0.974146671457603,1.76247951391304,0.222222222222222,"normal_LDG"
97.2,"Cenomanian","Southern",-0.183570526790997,27.5378512108495,0.338441404872775,-0.846915680341635,0.479774626759641,0.616348578453469,0.0685104655426175,6,"grid_cell_all_cells_OLS","good","Southern",6,6,7.058615339,67.8950996,60.836484261,305,50.8333333333333,33,0.741561545481871,1.793654736,0.166666666666667,"normal_LDG"
106.85,"Albian","Southern",-0.0468232867221092,18.1542752886467,0.180010865297277,-0.399644582704773,0.305998009260554,0.797900323874352,0.00396417110162389,19,"grid_cell_all_cells_OLS","good","Southern",19,11,1.378811145,78.13514109,76.756329945,869,45.7368421052632,15,0.801130585856326,1.8267792325,0.0526315789473684,"normal_LDG"
117.3,"Aptian","Southern",0.00578557652941063,8.51392115430123,0.0777998058290464,-0.14670204289552,0.158273195954342,0.943137348492606,0.000920841551857825,8,"grid_cell_all_cells_OLS","good","Southern",8,7,8.095024433,80.06868165,71.973657217,313,39.125,20.5,0.70039082340162,1.57524418384615,0.125,"reverse_LDG"
123.585,"Barremian","Southern",-1.76110083573614,106.01255165706,0.815596721737773,-3.35967041034217,-0.162531261130103,0.276107588881046,0.823399109355112,3,"grid_cell_all_cells_OLS","bad","Bad hemisphere",3,3,28.98217984,44.31990608,15.33772624,56,18.6666666666667,15,0.830523276663736,1.50595327307692,0.333333333333333,"normal_LDG"
129.185,"Hauterivian","Southern",-6.06685374588684,260.479611649993,7.44750533211883,-20.6639641968397,8.53025670506607,0.500864659331931,0.249136088303829,4,"grid_cell_all_cells_OLS","good","Southern",4,3,28.98217984,36.88694161,7.90476177,242,60.5,41,0.750879615219281,1.12965687974359,0,"normal_LDG"
134.825,"Valanginian","Southern",0.432650247634109,10.4605363076985,0.462196379565608,-0.473254656314483,1.3385551515827,0.392207275175488,0.149115106687148,7,"grid_cell_all_cells_OLS","good","Southern",7,5,4.992688352,43.80108373,38.808395378,129,18.4285714285714,19,0.911436736402715,1.6993112212,0.142857142857143,"reverse_LDG"
146.15,"Tithonian","Southern",-0.942321837787297,78.2742546385851,0.713905211358152,-2.34157605204927,0.456932376474682,0.278531859749738,0.367392608379298,5,"grid_cell_all_cells_OLS","bad","Bad hemisphere",5,4,29.57796961,86.63064375,57.05267414,290,58,23,0.404557328028459,0.798826980166667,0,"normal_LDG"
152,"Kimmeridgian","Southern",-0.355446726310648,46.0247002127912,0.323787657517005,-0.990070535043978,0.279177082422682,0.314391692144458,0.167258249248182,8,"grid_cell_all_cells_OLS","good","Southern",8,7,2.462918991,84.0625449,81.599625909,496,62,25,1.16076808752452,1.798438878125,0.375,"normal_LDG"
158.15,"Oxfordian","Southern",-0.233231206580254,38.2463992161022,0.182698837839747,-0.591320928746158,0.124858515585651,0.224081207166894,0.111395330709241,15,"grid_cell_all_cells_OLS","good","Southern",15,7,2.440517044,79.84138096,77.400863916,1229,81.9333333333333,73,0.928735852415624,1.8642929325,0.0666666666666667,"normal_LDG"
163.4,"Callovian","Southern",-0.0691146000621318,44.9582777695859,0.273803643210555,-0.605769740754819,0.467540540630556,0.804660515110992,0.0048774672430664,15,"grid_cell_all_cells_OLS","good","Southern",15,8,2.440517044,78.13514108,75.694624036,3164,210.933333333333,78,0.967365201130847,1.8267792325,0.333333333333333,"normal_LDG"
166.75,"Bathonian","Southern",-0.404194757165391,49.0171274416863,0.299833991995809,-0.991869381477178,0.183479867146395,0.20738045494605,0.153780912941939,12,"grid_cell_all_cells_OLS","good","Southern",12,6,2.440517044,77.97078272,75.530265676,654,54.5,32,1.17113063318076,1.87220779909091,0.5,"normal_LDG"
169.55,"Bajocian","Southern",-0.54222907999202,47.4117350560491,0.195598975804684,-0.9256030725692,-0.15885508741484,0.0242162960254205,0.489951991308355,10,"grid_cell_all_cells_OLS","good","Southern",10,8,2.440517044,75.50841728,73.067900236,410,41,31.5,0.913136383644281,1.82094288210526,0.1,"normal_LDG"
172.8,"Aalenian","Southern",NA,NA,NA,NA,NA,NA,NA,2,"grid_cell_all_cells_OLS","bad","Bad hemisphere",2,2,26.27373033,33.72210227,7.44837194,153,76.5,76.5,0.324023432279843,0.413123755273973,0,NA
179.45,"Toarcian","Southern",-0.537346350343989,55.8425480043031,0.278841196209146,-1.08387509491391,0.00918239422593647,0.0828350218455964,0.270796695649156,12,"grid_cell_all_cells_OLS","good","Southern",12,9,2.462918991,75.94987466,73.486955669,964,80.3333333333333,37,0.732988190759262,1.6993112212,0.166666666666667,"normal_LDG"
188.55,"Pliensbachian","Southern",-0.78730234108092,63.5493440768336,0.3254741935909,-1.42523176051909,-0.149372921642756,0.0601961307274895,0.539224342495113,7,"grid_cell_all_cells_OLS","good","Southern",7,6,28.84871237,75.50841728,46.65970491,1642,234.571428571429,95,0.240341967067217,0.542573602,0,"normal_LDG"
196.2,"Sinemurian","Southern",-0.323074454924002,46.0691842893809,0.420834688834842,-1.14791044504029,0.50176153519229,0.462330995641514,0.0614599867251188,11,"grid_cell_all_cells_OLS","good","Southern",11,8,1.71e-09,72.96308819,72.96308818829,1029,93.5454545454545,29,0.783226431154378,1.94726228676471,0.181818181818182,"normal_LDG"
200.45,"Hettangian","Southern",0.00125075244700757,7.04325404882197,0.0862897235965213,-0.167877105802174,0.170378610696189,0.989129374406286,5.25220616057381e-05,6,"grid_cell_all_cells_OLS","good","Southern",6,6,2.07e-09,71.94358535,71.94358534793,169,28.1666666666667,30,0.640287225772253,1.18768673457143,0,"reverse_LDG"
203.55,"Rhaetian","Southern",-1.08111316388111,82.642824351884,0.324221376107471,-1.71658706105175,-0.445639266710466,0.015718810331913,0.64950872125831,8,"grid_cell_all_cells_OLS","bad","Bad hemisphere",8,6,8.348916947,69.1665314,60.817614453,931,116.375,132.5,0.404747319415443,1.17980258105263,0,"normal_LDG"
216.5,"Norian","Southern",-0.384806189410937,35.7495463734862,0.213360700226539,-0.802993161854954,0.0333807830330804,0.0945156983885233,0.200137041105687,15,"grid_cell_all_cells_OLS","good","Southern",15,10,2.07e-09,74.5914634,74.59146339793,983,65.5333333333333,67,0.638609440099386,1.99859237030303,0.133333333333333,"normal_LDG"
232.15,"Carnian","Southern",0.320730689128123,-6.68232945393173,0.240830855650826,-0.151297787947495,0.792759166203742,0.314432534763976,0.470002749390147,4,"grid_cell_all_cells_OLS","bad","Bad hemisphere",4,4,19.4373325,74.5914634,55.1541309,141,35.25,36.5,0.634260409405333,1.46142172037736,0,"reverse_LDG"
239.232,"Ladinian","Southern",-0.15481970470277,14.6605267614932,0.0473242039077308,-0.247575144361922,-0.0620642650436173,0.0307465716107265,0.727937698812726,6,"grid_cell_all_cells_OLS","bad","Bad hemisphere",6,3,11.48148997,73.61127037,62.1297804,423,70.5,63,0.49077437282151,1.53596485461538,0.166666666666667,"normal_LDG"
244.082,"Anisian","Southern",-0.529424199332035,39.0645853930917,0.128027202794569,-0.780357516809391,-0.27849088185468,0.00903870780991362,0.773758458662604,7,"grid_cell_all_cells_OLS","good","Southern",7,5,13.41584964,74.62840468,61.21255504,270,38.5714285714286,25,0.655562957715378,1.30779448086207,0,"normal_LDG"
248.3,"Olenekian","Southern",0.0897245470046168,24.0134361720051,0.246592939925554,-0.393597615249468,0.573046709258702,0.750829210452164,0.0620860823638918,4,"grid_cell_all_cells_OLS","bad","Bad hemisphere",4,3,5.45572464,50.52122727,45.06550263,50,12.5,12.5,0.659935515770833,0.887955447692308,0,"reverse_LDG"
250.901,"Induan","Southern",0.369216312291588,4.74631358710821,0.259280365908238,-0.138973204888557,0.877405829471734,0.197458260495886,0.224616242556086,9,"grid_cell_all_cells_OLS","good","Southern",9,8,2.653054193,53.1478836,50.494829407,199,22.1111111111111,20,0.543756661866264,1.08662394,0,"reverse_LDG"
253.021,"Changhsingian","Southern",0.394966145385596,17.7555543632819,0.23920433674192,-0.0738743546285665,0.863806645399759,0.137309869545744,0.25417315034495,10,"grid_cell_all_cells_OLS","good","Southern",10,8,1.76e-09,75.94987466,75.94987465824,1484,148.4,70,0.570332047133106,1.20504321972973,0,"reverse_LDG"
256.825,"Wuchiapingian","Southern",-0.14234743277276,32.8513464745669,0.157770581754666,-0.451577773011905,0.166882907466385,0.374114999975291,0.0264179152885816,32,"grid_cell_all_cells_OLS","good","Southern",32,13,2.402714379,79.84138096,77.438666581,6390,199.6875,31,0.772285714822069,1.9719315792,0.125,"normal_LDG"
261.895,"Capitanian","Southern",-0.0223464378823508,22.5735378982793,0.230156411690188,-0.47345300479512,0.428760129030418,0.924255806871244,0.000784961161305408,14,"grid_cell_all_cells_OLS","good","Southern",14,11,4.295219965,74.43377065,70.138550685,1060,75.7142857142857,52,0.801217241061525,1.73081931714286,0.142857142857143,"normal_LDG"
265.59,"Wordian","Southern",-0.277322553212687,35.6579682457858,0.144373658170233,-0.560294923226343,0.00564981680096971,0.0662230116789422,0.128608008637097,27,"grid_cell_all_cells_OLS","good","Southern",27,13,4.739120655,80.29781125,75.558690595,2414,89.4074074074074,62,0.646704561073445,1.669623058,0.037037037037037,"normal_LDG"
270.65,"Roadian","Southern",-0.196918022263011,27.7220198189337,0.130218553031683,-0.452146386205109,0.0583103416790876,0.14693534071112,0.107427418799489,21,"grid_cell_all_cells_OLS","good","Southern",21,10,6.16e-10,71.71225682,71.712256819384,1381,65.7619047619048,38,0.973967983293503,1.80168540425532,0.142857142857143,"normal_LDG"
278.85,"Kungurian","Southern",-0.224298077458283,29.4197978558455,0.153377426127596,-0.524917832668371,0.0763216777518055,0.158439042700376,0.0924253827432752,23,"grid_cell_all_cells_OLS","good","Southern",23,12,6.16e-10,77.73177818,77.731778179384,4849,210.826086956522,39,0.769132523940876,1.869993325,0.130434782608696,"normal_LDG"
286.7,"Artinskian","Southern",-0.086497805125185,28.4624773333028,0.169670061994652,-0.419051126634702,0.246055516384332,0.615507706145565,0.0122247109840255,23,"grid_cell_all_cells_OLS","good","Southern",23,10,1.348106583,73.66054641,72.312439827,2863,124.478260869565,55,0.620180276810873,1.68330702272727,0.0869565217391304,"normal_LDG"
291.81,"Sakmarian","Southern",-0.202167508552914,49.0094560357812,0.224827370773564,-0.642829155269099,0.238494138163271,0.376489628716609,0.0290767258846501,29,"grid_cell_all_cells_OLS","good","Southern",29,11,5.29e-10,71.71225682,71.712256819471,2181,75.2068965517241,40,0.734531154547253,1.80583103558824,0.172413793103448,"normal_LDG"
296.21,"Asselian","Southern",-0.759339261041558,52.8343963117938,0.350145130620835,-1.4456237170584,-0.0730548050247211,0.0465968351414108,0.23869484503135,17,"grid_cell_all_cells_OLS","good","Southern",17,9,5.29e-10,59.99392079,59.993920789471,2182,128.352941176471,40,0.630482797137974,1.911174108125,0.0588235294117647,"normal_LDG"
301.3,"Gzhelian","Southern",-1.24767680295771,46.858846954574,0.87575099091083,-2.96414874514294,0.468795139227516,0.197266458780371,0.224784890394998,9,"grid_cell_all_cells_OLS","good","Southern",9,4,7.06e-10,33.23106961,33.231069609294,2566,285.111111111111,117,0.595464978583357,1.86813544421053,0.111111111111111,"normal_LDG"
305.35,"Kasimovian","Southern",4.19418936200921,45.8763912557433,3.4588877044773,-2.5852305387663,10.9736092627847,0.259879377139457,0.155258983552678,10,"grid_cell_all_cells_OLS","good","Southern",10,3,4.45e-10,6.813752997,6.813752996555,1728,172.8,153,0.472750318906781,1.11371500066667,0,"reverse_LDG"
311.1,"Moscovian","Southern",-0.58538107325298,32.6929650974742,0.345424086777852,-1.26241228333757,0.0916501368316102,0.109508603826675,0.152179468772222,18,"grid_cell_all_cells_OLS","good","Southern",18,7,7.06e-10,45.8181579,45.818157899294,2147,119.277777777778,95.5,0.753831704925614,1.84283321709677,0.0555555555555556,"normal_LDG"
319.3,"Bashkirian","Southern",-0.270945881164895,36.9307584101738,0.24240803384069,-0.746065627492646,0.204173865162857,0.287501008161165,0.101990418540465,13,"grid_cell_all_cells_OLS","good","Southern",13,7,2.2e-09,63.2969896,63.2969895978,706,54.3076923076923,47,0.824410413982355,1.869993325,0.0769230769230769,"normal_LDG"
326.85,"Serpukhovian","Southern",-0.677558626553376,51.1573778212071,0.901641580261842,-2.44477612386659,1.08965887075983,0.46685138660807,0.0449441743904441,14,"grid_cell_all_cells_OLS","good","Southern",14,6,2.355331357,44.18480028,41.829468923,1583,113.071428571429,87,0.682934678405825,1.53007770829268,0.0714285714285714,"normal_LDG"
338.5,"Visean","Southern",-0.465580607225905,38.0942878101643,0.479647690948699,-1.40569008148536,0.474528867033544,0.342759796203768,0.0429402724521727,23,"grid_cell_all_cells_OLS","good","Southern",23,9,9.87e-10,44.18480028,44.184800279013,5316,231.130434782609,56,0.694249483945544,1.59851720684211,0.0434782608695652,"normal_LDG"
352.78,"Tournaisian","Southern",0.0528898036101004,23.9258257501696,0.327154352488536,-0.58833272726743,0.69411233448763,0.872554486247786,0.000791372107562253,35,"grid_cell_all_cells_OLS","good","Southern",35,12,7.98e-10,49.07171152,49.071711519202,2728,77.9428571428571,48,0.792006789895096,1.8290267928,0.0571428571428571,"reverse_LDG"
365.505,"Famennian","Southern",-0.276712925167668,26.2717655931093,0.34894845453878,-0.960651896063677,0.407226045728341,0.434010192201393,0.0205307994961729,32,"grid_cell_all_cells_OLS","good","Southern",32,11,1.204524048,40.11980054,38.915276492,2569,80.28125,34.5,0.71738623620234,1.6993112212,0.0625,"normal_LDG"
377.23,"Frasnian","Southern",0.232229016323886,35.4639570275285,0.419058838478218,-0.58912630709342,1.05358433974119,0.582798029521996,0.00823173608651896,39,"grid_cell_all_cells_OLS","good","Southern",39,11,1.218463809,46.43339831,45.214934501,4476,114.769230769231,43,0.726269940147235,1.954963814,0.128205128205128,"reverse_LDG"
385.13,"Givetian","Southern",-0.0666382634662438,18.7280164895089,0.147368517488682,-0.35548055774406,0.222204030811572,0.653305912332985,0.00452331147141191,47,"grid_cell_all_cells_OLS","good","Southern",47,14,1.2220667,84.0625449,82.8404782,12027,255.893617021277,46,0.786398600070524,1.73081931714286,0.127659574468085,"normal_LDG"
390.71,"Eifelian","Southern",0.064526322118965,26.6102458180795,0.266598078661204,-0.458005912056994,0.587058556294924,0.810206278119553,0.00172001897631951,36,"grid_cell_all_cells_OLS","good","Southern",36,13,2.722755376,68.86017193,66.137416554,4154,115.388888888889,45,0.727974400059803,1.86611853466667,0.0833333333333333,"reverse_LDG"
402.045,"Emsian","Southern",-0.286487823806264,41.1649867101986,0.178550068436383,-0.636445957941574,0.0634703103290457,0.115443310642149,0.0530009907479981,48,"grid_cell_all_cells_OLS","good","Southern",48,17,3.6e-09,82.38234022,82.3823402164,3576,74.5,51,0.891847667364759,1.954963814,0.145833333333333,"normal_LDG"
411.82,"Pragian","Southern",0.114777793106184,14.7219399309902,0.355890098282634,-0.582766799527779,0.812322385740146,0.75219508267872,0.0079374251714828,15,"grid_cell_all_cells_OLS","good","Southern",15,11,7.265914649,62.43585177,55.169937121,1743,116.2,65,0.931142742585645,1.87441684142857,0.2,"reverse_LDG"
416.32,"Lochkovian","Southern",0.100984042473756,31.8711493815993,0.258449896506423,-0.405577754678833,0.607545839626344,0.699306917047486,0.00606972047460856,27,"grid_cell_all_cells_OLS","good","Southern",27,10,1.335343625,62.33227921,60.996935585,2837,105.074074074074,64,0.9267565266596,1.82094288210526,0.222222222222222,"reverse_LDG"
421.16,"Pridoli","Southern",-0.0705667006618832,33.3759171002988,0.267670339311419,-0.595200565712264,0.454067164388498,0.795057238159674,0.00384638662345623,20,"grid_cell_all_cells_OLS","good","Southern",20,12,1.27e-10,66.92879738,66.928797379873,1130,56.5,30,0.99260259703193,1.869993325,0.15,"normal_LDG"
423.85,"Ludfordian","Southern",0.434977019813118,33.2594810263675,0.528297866572642,-0.60048679866926,1.4704408382955,0.437453511216807,0.0882940915345633,9,"grid_cell_all_cells_OLS","good","Southern",9,7,3.96e-09,55.77959069,55.77959068604,1348,149.777777777778,52,0.972227374680483,1.65567698711538,0.111111111111111,"reverse_LDG"
425.85,"Gorstian","Southern",1.88340097324061,-7.34189007112371,0.352360281469751,1.19277482155989,2.57402712492132,0.0128061153365735,0.904973361669039,5,"grid_cell_all_cells_OLS","good","Southern",5,5,3.96e-09,52.5036487,52.50364869604,827,165.4,38,0.885173386342979,1.57102251789474,0.2,"reverse_LDG"
428.65,"Homerian","Southern",1.16392470967318,8.88278878773842,0.534237936542518,0.116818354049846,2.21103106529652,0.0414905165338146,0.191807344096334,22,"grid_cell_all_cells_OLS","good","Southern",22,8,14.29317888,54.19285767,39.89967879,3399,154.5,91.5,0.91096365519043,1.95881428035714,0.227272727272727,"reverse_LDG"
431.75,"Sheinwoodian","Southern",0.0432213801604508,38.1410616891331,0.628251788108282,-1.18815212453178,1.27459488485268,0.947387237152824,0.000788199398198519,8,"grid_cell_all_cells_OLS","good","Southern",8,5,9.565700708,59.89823747,50.332536762,1213,151.625,54.5,0.942826011879171,1.64400170327869,0.125,"reverse_LDG"
435.75,"Telychian","Southern",-0.2382136062946,34.1871779896205,0.543731663323697,-1.30392766640905,0.827500453819846,0.665394604787101,0.00827612066534761,25,"grid_cell_all_cells_OLS","good","Southern",25,10,7.268493843,45.6719095,38.403415657,4018,160.72,64,0.847889029529772,1.87807161578947,0.12,"normal_LDG"
