"hemisphere","n_good_stage_hemisphere","n_reaches_60","n_reaches_66_5","n_reaches_70","n_reaches_75","prop_reaches_60","prop_reaches_66_5","prop_reaches_70","prop_reaches_75","median_max_abs_lat","mean_max_abs_lat","q25_max_abs_lat","q75_max_abs_lat","median_prop_cells_ge_60","median_prop_cells_ge_66_5","median_prop_cells_ge_70","median_prop_cells_ge_75"
"Northern",64,50,38,33,26,0.78125,0.59375,0.515625,0.40625,70.71999544,67.3904700307812,62.33227921,78.8889960175,0.0527950310559006,0.0209663686675181,0.00915551839464883,0
"Southern",59,52,43,37,29,0.88135593220339,0.728813559322034,0.627118644067797,0.491525423728814,74.62840468,71.8944281737288,63.296989605,79.09299723,0.111111111111111,0.0740740740740741,0.0344827586206897,0
