"method_group","slope_metric","Analysis scope","QC Scenario","Group 1","Group 2","n1","n2","Median difference","W statistics","p value","p-adjusted value"
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Warmhouse",21,20,-0.634870694768358,45,8.91383054761102e-06,8.91383054761102e-05
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Transitional",21,26,-0.486555170222228,100,0.000111617156289048,0.000518255504775155
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Hothouse",21,24,-0.711584280945725,93,0.000155476651432546,0.000518255504775155
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coolhouse","Warmhouse",29,20,-0.272887387402796,144,0.00153945792246332,0.00384864480615829
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Coolhouse",21,29,-0.361983307365562,163,0.00278987245452723,0.00557974490905447
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coolhouse","Hothouse",29,24,-0.349600973580163,235,0.0222044306907132,0.0370073844845219
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coolhouse","Transitional",29,26,-0.124571862856666,285,0.0614731117704682,0.0878187311006689
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Transitional","Warmhouse",26,20,-0.14831552454613,201,0.0974410252643849,0.121801281580481
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Transitional","Hothouse",26,24,-0.225029110723497,274,0.233248747270781,0.259165274745312
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Warmhouse","Hothouse",20,24,-0.076713586177367,242,0.523494302288635,0.523494302288635
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Warmhouse",10,12,-0.405576345513376,15,0.0016718110423014,0.00931750278259158
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coolhouse","Warmhouse",17,12,-0.254805772732932,36,0.00186350055651832,0.00931750278259158
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Transitional",10,12,-0.275108597712744,26,0.0135899434002913,0.0381076961690792
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Hothouse",10,9,-0.348021036021394,18,0.0152430784676317,0.0381076961690792
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Transitional","Warmhouse",12,12,-0.130467747800632,36,0.0202020597941119,0.0404041195882237
