"method_group","slope_metric","qc_name","group1","group2","n1","n2","median1","median2","median_diff","p_value","w_statistic","iqr1","iqr2","test_note","p_adjusted"
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Coldhouse","Hothouse",14,16,-0.455210050718687,-0.0704738490774284,-0.384736201641258,0.000736001675261924,35,0.311707365169642,0.254777237006258,"Tested",0.00736001675261924
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Coldhouse","Transitional",14,20,-0.455210050718687,-0.0892695327293528,-0.365940517989334,0.00505616696066673,66,0.311707365169642,0.271318121532265,"Tested",0.0168538898688891
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Coldhouse","Warmhouse",14,18,-0.455210050718687,-0.123092775590832,-0.332117275127855,0.00414424115602785,56,0.311707365169642,0.334264402005695,"Tested",0.0168538898688891
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Coolhouse","Hothouse",21,16,-0.19473900698368,-0.0704738490774284,-0.124265157906251,0.0153354622783374,97,0.365746230800453,0.254777237006258,"Tested",0.0383386556958435
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Coldhouse","Coolhouse",14,21,-0.455210050718687,-0.19473900698368,-0.260471043735007,0.0627532357187345,101,0.311707365169642,0.365746230800453,"Tested",0.105530179364983
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Coolhouse","Transitional",21,20,-0.19473900698368,-0.0892695327293528,-0.105469474254327,0.0738711255554883,154,0.365746230800453,0.271318121532265,"Tested",0.105530179364983
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Coolhouse","Warmhouse",21,18,-0.19473900698368,-0.123092775590832,-0.071646231392848,0.0695674920340921,136,0.365746230800453,0.334264402005695,"Tested",0.105530179364983
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Transitional","Hothouse",20,16,-0.0892695327293528,-0.0704738490774284,-0.0187956836519244,0.165776710467146,129,0.271318121532265,0.254777237006258,"Tested",0.184196344963496
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Warmhouse","Hothouse",18,16,-0.123092775590832,-0.0704738490774284,-0.0526189265134033,0.154375407363478,114,0.334264402005695,0.254777237006258,"Tested",0.184196344963496
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Transitional","Warmhouse",20,18,-0.0892695327293528,-0.123092775590832,0.0338232428614789,0.482510829369645,178,0.271318121532265,0.334264402005695,"Tested",0.482510829369645
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Coolhouse","Hothouse",10,6,-0.230074488912968,-0.0704738490774284,-0.15960063983554,0.00733412981253688,7,0.207513800520389,0.160981813761081,"Tested",0.0733412981253688
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Transitional","Hothouse",6,6,-0.226327375142849,-0.0704738490774284,-0.15585352606542,0.0153194939688516,4,0.298454398264544,0.160981813761081,"Tested",0.0765974698442582
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Coldhouse","Hothouse",6,6,-0.39095463422132,-0.0704738490774284,-0.320480785143891,0.0463479012789063,7,0.325329434328686,0.160981813761081,"Tested",0.154493004263021
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Coolhouse","Warmhouse",10,11,-0.230074488912968,-0.158986386125853,-0.0710881027871157,0.096333347999436,36,0.207513800520389,0.223484477316315,"Tested",0.209008211688364
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Warmhouse","Hothouse",11,6,-0.158986386125853,-0.0704738490774284,-0.0885125370484242,0.104504105844182,20,0.223484477316315,0.160981813761081,"Tested",0.209008211688364
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Coldhouse","Warmhouse",6,11,-0.39095463422132,-0.158986386125853,-0.231968248095467,0.169842983427764,23,0.325329434328686,0.223484477316315,"Tested",0.280677627811024
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Transitional","Warmhouse",6,11,-0.226327375142849,-0.158986386125853,-0.0673409890169961,0.196474339467717,24,0.298454398264544,0.223484477316315,"Tested",0.280677627811024
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Coldhouse","Coolhouse",6,10,-0.39095463422132,-0.230074488912968,-0.160880145308351,0.240397654088825,23,0.325329434328686,0.207513800520389,"Tested",0.300497067611032
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Coldhouse","Transitional",6,6,-0.39095463422132,-0.226327375142849,-0.164627259078471,0.53190685326347,18,0.325329434328686,0.298454398264544,"Tested",0.591007614737189
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Coolhouse","Transitional",10,6,-0.230074488912968,-0.226327375142849,-0.00374711377011952,0.60686719333358,32,0.207513800520389,0.298454398264544,"Tested",0.60686719333358
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Coldhouse","Warmhouse",6,14,-0.39095463422132,-0.123092775590832,-0.267861858630488,0.021654071405396,17,0.200076185456448,0.193185666507426,"Tested",0.11331890519493
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Coldhouse","Hothouse",6,6,-0.39095463422132,-0.0704738490774284,-0.320480785143891,0.0226637810389861,5,0.200076185456448,0.152642245162425,"Tested",0.11331890519493
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Coldhouse","Transitional",6,12,-0.39095463422132,-0.109653501858389,-0.28130113236293,0.0872240005123173,21,0.200076185456448,0.353370122335652,"Tested",0.218060001280793
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Coolhouse","Hothouse",12,6,-0.158128848029473,-0.0704738490774284,-0.0876549989520447,0.0872240005123173,21,0.383350394393226,0.152642245162425,"Tested",0.218060001280793
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Transitional","Hothouse",12,6,-0.109653501858389,-0.0704738490774284,-0.0391796527809606,0.120853206003882,23,0.353370122335652,0.152642245162425,"Tested",0.221258657461561
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Warmhouse","Hothouse",14,6,-0.123092775590832,-0.0704738490774284,-0.0526189265134033,0.132755194476937,28,0.193185666507426,0.152642245162425,"Tested",0.221258657461561
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Coldhouse","Coolhouse",6,12,-0.39095463422132,-0.158128848029473,-0.232825786191846,0.162701590240056,25,0.200076185456448,0.383350394393226,"Tested",0.23243084320008
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Coolhouse","Warmhouse",12,14,-0.158128848029473,-0.123092775590832,-0.0350360724386414,0.227894263527751,69,0.383350394393226,0.193185666507426,"Tested",0.284867829409688
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Coolhouse","Transitional",12,12,-0.158128848029473,-0.109653501858389,-0.0484753461710841,0.353726983851037,65,0.383350394393226,0.353370122335652,"Tested",0.353726983851037
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Transitional","Warmhouse",12,14,-0.109653501858389,-0.123092775590832,0.0134392737324427,0.330985756425734,75,0.353370122335652,0.193185666507426,"Tested",0.353726983851037
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Coldhouse","Coolhouse",2,3,-0.433043793320815,-0.34025047311902,-0.0927933202017954,0.0744573365893828,0,0.0642554164973672,0.125802721337915,"Tested",0.106367623699118
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Coldhouse","Warmhouse",2,8,-0.433043793320815,-0.0866884053286157,-0.3463553879922,0.0250930933844877,0,0.0642554164973672,0.145683738842839,"Tested",0.106367623699118
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Coldhouse","Hothouse",2,3,-0.433043793320815,0.0994803196514304,-0.532524112972246,0.0744573365893828,0,0.0642554164973672,0.237024340908508,"Tested",0.106367623699118
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Coolhouse","Warmhouse",3,8,-0.34025047311902,-0.0866884053286157,-0.253562067790404,0.06289321231947,4,0.125802721337915,0.145683738842839,"Tested",0.106367623699118
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Coolhouse","Hothouse",3,3,-0.34025047311902,0.0994803196514304,-0.43973079277045,0.0404277991850261,0,0.125802721337915,0.237024340908508,"Tested",0.106367623699118
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Transitional","Hothouse",4,3,-0.213174216903933,0.0994803196514304,-0.312654536555363,0.0259149636089548,0,0.257666113719674,0.237024340908508,"Tested",0.106367623699118
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Warmhouse","Hothouse",8,3,-0.0866884053286157,0.0994803196514304,-0.186168724980046,0.06289321231947,4,0.145683738842839,0.237024340908508,"Tested",0.106367623699118
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Transitional","Warmhouse",4,8,-0.213174216903933,-0.0866884053286157,-0.126485811575317,0.134803052284104,9,0.257666113719674,0.145683738842839,"Tested",0.168503815355131
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Coldhouse","Transitional",2,4,-0.433043793320815,-0.213174216903933,-0.219869576416883,0.243726645182017,2,0.0642554164973672,0.257666113719674,"Tested",0.270807383535575
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Coolhouse","Transitional",3,4,-0.34025047311902,-0.213174216903933,-0.127076256215087,0.429841897599333,5,0.125802721337915,0.257666113719674,"Tested",0.429841897599333
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","Coldhouse","Warmhouse",24,30,-0.576170368567209,-0.0492216151735655,-0.526948753393644,1.47705413502975e-06,91,0.54824556480457,0.293352383358175,"Tested",1.47705413502975e-05
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","Coldhouse","Hothouse",24,27,-0.576170368567209,-0.0251779926558864,-0.550992375911323,9.58496587334292e-06,97,0.54824556480457,0.528376059376365,"Tested",4.79248293667146e-05
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","Coldhouse","Transitional",24,32,-0.576170368567209,-0.0806238706240666,-0.495546497943143,4.82770177761174e-05,148,0.54824556480457,0.4718322143803,"Tested",0.000160923392587058
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","Coolhouse","Warmhouse",32,30,-0.277118925170486,-0.0492216151735655,-0.227897309996921,0.00144515777066809,268,0.442351457726577,0.293352383358175,"Tested",0.00361289442667022
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","Coldhouse","Coolhouse",24,32,-0.576170368567209,-0.277118925170486,-0.299051443396723,0.00263706081505493,215,0.54824556480457,0.442351457726577,"Tested",0.00527412163010987
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","Coolhouse","Hothouse",32,27,-0.277118925170486,-0.0251779926558864,-0.2519409325146,0.0101646623109256,279,0.442351457726577,0.528376059376365,"Tested",0.0169411038515427
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","Coolhouse","Transitional",32,32,-0.277118925170486,-0.0806238706240666,-0.19649505454642,0.0604704626124366,396,0.442351457726577,0.4718322143803,"Tested",0.0863863751606238
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","Transitional","Warmhouse",32,30,-0.0806238706240666,-0.0492216151735655,-0.0314022554505011,0.0962965745876753,387,0.4718322143803,0.293352383358175,"Tested",0.120370718234594
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","Transitional","Hothouse",32,27,-0.0806238706240666,-0.0251779926558864,-0.0554458779681803,0.122230155214834,355,0.4718322143803,0.528376059376365,"Tested",0.135811283572038
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","Warmhouse","Hothouse",30,27,-0.0492216151735655,-0.0251779926558864,-0.0240436225176792,0.427087427459223,393,0.293352383358175,0.528376059376365,"Tested",0.427087427459223
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate_polar","Coolhouse","Hothouse",17,14,-0.265052870098246,0.00764435165265849,-0.272697221750905,0.000698224895211261,38,0.201581950171189,0.351824174195987,"Tested",0.00698224895211261
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate_polar","Coldhouse","Warmhouse",9,21,-0.388270227865003,-0.0591305159409819,-0.329139711924021,0.00288447125732002,33,0.369781732432448,0.131201428893663,"Tested",0.00721117814330006
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate_polar","Coldhouse","Hothouse",9,14,-0.388270227865003,0.00764435165265849,-0.395914579517662,0.00252962768135417,18,0.369781732432448,0.351824174195987,"Tested",0.00721117814330006
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate_polar","Coolhouse","Warmhouse",17,21,-0.265052870098246,-0.0591305159409819,-0.205922354157264,0.00166352544614362,78,0.201581950171189,0.131201428893663,"Tested",0.00721117814330006
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate_polar","Transitional","Hothouse",17,14,-0.145214283088309,0.00764435165265849,-0.152858634740968,0.0168501207699733,65,0.41427254197941,0.351824174195987,"Tested",0.0337002415399465
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate_polar","Coldhouse","Transitional",9,17,-0.388270227865003,-0.145214283088309,-0.243055944776694,0.0590254316845888,47,0.369781732432448,0.41427254197941,"Tested",0.0843220452636983
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate_polar","Warmhouse","Hothouse",21,14,-0.0591305159409819,0.00764435165265849,-0.0667748675936404,0.0548649662285609,99,0.131201428893663,0.351824174195987,"Tested",0.0843220452636983
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate_polar","Coldhouse","Coolhouse",9,17,-0.388270227865003,-0.265052870098246,-0.123217357766757,0.0889224790269716,51,0.369781732432448,0.201581950171189,"Tested",0.0988027544744129
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate_polar","Transitional","Warmhouse",17,21,-0.145214283088309,-0.0591305159409819,-0.0860837671473274,0.0838212157126388,131,0.41427254197941,0.131201428893663,"Tested",0.0988027544744129
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate_polar","Coolhouse","Transitional",17,17,-0.265052870098246,-0.145214283088309,-0.119838587009937,0.176191920194401,117,0.201581950171189,0.41427254197941,"Tested",0.176191920194401
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate","Coldhouse","Hothouse",12,14,-0.382471788332543,-0.0123392728632463,-0.370132515469297,0.0013109108845453,25,0.379832645337855,0.42806849927584,"Tested",0.013109108845453
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate","Coldhouse","Warmhouse",12,16,-0.382471788332543,-0.0657723723002374,-0.316699416032306,0.00435864606051362,39,0.379832645337855,0.201077471712042,"Tested",0.0217932303025681
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate","Coldhouse","Transitional",12,19,-0.382471788332543,-0.0835447649088025,-0.298927023423741,0.0202777735014688,63,0.379832645337855,0.407964236767676,"Tested",0.050694433753672
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate","Coolhouse","Hothouse",18,14,-0.238279557595067,-0.0123392728632463,-0.225940284731821,0.0175037919616986,70,0.443797399217021,0.42806849927584,"Tested",0.050694433753672
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate","Transitional","Hothouse",19,14,-0.0835447649088025,-0.0123392728632463,-0.0712054920455563,0.0525138856174904,88,0.407964236767676,0.42806849927584,"Tested",0.105027771234981
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate","Coolhouse","Warmhouse",18,16,-0.238279557595067,-0.0657723723002374,-0.17250718529483,0.0811492506628545,103,0.443797399217021,0.201077471712042,"Tested",0.116954803262862
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate","Warmhouse","Hothouse",16,14,-0.0657723723002374,-0.0123392728632463,-0.0534330994369911,0.0818683622840033,78,0.201077471712042,0.42806849927584,"Tested",0.116954803262862
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate","Coldhouse","Coolhouse",12,18,-0.382471788332543,-0.238279557595067,-0.144192230737476,0.181367070253611,86,0.379832645337855,0.443797399217021,"Tested",0.205573678767497
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate","Coolhouse","Transitional",18,19,-0.238279557595067,-0.0835447649088025,-0.154734792686264,0.185016310890747,141,0.443797399217021,0.407964236767676,"Tested",0.205573678767497
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate","Transitional","Warmhouse",19,16,-0.0835447649088025,-0.0657723723002374,-0.0177723926085651,0.315562864420289,137,0.407964236767676,0.201077471712042,"Tested",0.315562864420289
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate_polar","Coolhouse","Warmhouse",7,9,-0.187374134947407,-0.0591305159409819,-0.128243619006425,0.0359721177265917,14,0.142214062187057,0.142327388955196,"Tested",0.179860588632958
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate_polar","Transitional","Warmhouse",5,9,-0.466598559959888,-0.0591305159409819,-0.407468044018907,0.0309740757067406,8,0.569298655388721,0.142327388955196,"Tested",0.179860588632958
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate_polar","Coldhouse","Warmhouse",5,9,-0.376673348800084,-0.0591305159409819,-0.317542832859102,0.0912112197258678,12,0.284486128618432,0.142327388955196,"Tested",0.182422439451736
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate_polar","Coolhouse","Hothouse",7,4,-0.187374134947407,-0.00902150932538091,-0.178352625622026,0.0781878608798223,6,0.142214062187057,0.34707980675207,"Tested",0.182422439451736
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate_polar","Transitional","Hothouse",5,4,-0.466598559959888,-0.00902150932538091,-0.457577050634507,0.0889547974934913,4,0.569298655388721,0.34707980675207,"Tested",0.182422439451736
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate_polar","Coldhouse","Hothouse",5,4,-0.376673348800084,-0.00902150932538091,-0.367651839474703,0.13517207032739,5,0.284486128618432,0.34707980675207,"Tested",0.225286783878983
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate_polar","Coldhouse","Coolhouse",5,7,-0.376673348800084,-0.187374134947407,-0.189299213852677,0.372666533665401,15,0.284486128618432,0.142214062187057,"Tested",0.465833167081752
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate_polar","Warmhouse","Hothouse",9,4,-0.0591305159409819,-0.00902150932538091,-0.050109006615601,0.349837812817352,15,0.142327388955196,0.34707980675207,"Tested",0.465833167081752
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate_polar","Coldhouse","Transitional",5,5,-0.376673348800084,-0.466598559959888,0.0899252111598048,0.798302347553686,16,0.284486128618432,0.569298655388721,"Tested",0.835070402672262
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate_polar","Coolhouse","Transitional",7,5,-0.187374134947407,-0.466598559959888,0.279224425012481,0.835070402672262,23,0.142214062187057,0.569298655388721,"Tested",0.835070402672262
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k3_tropical_temperate","Coldhouse","Warmhouse",6,12,-0.382471788332543,-0.0525090485888252,-0.329962739743718,0.00653323641526437,9,0.280235519090566,0.227540988318428,"Tested",0.0326661820763218
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k3_tropical_temperate","Coldhouse","Hothouse",6,6,-0.382471788332543,-0.0123392728632463,-0.370132515469297,0.00653261338221299,2,0.280235519090566,0.114343415623262,"Tested",0.0326661820763218
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k3_tropical_temperate","Coldhouse","Transitional",6,8,-0.382471788332543,-0.0224994989970696,-0.359972289335474,0.030607317477301,9,0.280235519090566,0.182886858473647,"Tested",0.102024391591003
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k3_tropical_temperate","Coldhouse","Coolhouse",6,8,-0.382471788332543,-0.162537875701747,-0.219933912630796,0.238837511992952,18,0.280235519090566,0.779074989945412,"Tested",0.396217367231151
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k3_tropical_temperate","Coolhouse","Transitional",8,8,-0.162537875701747,-0.0224994989970696,-0.140038376704678,0.356595630508036,28,0.779074989945412,0.182886858473647,"Tested",0.396217367231151
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k3_tropical_temperate","Coolhouse","Warmhouse",8,12,-0.162537875701747,-0.0525090485888252,-0.110028827112922,0.281416876958663,40,0.779074989945412,0.227540988318428,"Tested",0.396217367231151
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k3_tropical_temperate","Coolhouse","Hothouse",8,6,-0.162537875701747,-0.0123392728632463,-0.150198602838501,0.238837511992952,18,0.779074989945412,0.114343415623262,"Tested",0.396217367231151
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k3_tropical_temperate","Transitional","Hothouse",8,6,-0.0224994989970696,-0.0123392728632463,-0.0101602261338233,0.325689223238196,20,0.182886858473647,0.114343415623262,"Tested",0.396217367231151
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k3_tropical_temperate","Warmhouse","Hothouse",12,6,-0.0525090485888252,-0.0123392728632463,-0.040169775725579,0.186798318728218,26,0.227540988318428,0.114343415623262,"Tested",0.396217367231151
