"bin_midpoint","stage","hemisphere","slope","intercept","slope_se","slope_lower_95","slope_upper_95","p_value","r_squared","n_cells_model","method_group","slope_metric","quantile","slope_filter_id","slope_qc_type","slope_occurrence_min","slope_collection_min","slope_mean","slope_sd","n_resamples_valid","prop_negative","prop_positive","k_sample"
0.00585,"Holocene","Northern",-0.798272234568561,72.5999843783436,0.396954434792093,-1.73692031785525,0.140375848718129,0.0842423904217819,0.366176798934187,9,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
0.00585,"Holocene","Southern",-0.0194788845633357,33.2531620912755,0.586325096536742,-2.54223216169777,2.5032743925711,0.976514987125501,0.000551545829715389,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
1.29585,"Pleistocene","Northern",-0.64494237055902,52.1623959444844,0.166359454507572,-1.00740848437656,-0.28247625674148,0.00220059776825258,0.556041935943331,14,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
1.29585,"Pleistocene","Southern",-0.305984858013053,28.8185815790778,0.203334505590476,-0.803526469489092,0.191556753462986,0.183070370822435,0.274005730255256,8,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
3.09,"Piacenzian","Northern",-0.56396987177637,61.1251051077207,0.435767852690701,-1.56885234207017,0.440912598517425,0.231704490385644,0.173122204464743,10,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
3.09,"Piacenzian","Southern",-1.03599580413822,51.2003045049005,0.773712144984133,-4.36501047679451,2.29301886851807,0.312468458759479,0.472699620200566,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
4.4665,"Zanclean","Northern",-0.546752126152439,54.2090564642926,0.383655323905174,-1.39117180065788,0.297667548352999,0.181875664916272,0.155855645409859,13,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
4.4665,"Zanclean","Southern",-0.296338119827013,27.2994458772119,0.33580592591663,-1.22868483913465,0.636008599480628,0.42736580153662,0.162961110463143,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
6.2895,"Messinian","Northern",-2.35111166024897,117.219629162048,0.380238454833164,-3.56120012595956,-1.14102319453838,0.0085185518577397,0.9272421305726,5,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
9.438,"Tortonian","Northern",-0.621402974532906,56.1310143088871,0.323391403321316,-1.32601231309348,0.0832063640276676,0.0787326271092517,0.235290732246041,14,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
9.438,"Tortonian","Southern",-0.665563659368006,46.182084077867,0.945532784208089,-3.2907835298866,1.95965621115058,0.520310553060269,0.110217348971032,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
12.725,"Serravallian","Northern",0.534784653692535,11.7342358187372,0.344391149257893,-0.23256664624918,1.30213595363425,0.151510204779873,0.194283589306166,12,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
12.725,"Serravallian","Southern",-0.774534004733553,41.7106628708331,0.688731075804129,-2.96638367226048,1.41731566279337,0.342624898946511,0.296547921135541,5,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
14.9,"Langhian","Northern",0.0319967738432375,43.0246168257246,1.07149821648216,-2.72237707836251,2.78637062604899,0.977332629255973,0.000178312597694419,7,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
18.215,"Burdigalian","Northern",0.206827341675435,20.3973181562072,0.377281115067877,-0.623562793771788,1.03721747712266,0.594501625671836,0.0265942047749088,13,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
