"bin_midpoint","stage","hemisphere","slope","intercept","slope_se","slope_lower_95","slope_upper_95","p_value","r_squared","n_cells_model","method_group","slope_metric","quantile","slope_filter_id","slope_qc_type","slope_occurrence_min","slope_collection_min","slope_mean","slope_sd","n_resamples_valid","prop_negative","prop_positive","k_sample"
0.00585,"Holocene","Northern",-0.995851789325702,80.4078264193404,0.485388078753728,-2.24358156780444,0.251877989153039,0.0954408102350899,0.457071327200826,7,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
0.00585,"Holocene","Southern",-0.242500486509877,41.2627275778402,0.205688360085627,-2.85601890160588,2.37101792858612,0.447828152908493,0.581584913560565,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
1.29585,"Pleistocene","Northern",-0.680215574168539,52.603566149243,0.168857264903868,-1.05186790839561,-0.308563239941464,0.00198759645490585,0.595997816628048,13,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
1.29585,"Pleistocene","Southern",-0.181798644021926,23.9344912076643,0.230617405487625,-0.713603334726444,0.350006046682592,0.453237486258281,0.0720804444578908,10,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
3.09,"Piacenzian","Northern",-0.642578349411135,62.4084171378935,0.321215702204042,-1.38330308698617,0.0981463881638956,0.0804591950756582,0.333434988388372,10,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
3.09,"Piacenzian","Southern",-0.038680549719488,13.2279485876248,0.363006685251165,-1.60057225493272,1.52321115549374,0.924866479750547,0.00564504586507491,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
4.4665,"Zanclean","Northern",-0.998476517502877,76.3666672591299,0.403316154690662,-1.87722692975494,-0.119726105250809,0.0291889040625116,0.338074462312553,14,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
4.4665,"Zanclean","Southern",-0.460100681215235,37.1405926552688,0.410544961640508,-1.51544010232033,0.595238739889862,0.313335016808352,0.200765290375348,7,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
6.2895,"Messinian","Northern",-2.40927562099497,126.231610103031,0.469280740205379,-3.90273637880238,-0.915814863187556,0.0143139221652701,0.897812158373014,5,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
9.438,"Tortonian","Northern",-0.956861061349913,61.0446372858986,0.25316362299108,-1.50845721112791,-0.405264911571911,0.00262541721990429,0.543474375528054,14,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
9.438,"Tortonian","Southern",-0.0491196783665061,38.7038927918022,0.740368978874427,-2.4053041997321,2.30706484299908,0.951277188269067,0.00146506404723346,5,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
12.725,"Serravallian","Northern",0.577023889914203,6.21671160396637,0.392914622002285,-0.287775362295842,1.44182314212425,0.169955945976884,0.163924547552752,13,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
12.725,"Serravallian","Southern",0.0660216453962681,17.631581760311,0.314167661185801,-0.806247619714488,0.938290910507024,0.843822619044981,0.0109199631896373,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
14.9,"Langhian","Northern",-0.520261425752823,49.538416011551,0.705025533502779,-2.33258725583487,1.29206440432922,0.493710532063297,0.0982127044263317,7,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
18.215,"Burdigalian","Northern",0.441436791220176,5.47503335078655,0.318194498587592,-0.251849464631999,1.13472304707235,0.19057082725643,0.138218901659174,14,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
18.215,"Burdigalian","Southern",-0.311526461682196,29.5502623010973,0.177565950778506,-0.767974269380915,0.144921346016523,0.139723072581899,0.381035934408695,7,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
