"bin_midpoint","hemisphere","stage","n_cells","n_valid_lat_bins","min_abs_lat_bin_mid","max_abs_lat_bin_mid","lat_range_diagnostic","has_tropical","has_temperate","has_polar","sum_nT","mean_nT","median_nT","min_nT","max_nT","has_adjacent_tt","k_min","k_max","k_mean","k_median","k_cv","k_evenness","dominant_lat_bin_prop","pass_tropical","pass_temperate","pass_polar","pass_adjacent_tt","pass_n_lat_bins","label","color","slope_filter_id","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","require_tropical","require_temperate","require_polar","require_adjacent_tt","require_min_lat_bins"
0.00585,"Northern","Holocene",14,9,11.216828,80.405932,69.189104,TRUE,TRUE,TRUE,1078,77,40,16,424,TRUE,0,3,0.777777777777778,0.5,1.21218305346265,0,0.214285714285714,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
1.29585,"Northern","Pleistocene",50,16,1.592369,80.405932,78.813563,TRUE,TRUE,TRUE,18257,365.14,118.5,6,5746,TRUE,0,8,2.77777777777778,2,0.795989949685296,0,0.16,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
3.09,"Northern","Piacenzian",20,11,7.986719,66.77291,58.786191,TRUE,TRUE,TRUE,6763,338.15,245,5,1228,TRUE,0,5,1.11111111111111,1,1.30564385739486,0,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
4.4665,"Northern","Zanclean",34,16,1.592369,66.77291,65.180541,TRUE,TRUE,TRUE,7381,217.088235294118,114.5,5,961,TRUE,0,6,1.88888888888889,1,0.849563770198344,0,0.176470588235294,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
6.2895,"Northern","Messinian",10,6,7.986719,44.024286,36.037567,TRUE,TRUE,FALSE,4045,404.5,237,14,1873,TRUE,0,4,0.555555555555556,0,1.87491176262966,0,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
9.438,"Northern","Tortonian",29,14,1.592369,66.77291,65.180541,TRUE,TRUE,TRUE,10358,357.172413793103,110,5,4595,TRUE,0,4,1.61111111111111,1,0.855267285191008,0,0.137931034482759,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
12.725,"Northern","Serravallian",31,13,7.986719,59.588323,51.601604,TRUE,TRUE,FALSE,8048,259.612903225806,75,6,2628,TRUE,0,5,1.72222222222222,1.5,0.908429035602514,0,0.161290322580645,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
14.9,"Northern","Langhian",13,8,11.216828,53.750124,42.533296,TRUE,TRUE,FALSE,2273,174.846153846154,81,5,975,TRUE,0,3,0.722222222222222,0,1.32684929954252,0,0.230769230769231,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
18.215,"Northern","Burdigalian",40,15,4.782054,59.588323,54.806269,TRUE,TRUE,FALSE,9291,232.275,98.5,7,1618,TRUE,0,5,2.22222222222222,2,0.716609664855775,0,0.125,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
21.745,"Northern","Aquitanian",6,5,7.986719,48.647908,40.661189,TRUE,TRUE,FALSE,539,89.8333333333333,40,5,361,TRUE,0,2,0.333333333333333,0,1.78226557735801,0,0.333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
