"bin_midpoint","hemisphere","stage","n_cells","n_valid_lat_bins","min_abs_lat_bin_mid","max_abs_lat_bin_mid","lat_range_diagnostic","has_tropical","has_temperate","has_polar","sum_nT","mean_nT","median_nT","min_nT","max_nT","has_adjacent_tt","k_min","k_max","k_mean","k_median","k_cv","k_evenness","dominant_lat_bin_prop","pass_tropical","pass_temperate","pass_polar","pass_adjacent_tt","pass_n_lat_bins","label","color","slope_filter_id","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","require_tropical","require_temperate","require_polar","require_adjacent_tt","require_min_lat_bins"
0.00585,"Northern","Holocene",14,9,11.216828,80.405932,69.189104,TRUE,TRUE,TRUE,1167,83.3571428571429,42,20,424,TRUE,0,2,0.777777777777778,0.5,1.12911910974246,0,0.142857142857143,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
1.29585,"Northern","Pleistocene",40,15,11.216828,80.405932,69.189104,TRUE,TRUE,TRUE,19025,475.625,159,9,5829,TRUE,0,5,2.22222222222222,2,0.682555750793425,0,0.125,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
3.09,"Northern","Piacenzian",15,10,11.216828,66.77291,55.556082,TRUE,TRUE,TRUE,6898,459.866666666667,320,20,1834,TRUE,0,3,0.833333333333333,1,1.10825777421936,0,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
4.4665,"Northern","Zanclean",29,15,4.782054,66.77291,61.990856,TRUE,TRUE,TRUE,8018,276.48275862069,144,6,1167,TRUE,0,4,1.61111111111111,1,0.741744803534665,0,0.137931034482759,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
6.2895,"Northern","Messinian",10,5,11.216828,44.024286,32.807458,TRUE,TRUE,FALSE,4436,443.6,234.5,17,2132,TRUE,0,3,0.555555555555556,0,1.87491176262966,0,0.3,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
9.438,"Northern","Tortonian",25,14,4.782054,80.405932,75.623878,TRUE,TRUE,TRUE,10706,428.24,166,6,4744,TRUE,0,4,1.38888888888889,1,0.860423972100212,0,0.16,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
12.725,"Northern","Serravallian",26,12,7.986719,59.588323,51.601604,TRUE,TRUE,FALSE,8862,340.846153846154,104,5,2631,TRUE,0,4,1.44444444444444,2,0.863459396947833,0,0.153846153846154,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
14.9,"Northern","Langhian",12,8,11.216828,53.750124,42.533296,TRUE,TRUE,FALSE,2374,197.833333333333,148,5,975,TRUE,0,2,0.666666666666667,0,1.26025207562521,0,0.166666666666667,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
18.215,"Northern","Burdigalian",31,13,11.216828,59.588323,48.371495,TRUE,TRUE,FALSE,9872,318.451612903226,109,8,1948,TRUE,0,5,1.72222222222222,1.5,0.908429035602515,0,0.161290322580645,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
21.745,"Northern","Aquitanian",7,6,11.216828,48.647908,37.43108,TRUE,TRUE,FALSE,556,79.4285714285714,40,5,361,TRUE,0,2,0.388888888888889,0,1.56261854292219,0,0.285714285714286,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
25.17,"Northern","Chattian",19,12,11.216828,59.588323,48.371495,TRUE,TRUE,FALSE,3391,178.473684210526,143,19,839,TRUE,0,3,1.05555555555556,1,0.945819166670041,0,0.157894736842105,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
30.6,"Northern","Rupelian",23,12,4.782054,59.588323,54.806269,TRUE,TRUE,FALSE,7037,305.95652173913,114,5,1633,TRUE,0,4,1.27777777777778,1,0.997383433233078,0,0.173913043478261,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
35.805,"Northern","Priabonian",25,10,4.782054,53.750124,48.96807,TRUE,TRUE,FALSE,4480,179.2,123,8,982,TRUE,0,5,1.38888888888889,1,1.21333764274175,0,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
39.37,"Northern","Bartonian",21,10,14.483604,59.588323,45.104719,TRUE,TRUE,FALSE,10523,501.095238095238,76,5,4277,TRUE,0,4,1.16666666666667,1,1.1851421116178,0,0.19047619047619,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
44.55,"Northern","Lutetian",25,13,1.592369,59.588323,57.995954,TRUE,TRUE,FALSE,7926,317.04,101,16,1675,TRUE,0,5,1.38888888888889,1,0.928604265741301,0,0.2,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
52.035,"Northern","Ypresian",16,9,4.782054,53.750124,48.96807,TRUE,TRUE,FALSE,5974,373.375,208.5,19,1149,TRUE,0,3,0.888888888888889,0.5,1.27331203144075,0,0.1875,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
57.62,"Northern","Thanetian",10,7,7.986719,80.405932,72.419213,TRUE,TRUE,TRUE,2138,213.8,134.5,23,825,TRUE,0,3,0.555555555555556,0,1.5400534750074,0,0.3,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
60.45,"Northern","Selandian",4,4,35.709438,66.77291,31.063472,FALSE,TRUE,TRUE,1178,294.5,298.5,87,494,TRUE,0,1,0.222222222222222,0,1.92506684375924,0,0.25,FALSE,TRUE,TRUE,TRUE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
63.83,"Northern","Danian",8,5,28.1939,48.647908,20.454008,TRUE,TRUE,FALSE,2490,311.25,253,5,835,TRUE,0,4,0.444444444444444,0,2.2129299183502,0,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
69.1,"Northern","Maastrichtian",27,11,4.782054,59.588323,54.806269,TRUE,TRUE,FALSE,15192,562.666666666667,172,7,7149,TRUE,0,5,1.5,1,1.10258164074585,0,0.185185185185185,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
77.9,"Northern","Campanian",47,15,4.782054,80.405932,75.623878,TRUE,TRUE,TRUE,6805,144.787234042553,43,5,1185,TRUE,0,5,2.61111111111111,2.5,0.671596997136272,0,0.106382978723404,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
84.65,"Northern","Santonian",20,10,14.483604,59.588323,45.104719,TRUE,TRUE,FALSE,1224,61.2,29.5,5,220,TRUE,0,5,1.11111111111111,1,1.23049487892426,0,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
87.75,"Northern","Coniacian",20,10,7.986719,59.588323,51.601604,TRUE,TRUE,FALSE,691,34.55,18,5,168,TRUE,0,5,1.11111111111111,1,1.23049487892426,0,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
